Employee_ID,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,YearsSinceLastPromotion
384,49,0,Travel_Rarely,1261,Research & Development,7.0,3,Other,499.0,2.0,Male,31.0,2.0,3,Healthcare Representative,3,Single,10965,12066,8,Y,No,24,0
385,51,0,Travel_Rarely,1178,Sales,14.0,2,Life Sciences,500.0,3.0,Female,87.0,3.0,2,Sales Executive,4,Married,4936,14862,4,Y,No,11,0
386,36,0,Travel_Rarely,329,Research & Development,2.0,3,Life Sciences,501.0,4.0,Female,96.0,3.0,1,Research Scientist,3,Married,2543,11868,4,Y,No,13,2
387,34,1,Non-Travel,1362,Sales,19.0,3,Marketing,502.0,1.0,Male,67.0,4.0,2,Sales Executive,4,Single,5304,4652,8,Y,Yes,13,0
388,55,0,Travel_Rarely,1311,Research & Development,2.0,3,Life Sciences,505.0,3.0,Female,97.0,3.0,4,Manager,4,Single,16659,23258,2,Y,Yes,13,1
389,24,0,Travel_Rarely,1371,Sales,10.0,4,Marketing,507.0,4.0,Female,77.0,3.0,2,Sales Executive,3,Divorced,4260,5915,1,Y,Yes,12,0
390,30,0,Travel_Rarely,202,Sales,2.0,1,Technical Degree,508.0,3.0,Male,72.0,3.0,1,Sales Representative,2,Married,2476,17434,1,Y,No,18,0
391,26,1,Travel_Frequently,575,Research & Development,3.0,1,Technical Degree,510.0,3.0,Male,73.0,3.0,1,Research Scientist,1,Single,3102,6582,0,Y,No,22,0
392,22,0,Travel_Rarely,253,Research & Development,11.0,3,Medical,511.0,1.0,Female,43.0,3.0,1,Research Scientist,2,Married,2244,24440,1,Y,No,13,1
393,36,0,Travel_Rarely,164,Sales,2.0,2,Medical,513.0,2.0,Male,61.0,2.0,3,Sales Executive,3,Married,7596,3809,1,Y,No,13,9
394,30,1,Travel_Frequently,464,Research & Development,4.0,3,Technical Degree,514.0,3.0,Male,40.0,3.0,1,Research Scientist,4,Single,2285,3427,9,Y,Yes,23,0
395,37,0,Travel_Rarely,1107,Research & Development,14.0,3,Life Sciences,515.0,4.0,Female,95.0,3.0,1,Laboratory Technician,1,Divorced,3034,26914,1,Y,No,12,12
396,40,0,Travel_Rarely,759,Sales,2.0,2,Marketing,516.0,4.0,Female,46.0,3.0,2,Sales Executive,2,Divorced,5715,22553,7,Y,No,12,1
397,42,0,Travel_Rarely,201,Research & Development,1.0,4,Life Sciences,517.0,2.0,Female,95.0,3.0,1,Laboratory Technician,1,Divorced,2576,20490,3,Y,No,16,1
398,37,0,Travel_Rarely,1305,Research & Development,10.0,4,Life Sciences,518.0,3.0,Male,49.0,3.0,2,Manufacturing Director,2,Single,4197,21123,2,Y,Yes,12,0
399,43,0,Travel_Rarely,982,Research & Development,12.0,3,Life Sciences,520.0,1.0,Male,59.0,2.0,4,Research Director,2,Divorced,14336,4345,1,Y,No,11,3
400,40,0,Travel_Rarely,555,Research & Development,2.0,3,Medical,521.0,2.0,Female,78.0,2.0,2,Laboratory Technician,3,Married,3448,13436,6,Y,No,22,0
401,54,0,Travel_Rarely,821,Research & Development,5.0,2,Medical,522.0,1.0,Male,86.0,3.0,5,Research Director,1,Married,19406,8509,4,Y,No,11,1
402,34,0,Non-Travel,1381,Sales,4.0,4,Marketing,523.0,3.0,Female,72.0,3.0,2,Sales Executive,3,Married,6538,12740,9,Y,No,15,1
403,31,0,Travel_Rarely,480,Research & Development,7.0,2,Medical,524.0,2.0,Female,31.0,3.0,2,Manufacturing Director,1,Married,4306,4156,1,Y,No,12,3
404,43,0,Travel_Frequently,313,Research & Development,21.0,3,Medical,525.0,4.0,Male,61.0,3.0,1,Laboratory Technician,4,Married,2258,15238,7,Y,No,20,1
405,43,0,Travel_Rarely,1473,Research & Development,8.0,4,Other,526.0,3.0,Female,74.0,3.0,2,Healthcare Representative,3,Divorced,4522,2227,4,Y,Yes,14,0
406,25,0,Travel_Rarely,891,Sales,4.0,2,Life Sciences,527.0,2.0,Female,99.0,2.0,2,Sales Executive,4,Single,4487,12090,1,Y,Yes,11,1
407,37,0,Non-Travel,1063,Research & Development,25.0,5,Medical,529.0,2.0,Female,72.0,3.0,2,Research Scientist,3,Married,4449,23866,3,Y,Yes,15,10
408,31,0,Travel_Rarely,329,Research & Development,1.0,2,Life Sciences,530.0,4.0,Male,98.0,2.0,1,Laboratory Technician,1,Married,2218,16193,1,Y,No,12,3
409,39,0,Travel_Frequently,1218,Research & Development,1.0,1,Life Sciences,531.0,2.0,Male,52.0,3.0,5,Manager,3,Divorced,19197,8213,1,Y,Yes,14,1
410,56,0,Travel_Frequently,906,Sales,6.0,3,Life Sciences,532.0,3.0,Female,86.0,4.0,4,Sales Executive,1,Married,13212,18256,9,Y,No,11,7
411,30,0,Travel_Rarely,1082,Sales,12.0,3,Technical Degree,533.0,2.0,Female,83.0,3.0,2,Sales Executive,3,Single,6577,19558,0,Y,No,11,4
412,41,0,Travel_Rarely,645,Sales,1.0,3,Marketing,534.0,2.0,Male,49.0,4.0,3,Sales Executive,1,Married,8392,19566,1,Y,No,16,0
413,28,0,Travel_Rarely,1300,Research & Development,17.0,2,Medical,536.0,3.0,Male,79.0,3.0,2,Laboratory Technician,1,Divorced,4558,13535,1,Y,No,12,1
414,25,1,Travel_Rarely,688,Research & Development,3.0,3,Medical,538.0,1.0,Male,91.0,3.0,1,Laboratory Technician,1,Married,4031,9396,5,Y,No,13,0
415,52,0,Travel_Rarely,319,Research & Development,3.0,3,Medical,543.0,4.0,Male,39.0,2.0,3,Manufacturing Director,3,Married,7969,19609,2,Y,Yes,14,0
416,45,0,Travel_Rarely,192,Research & Development,10.0,2,Life Sciences,544.0,1.0,Male,69.0,3.0,1,Research Scientist,4,Married,2654,9655,3,Y,No,21,0
417,52,0,Travel_Rarely,1490,Research & Development,4.0,2,Life Sciences,546.0,4.0,Female,30.0,3.0,4,Manager,4,Married,16555,10310,2,Y,No,13,1
418,42,0,Travel_Frequently,532,Research & Development,29.0,2,Life Sciences,547.0,1.0,Female,92.0,3.0,2,Research Scientist,3,Divorced,4556,12932,2,Y,No,11,0
419,30,0,Travel_Rarely,317,Research & Development,2.0,3,Life Sciences,548.0,3.0,Female,43.0,1.0,2,Manufacturing Director,4,Single,6091,24793,2,Y,No,20,0
420,60,0,Travel_Rarely,422,Research & Development,7.0,3,Life Sciences,549.0,1.0,Female,41.0,3.0,5,Manager,1,Married,19566,3854,5,Y,No,11,11
421,46,0,Travel_Rarely,1485,Research & Development,18.0,3,Medical,550.0,3.0,Female,87.0,3.0,2,Manufacturing Director,3,Divorced,4810,26314,2,Y,No,14,0
422,42,0,Travel_Frequently,1368,Research & Development,28.0,4,Technical Degree,551.0,4.0,Female,88.0,2.0,2,Healthcare Representative,4,Married,4523,4386,0,Y,No,11,0
423,24,1,Travel_Rarely,1448,Sales,1.0,1,Technical Degree,554.0,1.0,Female,62.0,3.0,1,Sales Representative,2,Single,3202,21972,1,Y,Yes,16,1
424,34,1,Travel_Frequently,296,Sales,6.0,2,Marketing,555.0,4.0,Female,33.0,1.0,1,Sales Representative,3,Divorced,2351,12253,0,Y,No,16,1
425,38,0,Travel_Frequently,1490,Research & Development,2.0,2,Life Sciences,556.0,4.0,Male,42.0,3.0,1,Laboratory Technician,4,Married,1702,12106,1,Y,Yes,23,0
426,40,0,Travel_Rarely,1398,Sales,2.0,4,Life Sciences,558.0,3.0,Female,79.0,3.0,5,Manager,3,Married,18041,13022,0,Y,No,14,1
427,26,0,Travel_Rarely,1349,Research & Development,23.0,3,Life Sciences,560.0,1.0,Female,90.0,3.0,1,Research Scientist,4,Divorced,2886,3032,1,Y,No,22,0
428,30,0,Non-Travel,1400,Research & Development,3.0,3,Life Sciences,562.0,3.0,Male,53.0,3.0,1,Laboratory Technician,4,Married,2097,16734,4,Y,No,15,1
429,29,0,Travel_Rarely,986,Research & Development,3.0,4,Medical,564.0,2.0,Male,93.0,2.0,3,Research Director,3,Married,11935,21526,1,Y,No,18,0
430,29,1,Travel_Rarely,408,Research & Development,25.0,5,Technical Degree,565.0,3.0,Female,71.0,2.0,1,Research Scientist,2,Married,2546,18300,5,Y,No,16,1
431,19,1,Travel_Rarely,489,Human Resources,2.0,2,Technical Degree,566.0,1.0,Male,52.0,2.0,1,Human Resources,4,Single,2564,18437,1,Y,No,12,0
432,30,0,Non-Travel,1398,Sales,22.0,4,Other,567.0,3.0,Female,69.0,3.0,3,Sales Executive,1,Married,8412,2890,0,Y,No,11,7
433,57,0,Travel_Rarely,210,Sales,29.0,3,Marketing,568.0,1.0,Male,56.0,2.0,4,Manager,4,Divorced,14118,22102,3,Y,No,12,0
434,50,0,Travel_Rarely,1099,Research & Development,29.0,4,Life Sciences,569.0,2.0,Male,88.0,2.0,4,Manager,3,Married,17046,9314,0,Y,No,15,15
435,30,0,Non-Travel,1116,Research & Development,2.0,3,Medical,571.0,3.0,Female,49.0,3.0,1,Laboratory Technician,4,Single,2564,7181,0,Y,No,14,6
436,60,0,Travel_Frequently,1499,Sales,28.0,3,Marketing,573.0,3.0,Female,80.0,2.0,3,Sales Executive,1,Married,10266,2845,4,Y,No,19,13
437,47,0,Travel_Rarely,983,Research & Development,2.0,2,Medical,574.0,1.0,Female,65.0,3.0,2,Manufacturing Director,4,Divorced,5070,7389,5,Y,No,13,0
438,46,0,Travel_Rarely,1009,Research & Development,2.0,3,Life Sciences,575.0,1.0,Male,51.0,3.0,4,Research Director,3,Married,17861,2288,6,Y,No,13,0
439,35,0,Travel_Rarely,144,Research & Development,22.0,3,Life Sciences,577.0,4.0,Male,46.0,1.0,1,Laboratory Technician,3,Single,4230,19225,0,Y,No,15,4
440,54,0,Travel_Rarely,548,Research & Development,8.0,4,Life Sciences,578.0,3.0,Female,42.0,3.0,2,Laboratory Technician,3,Single,3780,23428,7,Y,No,11,0
441,34,0,Travel_Rarely,1303,Research & Development,2.0,4,Life Sciences,579.0,4.0,Male,62.0,2.0,1,Research Scientist,3,Divorced,2768,8416,3,Y,No,12,5
442,46,0,Travel_Rarely,1125,Sales,10.0,3,Marketing,580.0,3.0,Female,94.0,2.0,3,Sales Executive,4,Married,9071,11563,2,Y,Yes,19,1
443,31,0,Travel_Rarely,1274,Research & Development,9.0,1,Life Sciences,581.0,3.0,Male,33.0,3.0,3,Manufacturing Director,2,Divorced,10648,14394,1,Y,No,25,0
444,33,1,Travel_Rarely,1277,Research & Development,15.0,1,Medical,582.0,2.0,Male,56.0,3.0,3,Manager,3,Married,13610,24619,7,Y,Yes,12,7
445,33,1,Travel_Rarely,587,Research & Development,10.0,1,Medical,584.0,1.0,Male,38.0,1.0,1,Laboratory Technician,4,Divorced,3408,6705,7,Y,No,13,1
446,30,0,Travel_Rarely,413,Sales,7.0,1,Marketing,585.0,4.0,Male,57.0,3.0,1,Sales Representative,2,Single,2983,18398,0,Y,No,14,1
447,35,0,Travel_Rarely,1276,Research & Development,16.0,3,Life Sciences,586.0,4.0,Male,72.0,3.0,3,Healthcare Representative,3,Married,7632,14295,4,Y,Yes,12,0
448,31,1,Travel_Frequently,534,Research & Development,20.0,3,Life Sciences,587.0,1.0,Male,66.0,3.0,3,Healthcare Representative,3,Married,9824,22908,3,Y,No,12,0
449,34,1,Travel_Frequently,988,Human Resources,23.0,3,Human Resources,590.0,2.0,Female,43.0,3.0,3,Human Resources,1,Divorced,9950,11533,9,Y,Yes,15,0
450,42,0,Travel_Frequently,1474,Research & Development,5.0,2,Other,591.0,2.0,Male,97.0,3.0,1,Laboratory Technician,3,Married,2093,9260,4,Y,No,17,2
451,42,0,Travel_Frequently,1474,Research & Development,5.0,2,Other,591.0,2.0,Male,97.0,3.0,1,Laboratory Technician,3,Married,2093,9260,4,Y,No,17,2
452,42,0,Travel_Frequently,1474,Research & Development,5.0,2,Other,591.0,2.0,Male,97.0,3.0,1,Laboratory Technician,3,Married,2093,9260,4,Y,No,17,2
453,36,0,Non-Travel,635,Sales,10.0,4,Medical,592.0,2.0,Male,32.0,3.0,3,Sales Executive,4,Single,9980,15318,1,Y,No,14,9
454,22,1,Travel_Frequently,1368,Research & Development,4.0,1,Technical Degree,593.0,3.0,Male,99.0,2.0,1,Laboratory Technician,3,Single,3894,9129,5,Y,No,16,1
455,48,0,Travel_Rarely,163,Sales,2.0,5,Marketing,595.0,2.0,Female,37.0,3.0,2,Sales Executive,4,Married,4051,19658,2,Y,No,14,6
456,55,0,Travel_Rarely,1117,Sales,18.0,5,Life Sciences,597.0,1.0,Female,83.0,3.0,4,Manager,2,Single,16835,9873,3,Y,No,23,7
457,41,0,Non-Travel,267,Sales,10.0,2,Life Sciences,599.0,4.0,Male,56.0,3.0,2,Sales Executive,4,Single,6230,13430,7,Y,No,14,1
458,35,0,Travel_Rarely,619,Sales,1.0,3,Marketing,600.0,2.0,Male,85.0,3.0,2,Sales Executive,3,Married,4717,18659,9,Y,No,11,6
459,40,0,Travel_Rarely,302,Research & Development,6.0,3,Life Sciences,601.0,2.0,Female,75.0,3.0,4,Manufacturing Director,3,Single,13237,20364,7,Y,No,15,5
460,39,0,Travel_Frequently,443,Research & Development,8.0,1,Life Sciences,602.0,3.0,Female,48.0,3.0,1,Laboratory Technician,3,Married,3755,17872,1,Y,No,11,0
461,31,0,Travel_Rarely,828,Sales,2.0,1,Life Sciences,604.0,2.0,Male,77.0,3.0,2,Sales Executive,4,Single,6582,8346,4,Y,Yes,13,0
462,42,0,Travel_Rarely,319,Research & Development,24.0,3,Medical,605.0,4.0,Male,56.0,3.0,3,Manufacturing Director,1,Married,7406,6950,1,Y,Yes,21,5
463,45,0,Travel_Rarely,561,Sales,2.0,3,Other,606.0,4.0,Male,61.0,3.0,2,Sales Executive,2,Married,4805,16177,0,Y,No,19,3
464,26,1,Travel_Frequently,426,Human Resources,17.0,4,Life Sciences,608.0,2.0,Female,58.0,3.0,1,Human Resources,3,Divorced,2741,22808,0,Y,Yes,11,1
465,29,0,Travel_Rarely,232,Research & Development,19.0,3,Technical Degree,611.0,4.0,Male,34.0,3.0,2,Manufacturing Director,4,Divorced,4262,22645,4,Y,No,12,1
466,33,0,Travel_Rarely,922,Research & Development,1.0,5,Medical,612.0,1.0,Female,95.0,4.0,4,Research Director,3,Divorced,16184,22578,4,Y,No,19,0
467,31,0,Travel_Rarely,688,Sales,7.0,3,Life Sciences,613.0,3.0,Male,44.0,2.0,3,Manager,4,Divorced,11557,25291,9,Y,No,21,0
468,18,1,Travel_Frequently,1306,Sales,5.0,3,Marketing,614.0,2.0,Male,69.0,3.0,1,Sales Representative,2,Single,1878,8059,1,Y,Yes,14,0
469,40,0,Non-Travel,1094,Sales,28.0,3,Other,615.0,3.0,Male,58.0,1.0,3,Sales Executive,1,Divorced,10932,11373,3,Y,No,15,0
470,41,0,Non-Travel,509,Research & Development,2.0,4,Other,616.0,1.0,Female,62.0,2.0,2,Healthcare Representative,3,Single,6811,2112,2,Y,Yes,17,0
471,26,0,Travel_Rarely,775,Sales,29.0,2,Medical,618.0,1.0,Male,45.0,3.0,2,Sales Executive,3,Divorced,4306,4267,5,Y,No,12,0
472,35,0,Travel_Rarely,195,Sales,1.0,3,Medical,620.0,1.0,Female,80.0,3.0,2,Sales Executive,3,Single,4859,6698,1,Y,No,16,0
473,34,0,Travel_Rarely,258,Sales,21.0,4,Life Sciences,621.0,4.0,Male,74.0,4.0,2,Sales Executive,4,Single,5337,19921,1,Y,No,12,5
474,26,1,Travel_Rarely,471,Research & Development,24.0,3,Technical Degree,622.0,3.0,Male,66.0,1.0,1,Laboratory Technician,4,Single,2340,23213,1,Y,Yes,18,0
475,37,0,Travel_Rarely,799,Research & Development,1.0,3,Technical Degree,623.0,2.0,Female,59.0,3.0,3,Manufacturing Director,4,Single,7491,23848,4,Y,No,17,1
476,46,0,Travel_Frequently,1034,Research & Development,18.0,1,Medical,624.0,1.0,Female,86.0,3.0,3,Healthcare Representative,3,Married,10527,8984,5,Y,No,11,1
477,41,0,Travel_Rarely,1276,Sales,2.0,5,Life Sciences,625.0,2.0,Female,91.0,3.0,4,Manager,1,Married,16595,5626,7,Y,No,16,11
478,37,0,Non-Travel,142,Sales,9.0,4,Medical,626.0,1.0,Male,69.0,3.0,3,Sales Executive,2,Divorced,8834,24666,1,Y,No,13,7
479,52,0,Travel_Rarely,956,Research & Development,6.0,2,Technical Degree,630.0,4.0,Male,78.0,3.0,2,Research Scientist,1,Divorced,5577,22087,3,Y,Yes,12,6
480,32,1,Non-Travel,1474,Sales,11.0,4,Other,631.0,4.0,Male,60.0,4.0,2,Sales Executive,3,Married,4707,23914,8,Y,No,12,1
481,24,0,Travel_Frequently,535,Sales,24.0,3,Medical,632.0,4.0,Male,38.0,3.0,1,Sales Representative,4,Married,2400,5530,0,Y,No,13,2
482,38,0,Travel_Rarely,1495,Research & Development,10.0,3,Medical,634.0,3.0,Female,76.0,3.0,2,Healthcare Representative,3,Married,9824,22174,3,Y,No,19,0
483,37,0,Travel_Rarely,446,Research & Development,1.0,4,Life Sciences,635.0,2.0,Female,65.0,3.0,2,Manufacturing Director,2,Married,6447,15701,6,Y,No,12,4
484,49,0,Travel_Rarely,1245,Research & Development,18.0,4,Life Sciences,638.0,4.0,Male,58.0,2.0,5,Research Director,3,Divorced,19502,2125,1,Y,Yes,17,0
485,24,0,Travel_Rarely,691,Research & Development,23.0,3,Medical,639.0,2.0,Male,89.0,4.0,1,Research Scientist,4,Married,2725,21630,1,Y,Yes,11,1
486,26,0,Travel_Rarely,703,Sales,28.0,2,Marketing,641.0,1.0,Male,66.0,3.0,2,Sales Executive,2,Married,6272,7428,1,Y,No,20,1
487,24,0,Travel_Rarely,823,Research & Development,17.0,2,Other,643.0,4.0,Male,94.0,2.0,1,Laboratory Technician,2,Married,2127,9100,1,Y,No,21,0
488,50,0,Travel_Frequently,1246,Human Resources,3.0,3,Medical,644.0,1.0,Male,99.0,3.0,5,Manager,2,Married,18200,7999,1,Y,No,11,10
489,25,0,Travel_Rarely,622,Sales,13.0,1,Medical,645.0,2.0,Male,40.0,3.0,1,Sales Representative,3,Married,2096,26376,1,Y,No,11,0
490,24,1,Travel_Frequently,1287,Research & Development,7.0,3,Life Sciences,647.0,1.0,Female,55.0,3.0,1,Laboratory Technician,3,Married,2886,14168,1,Y,Yes,16,1
491,30,1,Travel_Frequently,448,Sales,12.0,4,Life Sciences,648.0,2.0,Male,74.0,2.0,1,Sales Representative,1,Married,2033,14470,1,Y,No,18,0
492,34,0,Travel_Rarely,254,Research & Development,1.0,2,Life Sciences,649.0,2.0,Male,83.0,2.0,1,Research Scientist,4,Married,3622,22794,1,Y,Yes,13,1
493,31,1,Travel_Rarely,1365,Sales,13.0,4,Medical,650.0,2.0,Male,46.0,3.0,2,Sales Executive,1,Divorced,4233,11512,2,Y,No,17,1
494,35,0,Travel_Rarely,538,Research & Development,25.0,2,Other,652.0,1.0,Male,54.0,2.0,2,Laboratory Technician,4,Single,3681,14004,4,Y,No,14,0
495,31,0,Travel_Rarely,525,Sales,6.0,4,Medical,653.0,1.0,Male,66.0,4.0,2,Sales Executive,4,Divorced,5460,6219,4,Y,No,22,5
496,27,0,Travel_Rarely,798,Research & Development,6.0,4,Medical,655.0,1.0,Female,66.0,2.0,1,Research Scientist,3,Divorced,2187,5013,0,Y,No,12,0
497,37,0,Travel_Rarely,558,Sales,2.0,3,Marketing,656.0,4.0,Male,75.0,3.0,2,Sales Executive,3,Married,9602,3010,4,Y,Yes,11,1
498,20,0,Travel_Rarely,959,Research & Development,1.0,3,Life Sciences,657.0,4.0,Female,83.0,2.0,1,Research Scientist,2,Single,2836,11757,1,Y,No,13,0
499,42,0,Travel_Rarely,622,Research & Development,2.0,4,Life Sciences,659.0,3.0,Female,81.0,3.0,2,Healthcare Representative,4,Married,4089,5718,1,Y,No,13,2
500,43,0,Travel_Rarely,782,Research & Development,6.0,4,Other,661.0,2.0,Male,50.0,2.0,4,Research Director,4,Divorced,16627,2671,4,Y,Yes,14,0
501,38,0,Travel_Rarely,362,Research & Development,1.0,1,Life Sciences,662.0,3.0,Female,43.0,3.0,1,Research Scientist,1,Single,2619,14561,3,Y,No,17,0
502,43,0,Travel_Frequently,1001,Research & Development,9.0,5,Medical,663.0,4.0,Male,72.0,3.0,2,Laboratory Technician,3,Divorced,5679,19627,3,Y,Yes,13,4
503,48,0,Travel_Rarely,1236,Research & Development,1.0,4,Life Sciences,664.0,4.0,Female,40.0,2.0,4,Manager,1,Married,15402,17997,7,Y,No,11,0
504,44,0,Travel_Rarely,1112,Human Resources,1.0,4,Life Sciences,665.0,1.0,Female,50.0,2.0,2,Human Resources,3,Single,5985,26894,4,Y,No,11,0
505,34,0,Travel_Rarely,204,Sales,14.0,3,Technical Degree,666.0,3.0,Female,31.0,3.0,1,Sales Representative,3,Divorced,2579,2912,1,Y,Yes,18,0
506,27,1,Travel_Rarely,1420,Sales,2.0,1,Marketing,667.0,3.0,Male,85.0,3.0,1,Sales Representative,1,Divorced,3041,16346,0,Y,No,11,0
507,21,0,Travel_Rarely,1343,Sales,22.0,1,Technical Degree,669.0,3.0,Male,49.0,3.0,1,Sales Representative,3,Single,3447,24444,1,Y,No,11,1
508,44,0,Travel_Rarely,1315,Research & Development,3.0,4,Other,671.0,4.0,Male,35.0,3.0,5,Manager,4,Married,19513,9358,4,Y,Yes,12,0
509,22,0,Travel_Rarely,604,Research & Development,6.0,1,Medical,675.0,1.0,Male,69.0,3.0,1,Research Scientist,3,Married,2773,12145,0,Y,No,20,2
510,33,0,Travel_Rarely,1216,Sales,8.0,4,Marketing,677.0,3.0,Male,39.0,3.0,2,Sales Executive,3,Divorced,7104,20431,0,Y,No,12,1
511,32,0,Travel_Rarely,646,Research & Development,9.0,4,Life Sciences,679.0,1.0,Female,92.0,3.0,2,Research Scientist,4,Married,6322,18089,1,Y,Yes,12,0
512,30,0,Travel_Frequently,160,Research & Development,3.0,3,Medical,680.0,3.0,Female,71.0,3.0,1,Research Scientist,3,Divorced,2083,22653,1,Y,No,20,0
513,53,0,Travel_Rarely,238,Sales,1.0,1,Medical,682.0,4.0,Female,34.0,3.0,2,Sales Executive,1,Single,8381,7507,7,Y,No,20,8
514,34,0,Travel_Rarely,1397,Research & Development,1.0,5,Life Sciences,683.0,2.0,Male,42.0,3.0,1,Research Scientist,4,Married,2691,7660,1,Y,No,12,8
515,45,1,Travel_Frequently,306,Sales,26.0,4,Life Sciences,684.0,1.0,Female,100.0,3.0,2,Sales Executive,1,Married,4286,5630,2,Y,No,14,0
516,26,0,Travel_Rarely,991,Research & Development,6.0,3,Life Sciences,686.0,3.0,Female,71.0,3.0,1,Laboratory Technician,4,Married,2659,17759,1,Y,Yes,13,0
517,37,0,Travel_Rarely,482,Research & Development,3.0,3,Other,689.0,3.0,Male,36.0,3.0,3,Manufacturing Director,3,Married,9434,9606,1,Y,No,15,7
518,29,0,Travel_Rarely,1176,Sales,3.0,2,Medical,690.0,2.0,Female,62.0,3.0,2,Sales Executive,3,Married,5561,3487,1,Y,No,14,1
519,35,0,Travel_Rarely,1017,Research & Development,6.0,4,Life Sciences,691.0,2.0,Male,82.0,1.0,2,Research Scientist,4,Single,6646,19368,1,Y,No,13,11
520,33,0,Travel_Frequently,1296,Research & Development,6.0,3,Life Sciences,692.0,3.0,Male,30.0,3.0,2,Healthcare Representative,4,Divorced,7725,5335,3,Y,No,23,4
521,54,0,Travel_Rarely,397,Human Resources,19.0,4,Medical,698.0,3.0,Male,88.0,3.0,3,Human Resources,2,Married,10725,6729,2,Y,No,15,7
522,36,0,Travel_Rarely,913,Research & Development,9.0,2,Medical,699.0,2.0,Male,48.0,2.0,2,Manufacturing Director,2,Divorced,8847,13934,2,Y,Yes,11,0
523,27,0,Travel_Rarely,1115,Research & Development,3.0,4,Medical,700.0,1.0,Male,54.0,2.0,1,Research Scientist,4,Single,2045,15174,0,Y,No,13,1
524,20,1,Travel_Rarely,1362,Research & Development,10.0,1,Medical,701.0,4.0,Male,32.0,3.0,1,Research Scientist,3,Single,1009,26999,1,Y,Yes,11,1
525,33,1,Travel_Frequently,1076,Research & Development,3.0,3,Life Sciences,702.0,1.0,Male,70.0,3.0,1,Research Scientist,1,Single,3348,3164,1,Y,Yes,11,9
526,35,0,Non-Travel,727,Research & Development,3.0,3,Life Sciences,704.0,3.0,Male,41.0,2.0,1,Laboratory Technician,3,Married,1281,16900,1,Y,No,18,0
527,23,0,Travel_Rarely,885,Research & Development,4.0,3,Medical,705.0,1.0,Male,58.0,4.0,1,Research Scientist,1,Married,2819,8544,2,Y,No,16,0
528,25,0,Travel_Rarely,810,Sales,8.0,3,Life Sciences,707.0,4.0,Male,57.0,4.0,2,Sales Executive,2,Married,4851,15678,0,Y,No,22,1
529,38,0,Travel_Rarely,243,Sales,7.0,4,Marketing,709.0,4.0,Female,46.0,2.0,2,Sales Executive,4,Single,4028,7791,0,Y,No,20,0
530,29,0,Travel_Frequently,806,Research & Development,1.0,4,Life Sciences,710.0,2.0,Male,76.0,1.0,1,Research Scientist,4,Divorced,2720,18959,1,Y,No,18,2
531,48,0,Travel_Rarely,817,Sales,2.0,1,Marketing,712.0,2.0,Male,56.0,4.0,2,Sales Executive,2,Married,8120,18597,3,Y,No,12,2
532,27,0,Travel_Frequently,1410,Sales,3.0,1,Medical,714.0,4.0,Female,71.0,4.0,2,Sales Executive,4,Divorced,4647,16673,1,Y,Yes,20,0
533,37,0,Travel_Rarely,1225,Research & Development,10.0,2,Life Sciences,715.0,4.0,Male,80.0,4.0,1,Research Scientist,4,Single,4680,15232,3,Y,No,17,0
534,50,0,Travel_Rarely,1207,Research & Development,28.0,1,Medical,716.0,4.0,Male,74.0,4.0,1,Laboratory Technician,3,Married,3221,3297,1,Y,Yes,11,3
535,34,0,Travel_Rarely,1442,Research & Development,9.0,3,Medical,717.0,4.0,Female,46.0,2.0,3,Healthcare Representative,2,Single,8621,17654,1,Y,No,14,7
536,24,1,Travel_Rarely,693,Sales,3.0,2,Life Sciences,720.0,1.0,Female,65.0,3.0,2,Sales Executive,3,Single,4577,24785,9,Y,No,14,2
537,39,0,Travel_Rarely,408,Research & Development,2.0,4,Technical Degree,721.0,4.0,Female,80.0,2.0,2,Healthcare Representative,3,Single,4553,20978,1,Y,No,11,11
538,32,0,Travel_Rarely,929,Sales,10.0,3,Marketing,722.0,4.0,Male,55.0,3.0,2,Sales Executive,4,Single,5396,21703,1,Y,No,12,0
539,50,1,Travel_Frequently,562,Sales,8.0,2,Technical Degree,723.0,2.0,Male,50.0,3.0,2,Sales Executive,3,Married,6796,23452,3,Y,Yes,14,1
540,38,0,Travel_Rarely,827,Research & Development,1.0,4,Life Sciences,724.0,2.0,Female,33.0,4.0,2,Healthcare Representative,4,Single,7625,19383,0,Y,No,13,1
541,27,0,Travel_Rarely,608,Research & Development,1.0,2,Life Sciences,725.0,3.0,Female,68.0,3.0,3,Manufacturing Director,1,Married,7412,6009,1,Y,No,11,0
542,32,0,Travel_Rarely,1018,Research & Development,3.0,2,Life Sciences,727.0,3.0,Female,39.0,3.0,3,Research Director,4,Single,11159,19373,3,Y,No,15,7
543,47,0,Travel_Rarely,703,Sales,14.0,4,Marketing,728.0,4.0,Male,42.0,3.0,2,Sales Executive,1,Single,4960,11825,2,Y,No,12,1
544,40,0,Travel_Frequently,580,Sales,5.0,4,Life Sciences,729.0,4.0,Male,48.0,2.0,3,Sales Executive,1,Married,10475,23772,5,Y,Yes,21,1
