Customer_Requested_Delivery_Date,Confirmed_Delivery_Date,Product_Code,Consignee_Code,Planned_Shipment_Date,Shipment_Date,Destination_Code,Order_Entry_Date,Order_Number,Department_Code,Manufacturing_Plant_Code,Transportation_Vehicle_Code,Order_Size_LBS,Delivery_Date
2022-02-13,2022-02-15,118162,133856,2022-02-06,2022-02-06,Los Angeles,2022-02-04,1184328,A62,Missoula,CH4,6773.891600000001,2022-02-23
2022-02-17,2022-02-17,6657,459146,2022-02-03,2022-02-05,Los Angeles,2022-01-04,12690553,A62,Missoula,CH4,6821.9747,2022-02-21
2023-01-15,2023-01-15,86299,889467,2022-12-23,2022-12-24,Los Angeles,2022-12-19,13107439,A62,Missoula,CH4,6836.545400000001,2023-01-23
2022-07-20,2022-07-20,6657,459146,2022-07-06,2022-07-06,Los Angeles,2022-06-06,12874737,A62,Missoula,CH4,6840.9166000000005,2022-07-22
2022-10-18,2022-10-19,86301,787331,2022-10-03,2022-10-03,Los Angeles,2022-09-30,13010688,A62,Missoula,CH4,6864.2296,2022-10-22
2022-12-17,2022-12-22,86299,710204,2022-12-01,2022-12-05,Los Angeles,2022-11-12,13061186,A62,Missoula,CH4,6871.5149,2022-12-25
2022-08-26,2022-08-26,92951,451596,2022-08-12,2022-08-14,Los Angeles,2022-08-08,12948712,A62,Missoula,CH4,6877.343199999999,2022-08-29
2022-02-18,2022-02-18,92953,453645,2022-02-05,2022-02-05,Los Angeles,2022-01-28,12720190,A62,Missoula,CH4,6881.7144,2022-02-21
2022-08-27,2022-08-28,103305,396997,2022-08-17,2022-08-17,Los Angeles,2022-08-14,12955074,A62,Missoula,CH4,6894.8279,2022-09-01
2022-12-13,2022-12-23,92936,396997,2022-12-13,2022-12-14,Los Angeles,2022-12-09,13092028,A62,Missoula,CH4,6905.0274,2022-12-28
2022-12-10,2022-12-10,92950,642894,2022-11-19,2022-11-19,Los Angeles,2022-11-13,13062611,A62,Missoula,CH4,6915.2268,2022-12-15
2022-12-20,2022-12-29,103305,447582,2022-12-10,2022-12-10,Los Angeles,2022-11-19,13068627,A62,Missoula,CH4,6929.797500000001,2023-01-01
2022-11-18,2022-11-18,92951,505370,2022-11-06,2022-11-07,Los Angeles,2022-10-14,13025822,A62,Missoula,CH4,6934.1687,2022-11-22
2022-12-16,2022-12-16,104970,907641,2022-11-25,2022-11-26,Los Angeles,2022-11-21,13072465,A62,Missoula,CH4,6934.1687,2022-12-20
2023-01-12,2023-01-12,104970,545513,2022-12-29,2022-12-29,Los Angeles,2022-11-21,13072805,A62,Missoula,CH4,6934.1687,2023-01-14
2022-02-20,2022-02-20,92904,744167,2022-02-08,2022-02-08,Los Angeles,2022-02-04,12728520,A62,Missoula,CH4,6947.2823,2022-02-26
2022-09-20,2022-09-20,86299,663067,2022-09-08,2022-09-08,Los Angeles,2022-08-19,12959721,A62,Missoula,CH4,6954.5676,2022-09-22
2022-04-19,2022-04-20,92953,356851,2022-04-12,2022-04-12,Los Angeles,2022-04-10,12805884,A62,Missoula,CH4,6956.0246,2022-04-23
2022-11-13,2022-11-13,86299,387858,2022-10-28,2022-10-28,Los Angeles,2022-10-11,13024386,A62,Missoula,CH4,6956.0246,2022-11-15
2022-12-15,2022-12-20,86299,907641,2022-12-01,2022-12-03,Los Angeles,2022-11-11,13058971,A62,Missoula,CH4,6960.395799999999,2022-12-24
2022-12-09,2022-12-09,6657,669719,2022-11-18,2022-11-18,Los Angeles,2022-11-15,13065356,A62,Missoula,CH4,6961.852900000001,2022-12-11
2022-02-13,2022-02-15,118162,133856,2022-02-06,2022-02-06,Los Angeles,2022-02-04,1184327,A62,Missoula,CH4,6964.767,2022-02-17
2022-11-16,2022-11-17,92951,387858,2022-10-31,2022-10-31,Los Angeles,2022-10-28,13043201,A62,Missoula,CH4,6967.6812,2022-11-21
2022-02-14,2022-02-15,6657,459146,2022-02-01,2022-02-03,Los Angeles,2022-01-28,12719532,A62,Missoula,CH4,6970.595300000001,2022-02-15
2022-04-05,2022-04-05,6657,459146,2022-03-21,2022-03-21,Los Angeles,2022-03-07,12766934,A62,Missoula,CH4,6972.0524000000005,2022-04-04
2022-05-02,2022-05-02,86300,447699,2022-04-15,2022-04-15,Los Angeles,2022-04-09,12805056,A62,Missoula,CH4,6972.0524000000005,2022-05-08
2022-10-30,2022-10-30,86299,144578,2022-10-24,2022-10-24,Los Angeles,2022-10-17,1213848,A62,Missoula,CH4,6974.9665,2022-11-01
2022-04-20,2022-04-20,6657,459146,2022-04-06,2022-04-07,Los Angeles,2022-03-07,12766936,A62,Missoula,CH4,6977.8806,2022-04-25
2022-04-25,2022-04-30,86300,447699,2022-04-13,2022-04-13,Los Angeles,2022-04-09,12805055,A62,Missoula,CH4,6979.3377,2022-05-06
2022-05-16,2022-05-17,6657,669719,2022-04-28,2022-04-28,Los Angeles,2022-04-26,12825915,A62,Missoula,CH4,6980.7946999999995,2022-05-21
2022-06-04,2022-06-04,92950,396997,2022-05-24,2022-05-24,Los Angeles,2022-05-16,12850585,A62,Missoula,CH4,6980.7946999999995,2022-06-06
2022-12-04,2022-12-14,92936,396997,2022-12-04,2022-12-05,Los Angeles,2022-11-25,13077016,A62,Missoula,CH4,6980.7946999999995,2022-12-16
2022-04-10,2022-04-10,6657,459146,2022-03-26,2022-03-26,Los Angeles,2022-03-07,12766935,A62,Missoula,CH4,6982.251800000001,2022-04-13
2022-04-23,2022-04-23,92953,669719,2022-04-05,2022-04-05,Los Angeles,2022-04-01,12795260,A62,Missoula,CH4,6982.251800000001,2022-04-26
2022-12-27,2022-12-27,92951,451520,2022-12-11,2022-12-11,Los Angeles,2022-10-14,13025858,A62,Missoula,CH4,6982.251800000001,2022-12-31
2022-12-09,2022-12-15,92936,260827,2022-11-24,2022-11-24,Los Angeles,2022-11-14,13063374,A62,Missoula,CH4,6982.251800000001,2022-12-18
2022-08-15,2022-08-23,86300,447699,2022-08-06,2022-08-06,Los Angeles,2022-08-02,12941553,A62,Missoula,CH4,6983.7089000000005,2022-08-29
2022-12-19,2022-12-22,92936,396997,2022-12-09,2022-12-12,Los Angeles,2022-12-09,13092033,A62,Missoula,CH4,6983.7089000000005,2022-12-25
2022-12-19,2022-12-22,92936,396997,2022-12-09,2022-12-12,Los Angeles,2022-12-09,13092032,A62,Missoula,CH4,6986.6230000000005,2022-12-24
2022-03-17,2022-03-17,6657,459146,2022-03-03,2022-03-03,Los Angeles,2022-02-05,12729721,A62,Missoula,CH4,6988.0801,2022-03-20
2022-05-21,2022-05-21,6657,459146,2022-05-07,2022-05-07,Los Angeles,2022-04-16,12812262,A62,Missoula,CH4,6988.0801,2022-05-25
2022-12-20,2022-12-22,86299,682005,2022-12-03,2022-12-05,Los Angeles,2022-11-14,13064667,A62,Missoula,CH4,6988.0801,2022-12-26
2022-12-19,2022-12-19,92950,566101,2022-11-24,2022-11-24,Los Angeles,2022-11-15,13065229,A62,Missoula,CH4,6992.4512,2022-12-23
2022-12-09,2022-12-09,92953,451198,2022-11-24,2022-11-24,Los Angeles,2022-11-19,13068474,A62,Missoula,CH4,6992.4512,2022-12-11
2023-01-05,2023-01-05,118162,133856,2022-12-23,2022-12-23,Los Angeles,2022-12-20,1221626,A62,Missoula,CH4,6993.9083,2023-01-08
2022-11-30,2022-11-30,92951,451520,2022-11-14,2022-11-14,Los Angeles,2022-09-25,13005516,A62,Missoula,CH4,6995.365400000001,2022-12-04
2022-03-09,2022-03-10,6657,669719,2022-02-19,2022-02-19,Los Angeles,2022-02-15,12742236,A62,Missoula,CH4,6996.8224,2022-03-15
2022-04-15,2022-04-15,86301,642894,2022-03-25,2022-03-26,Los Angeles,2022-03-19,12781618,A62,Missoula,CH4,6998.2795,2022-04-17
2022-04-16,2022-04-16,92950,451694,2022-04-03,2022-04-03,Los Angeles,2022-02-14,12741097,A62,Missoula,CH4,7002.650699999999,2022-04-18
2022-05-04,2022-05-04,86301,404199,2022-04-22,2022-04-22,Los Angeles,2022-04-18,12815635,A62,Missoula,CH4,7004.107800000001,2022-05-10
2022-05-04,2022-05-04,86301,404199,2022-04-22,2022-04-22,Los Angeles,2022-04-18,12815636,A62,Missoula,CH4,7004.107800000001,2022-05-08
2022-12-03,2022-12-05,92950,396997,2022-11-20,2022-11-21,Los Angeles,2022-11-18,13068201,A62,Missoula,CH4,7004.107800000001,2022-12-10
2022-07-05,2022-07-05,6657,459146,2022-06-20,2022-06-20,Los Angeles,2022-06-06,12874732,A62,Missoula,CH4,7005.5648,2022-07-09
2022-12-05,2022-12-06,86299,387858,2022-11-16,2022-11-16,Los Angeles,2022-11-13,13063022,A62,Missoula,CH4,7005.5648,2022-12-08
2022-10-17,2022-10-18,92904,744167,2022-10-05,2022-10-05,Los Angeles,2022-10-03,13014331,A62,Missoula,CH4,7008.479,2022-10-22
2022-11-21,2022-12-03,86299,691469,2022-11-13,2022-11-13,Los Angeles,2022-10-31,13047506,A62,Missoula,CH4,7008.479,2022-12-10
2022-03-29,2022-03-29,6657,459146,2022-03-15,2022-03-15,Los Angeles,2022-02-05,12729725,A62,Missoula,CH4,7009.936,2022-04-01
2022-12-18,2022-12-18,92950,451569,2022-12-03,2022-12-03,Los Angeles,2022-10-15,13027583,A62,Missoula,CH4,7009.936,2022-12-19
2022-12-05,2022-12-07,92951,387858,2022-11-16,2022-11-17,Los Angeles,2022-11-14,13064274,A62,Missoula,CH4,7011.393100000001,2022-12-15
2023-01-14,2023-01-16,92950,451694,2022-12-31,2022-12-31,Los Angeles,2022-11-18,13067147,A62,Missoula,CH4,7011.393100000001,2023-01-22
2022-12-30,2022-12-30,86299,839805,2022-12-11,2022-12-11,Los Angeles,2022-12-05,13088460,A62,Missoula,CH4,7011.393100000001,2023-01-03
2022-03-14,2022-03-14,6657,459146,2022-02-28,2022-02-28,Los Angeles,2022-02-05,12729720,A62,Missoula,CH4,7012.850100000001,2022-03-17
2022-03-18,2022-03-19,92953,328185,2022-03-15,2022-03-15,Los Angeles,2022-03-13,1188586,A62,Missoula,CH4,7012.850100000001,2022-03-25
2022-12-13,2022-12-14,86299,132576,2022-12-04,2022-12-05,Los Angeles,2022-12-02,1219309,A62,Missoula,CH4,7012.850100000001,2022-12-18
2023-01-17,2023-01-18,92950,451569,2022-12-31,2022-12-31,Los Angeles,2022-12-18,13104934,A62,Missoula,CH4,7012.850100000001,2023-01-20
2022-03-25,2022-03-25,92951,464887,2022-03-11,2022-03-11,Los Angeles,2022-02-04,12727478,A62,Missoula,CH4,7014.3072,2022-03-29
2022-02-16,2022-02-17,86301,787331,2022-01-31,2022-01-31,Los Angeles,2022-01-28,12720328,A62,Missoula,CH4,7015.764300000001,2022-02-23
2022-04-25,2022-04-25,6657,459146,2022-04-11,2022-04-11,Los Angeles,2022-03-07,12766937,A62,Missoula,CH4,7015.764300000001,2022-04-29
2022-06-17,2022-06-17,92953,197001,2022-06-03,2022-06-03,Los Angeles,2022-04-10,12806596,A62,Missoula,CH4,7015.764300000001,2022-06-21
2022-05-11,2022-05-11,6657,459146,2022-04-27,2022-04-28,Los Angeles,2022-04-16,12812260,A62,Missoula,CH4,7015.764300000001,2022-05-15
2022-05-16,2022-05-17,6657,669719,2022-04-28,2022-04-28,Los Angeles,2022-04-26,12825917,A62,Missoula,CH4,7015.764300000001,2022-05-21
2022-06-10,2022-06-10,103305,396997,2022-05-31,2022-05-31,Los Angeles,2022-05-22,12856096,A62,Missoula,CH4,7015.764300000001,2022-06-15
2022-09-14,2022-09-14,92950,396997,2022-09-04,2022-09-04,Los Angeles,2022-08-20,12960702,A62,Missoula,CH4,7015.764300000001,2022-09-19
2023-01-08,2023-01-08,104970,387858,2022-12-17,2022-12-17,Los Angeles,2022-12-11,13096861,A62,Missoula,CH4,7015.764300000001,2023-01-10
2022-04-23,2022-04-23,92936,260827,2022-04-04,2022-04-04,Los Angeles,2022-03-12,12772510,A62,Missoula,CH4,7017.2213,2022-04-25
2022-05-06,2022-05-06,6657,459146,2022-04-22,2022-04-22,Los Angeles,2022-04-16,12812259,A62,Missoula,CH4,7017.2213,2022-05-10
2022-06-05,2022-06-05,92950,451569,2022-05-19,2022-05-19,Los Angeles,2022-04-16,12812995,A62,Missoula,CH4,7018.6784,2022-06-07
2022-06-03,2022-06-03,92951,451596,2022-05-19,2022-05-19,Los Angeles,2022-05-09,12842130,A62,Missoula,CH4,7018.6784,2022-06-05
2022-06-11,2022-06-13,92904,744167,2022-05-30,2022-05-31,Los Angeles,2022-05-28,12862577,A62,Missoula,CH4,7018.6784,2022-06-19
2022-10-01,2022-10-02,86299,387858,2022-09-15,2022-09-15,Los Angeles,2022-09-12,12990041,A62,Missoula,CH4,7018.6784,2022-10-05
2022-11-25,2022-11-25,92951,451596,2022-11-10,2022-11-10,Los Angeles,2022-10-08,13019673,A62,Missoula,CH4,7018.6784,2022-11-27
2022-12-07,2022-12-07,86299,387858,2022-11-18,2022-11-21,Los Angeles,2022-11-13,13063033,A62,Missoula,CH4,7018.6784,2022-12-14
2022-11-30,2022-12-10,13472,629253,2022-11-28,2022-11-28,Los Angeles,2022-11-25,13077353,A62,Missoula,CH4,7018.6784,2022-12-15
2022-04-12,2022-04-19,92953,451198,2022-04-06,2022-04-01,Los Angeles,2022-03-21,12784982,A62,Missoula,CH4,7020.1355,2022-04-23
2022-04-19,2022-04-30,86300,447699,2022-04-13,2022-04-13,Los Angeles,2022-04-09,12805054,A62,Missoula,CH4,7020.1355,2022-05-06
2022-05-16,2022-05-17,6657,669719,2022-04-28,2022-04-28,Los Angeles,2022-04-26,12825916,A62,Missoula,CH4,7020.1355,2022-05-20
2022-06-14,2022-06-14,86300,447699,2022-05-28,2022-05-28,Los Angeles,2022-05-13,12844174,A62,Missoula,CH4,7020.1355,2022-06-16
2022-11-18,2022-11-20,92904,744167,2022-11-06,2022-11-07,Los Angeles,2022-11-04,13050664,A62,Missoula,CH4,7020.1355,2022-11-26
2022-12-20,2022-12-22,86299,682005,2022-12-03,2022-12-04,Los Angeles,2022-11-14,13064674,A62,Missoula,CH4,7020.1355,2022-12-27
2022-12-23,2022-12-28,92953,197001,2022-12-13,2022-12-14,Los Angeles,2022-11-15,13065916,A62,Missoula,CH4,7020.1355,2023-01-01
2022-03-10,2022-03-10,92951,464887,2022-02-24,2022-02-24,Los Angeles,2022-02-04,12727467,A62,Missoula,CH4,7021.5925,2022-03-14
2022-03-10,2022-03-10,86299,387858,2022-02-25,2022-02-25,Los Angeles,2022-02-06,12731744,A62,Missoula,CH4,7021.5925,2022-03-14
2022-12-29,2022-12-29,92953,451198,2022-12-13,2022-12-14,Los Angeles,2022-12-09,13092322,A62,Missoula,CH4,7021.5925,2023-01-02
2022-04-15,2022-04-15,7995,451596,2022-04-01,2022-04-01,Los Angeles,2022-03-20,12782268,A62,Missoula,CH4,7023.049599999999,2022-04-17
2022-06-17,2022-06-18,92904,744167,2022-06-05,2022-06-05,Los Angeles,2022-06-03,12869170,A62,Missoula,CH4,7023.049599999999,2022-06-17
2022-12-03,2022-12-03,92950,451569,2022-11-15,2022-11-15,Los Angeles,2022-10-15,13027580,A62,Missoula,CH4,7023.049599999999,2022-12-10
2022-08-16,2022-08-16,92953,522970,2022-07-26,2022-07-26,Los Angeles,2022-06-18,12888713,A62,Missoula,CH4,7024.506700000001,2022-08-17
2022-12-22,2022-12-22,86299,682005,2022-12-03,2022-12-05,Los Angeles,2022-11-14,13064682,A62,Missoula,CH4,7024.506700000001,2022-12-25
2022-12-18,2022-12-18,118162,133856,2022-12-11,2022-12-11,Los Angeles,2022-12-05,1219786,A62,Missoula,CH4,7024.506700000001,2022-12-24
2022-03-20,2022-03-20,103305,209122,2022-03-12,2022-03-12,Los Angeles,2022-03-07,12766619,A62,Missoula,CH4,7025.9637,2022-03-23
2023-01-09,2023-01-11,92951,387858,2022-12-18,2022-12-19,Los Angeles,2022-12-16,13102420,A62,Missoula,CH4,7025.9637,2023-01-16
2023-01-15,2023-01-17,104970,387858,2022-12-29,2022-12-29,Los Angeles,2022-12-26,13111829,A62,Missoula,CH4,7025.9637,2023-01-21
2022-04-25,2022-04-26,92904,744167,2022-04-13,2022-04-14,Los Angeles,2022-04-10,12806726,A62,Missoula,CH4,7027.4208,2022-05-04
2022-06-22,2022-06-22,92953,642408,2022-05-29,2022-05-29,Los Angeles,2022-05-17,12852190,A62,Missoula,CH4,7027.4208,2022-06-25
2022-06-17,2022-06-17,92951,451520,2022-06-04,2022-06-04,Los Angeles,2022-05-20,12853384,A62,Missoula,CH4,7027.4208,2022-06-17
2022-08-29,2022-08-29,86114,328185,2022-08-26,2022-08-26,Los Angeles,2022-06-13,1199540,B25,Missoula,CH4,9366.6337,2022-09-02
2022-12-17,2022-12-23,103305,492740,2022-12-10,2022-12-11,Los Angeles,2022-11-26,13078690,A62,Missoula,CH4,7027.4208,2022-12-30
2022-02-16,2022-02-18,103305,18343,2022-01-30,2022-01-30,Los Angeles,2022-01-28,12719457,A62,Missoula,CH4,7028.8779,2022-02-20
2022-04-18,2022-04-18,92953,453645,2022-04-05,2022-04-05,Los Angeles,2022-04-01,12794322,A62,Missoula,CH4,7028.8779,2022-04-23
2022-11-27,2022-11-27,92950,455156,2022-11-10,2022-11-10,Los Angeles,2022-10-15,13027514,A62,Missoula,CH4,7028.8779,2022-11-29
2022-11-25,2022-11-25,92950,451694,2022-11-10,2022-11-10,Los Angeles,2022-10-15,13027521,A62,Missoula,CH4,7028.8779,2022-11-27
2022-12-03,2022-12-05,86299,387858,2022-11-14,2022-11-14,Los Angeles,2022-11-12,13060943,A62,Missoula,CH4,7028.8779,2022-12-07
2022-04-24,2022-04-24,92953,451198,2022-04-11,2022-04-11,Los Angeles,2022-04-01,12794323,A62,Missoula,CH4,7030.3349,2022-04-26
2022-09-11,2022-09-11,92951,505370,2022-08-29,2022-08-29,Los Angeles,2022-08-05,12944084,A62,Missoula,CH4,7030.3349,2022-09-15
2022-10-17,2022-10-18,92904,744167,2022-10-05,2022-10-05,Los Angeles,2022-10-03,13014329,A62,Missoula,CH4,7030.3349,2022-10-20
2022-04-08,2022-04-08,92950,685780,2022-04-01,2022-04-01,Los Angeles,2022-02-14,1185510,A62,Missoula,CH4,7031.7919999999995,2022-04-11
2022-04-10,2022-04-10,103305,396997,2022-03-31,2022-03-31,Los Angeles,2022-03-20,12782016,A62,Missoula,CH4,7031.7919999999995,2022-04-18
2022-06-13,2022-06-13,104970,839805,2022-05-28,2022-05-28,Los Angeles,2022-05-16,12850462,A62,Missoula,CH4,7031.7919999999995,2022-06-17
2022-08-22,2022-08-23,92950,451694,2022-08-10,2022-08-10,Los Angeles,2022-07-18,12923685,A62,Missoula,CH4,7031.7919999999995,2022-08-25
2022-11-15,2022-11-15,92936,451198,2022-11-02,2022-11-02,Los Angeles,2022-10-29,13044284,A62,Missoula,CH4,7031.7919999999995,2022-11-19
2022-11-22,2022-11-22,92950,610579,2022-11-13,2022-11-13,Los Angeles,2022-11-04,13050383,A62,Missoula,CH4,7031.7919999999995,2022-11-26
2022-10-20,2022-10-20,92904,744167,2022-10-08,2022-10-08,Los Angeles,2022-10-04,13017160,A62,Missoula,CH4,7033.249000000001,2022-10-23
2022-03-02,2022-03-02,6657,459146,2022-02-16,2022-02-17,Los Angeles,2022-02-05,12729716,A62,Missoula,CH4,7034.7061,2022-03-06
2022-03-05,2022-03-05,6657,459146,2022-02-19,2022-02-19,Los Angeles,2022-02-05,12729717,A62,Missoula,CH4,7034.7061,2022-03-07
2022-04-13,2022-04-13,86114,328185,2022-04-10,2022-04-10,Los Angeles,2022-03-07,1188090,B25,Missoula,CH4,9376.344000000001,2022-04-16
2022-04-15,2022-04-15,86301,642894,2022-03-25,2022-03-26,Los Angeles,2022-03-20,12781651,A62,Missoula,CH4,7034.7061,2022-04-19
2022-07-23,2022-07-23,92950,649119,2022-07-05,2022-07-05,Los Angeles,2022-06-28,12902775,A62,Missoula,CH4,7034.7061,2022-07-26
2022-12-22,2022-12-22,86299,682005,2022-12-03,2022-12-04,Los Angeles,2022-11-14,13064671,A62,Missoula,CH4,7034.7061,2022-12-26
2022-12-22,2022-12-22,86299,682005,2022-12-03,2022-12-06,Los Angeles,2022-11-14,13064686,A62,Missoula,CH4,7034.7061,2022-12-23
2022-12-03,2022-12-05,92950,396997,2022-11-20,2022-11-21,Los Angeles,2022-11-18,13068202,A62,Missoula,CH4,7034.7061,2022-12-11
2022-03-04,2022-03-05,6657,669719,2022-02-14,2022-02-14,Los Angeles,2022-02-11,12735795,A62,Missoula,CH4,7036.1632,2022-03-07
2022-04-01,2022-04-01,86114,328185,2022-03-28,2022-04-03,Los Angeles,2022-03-07,1188052,B25,Missoula,CH4,9378.2861,2022-04-05
2022-03-25,2022-03-26,103305,554685,2022-03-16,2022-03-16,Los Angeles,2022-03-12,12772955,A62,Missoula,CH4,7036.1632,2022-03-27
2022-04-14,2022-04-14,92953,328185,2022-04-11,2022-04-11,Los Angeles,2022-03-25,1190024,A62,Missoula,CH4,7036.1632,2022-04-16
2022-04-16,2022-04-17,92904,744167,2022-04-04,2022-04-04,Los Angeles,2022-04-02,12796182,A62,Missoula,CH4,7036.1632,2022-04-19
2022-05-09,2022-05-09,103305,18343,2022-04-22,2022-04-22,Los Angeles,2022-04-18,12816410,A62,Missoula,CH4,7036.1632,2022-05-13
2022-08-17,2022-08-21,92951,451596,2022-08-07,2022-08-07,Los Angeles,2022-07-17,12922429,A62,Missoula,CH4,7036.1632,2022-08-23
2022-02-28,2022-02-28,92950,451974,2022-02-11,2022-02-11,Los Angeles,2022-01-16,12706260,A62,Missoula,CH4,7037.6202,2022-03-05
2022-03-13,2022-03-13,92951,464887,2022-02-27,2022-02-27,Los Angeles,2022-02-04,12727471,A62,Missoula,CH4,7037.6202,2022-03-15
2022-04-14,2022-04-19,35594,464887,2022-04-05,2022-04-05,Los Angeles,2022-02-04,12727725,A62,Missoula,CH4,7037.6202,2022-04-21
2022-04-30,2022-04-30,92936,396997,2022-04-20,2022-04-20,Los Angeles,2022-04-15,12811762,A62,Missoula,CH4,7037.6202,2022-05-03
2022-06-23,2022-06-23,6657,459146,2022-06-09,2022-06-09,Los Angeles,2022-06-05,12872761,A62,Missoula,CH4,7037.6202,2022-06-26
2022-09-13,2022-09-13,92950,610579,2022-09-04,2022-09-04,Los Angeles,2022-08-20,12960701,A62,Missoula,CH4,7037.6202,2022-09-17
2022-12-02,2022-12-02,92950,685780,2022-11-22,2022-11-22,Los Angeles,2022-09-18,1210274,A62,Missoula,CH4,7037.6202,2022-12-06
2022-11-11,2022-11-18,92936,260827,2022-10-30,2022-10-30,Los Angeles,2022-10-09,13021289,A62,Missoula,CH4,7037.6202,2022-11-22
2022-12-28,2022-12-30,92953,464887,2022-12-13,2022-12-15,Los Angeles,2022-10-18,13032166,A62,Missoula,CH4,7037.6202,2023-01-04
2022-12-15,2022-12-15,92953,700694,2022-11-23,2022-11-23,Los Angeles,2022-11-21,13072704,A62,Missoula,CH4,7037.6202,2022-12-17
2022-02-17,2022-02-17,6657,459146,2022-02-03,2022-02-05,Los Angeles,2022-01-28,12719533,A62,Missoula,CH4,7039.0773,2022-02-17
2022-05-30,2022-05-30,92953,522970,2022-05-08,2022-05-08,Los Angeles,2022-03-19,12780123,A62,Missoula,CH4,7039.0773,2022-06-05
2022-04-25,2022-04-25,92936,451107,2022-04-10,2022-04-10,Los Angeles,2022-03-22,12786661,A62,Missoula,CH4,7039.0773,2022-04-28
2022-04-14,2022-04-14,92953,328185,2022-04-11,2022-04-11,Los Angeles,2022-03-26,1190221,A62,Missoula,CH4,7039.0773,2022-04-18
2022-07-11,2022-07-12,92904,744167,2022-06-28,2022-06-28,Los Angeles,2022-06-25,12898032,A62,Missoula,CH4,7039.0773,2022-07-14
2022-10-30,2022-10-30,86299,387858,2022-10-14,2022-10-14,Los Angeles,2022-09-20,12998910,A62,Missoula,CH4,7039.0773,2022-11-05
2022-11-25,2022-11-25,92950,451569,2022-11-09,2022-11-09,Los Angeles,2022-10-15,13027578,A62,Missoula,CH4,7039.0773,2022-11-29
2022-12-30,2022-12-30,86299,839805,2022-12-11,2022-12-11,Los Angeles,2022-12-05,13088461,A62,Missoula,CH4,7039.0773,2023-01-01
2023-01-08,2023-01-08,104970,387858,2022-12-17,2022-12-17,Los Angeles,2022-12-11,13096860,A62,Missoula,CH4,7039.0773,2023-01-10
2022-08-25,2022-08-25,86114,328185,2022-08-22,2022-08-22,Los Angeles,2022-06-14,1199773,B25,Missoula,CH4,9384.1124,2022-08-29
2022-08-04,2022-08-05,103305,396997,2022-07-25,2022-07-25,Los Angeles,2022-07-22,12927572,A62,Missoula,CH4,7040.5344,2022-08-08
2022-11-11,2022-11-11,92951,451520,2022-10-29,2022-10-29,Los Angeles,2022-09-25,13005514,A62,Missoula,CH4,7040.5344,2022-11-13
2023-01-13,2023-01-13,92950,455156,2022-12-23,2022-12-23,Los Angeles,2022-11-18,13067142,A62,Missoula,CH4,7040.5344,2023-01-18
2022-12-13,2022-12-14,86299,144578,2022-12-07,2022-12-08,Los Angeles,2022-12-05,1219789,A62,Missoula,CH4,7040.5344,2022-12-20
2022-02-12,2022-02-12,92951,120942,2022-01-30,2022-01-30,Los Angeles,2022-01-24,12716443,A62,Missoula,CH4,7041.9914,2022-02-18
2022-05-05,2022-05-07,103305,396997,2022-04-25,2022-04-26,Los Angeles,2022-04-23,12821865,A62,Missoula,CH4,7041.9914,2022-05-07
2022-07-02,2022-07-02,92950,396997,2022-06-22,2022-06-22,Los Angeles,2022-05-15,12847474,A62,Missoula,CH4,7041.9914,2022-07-07
2022-06-04,2022-06-05,103305,396997,2022-05-24,2022-05-24,Los Angeles,2022-05-22,12856092,A62,Missoula,CH4,7041.9914,2022-06-12
2022-12-20,2022-12-20,92951,463546,2022-12-03,2022-12-03,Los Angeles,2022-09-23,13002018,A62,Missoula,CH4,7041.9914,2022-12-21
2022-12-03,2022-12-06,103305,554685,2022-11-24,2022-11-24,Los Angeles,2022-11-20,13070389,A62,Missoula,CH4,7041.9914,2022-12-08
2022-12-16,2022-12-17,92950,610579,2022-12-07,2022-12-07,Los Angeles,2022-12-05,13088154,A62,Missoula,CH4,7041.9914,2022-12-22
2022-09-25,2022-09-25,92950,685780,2022-09-18,2022-09-18,Los Angeles,2022-07-18,1203489,A62,Missoula,CH4,7043.4484999999995,2022-09-29
2022-12-06,2022-12-06,6657,459146,2022-11-19,2022-11-19,Los Angeles,2022-11-08,13057756,A62,Missoula,CH4,7043.4484999999995,2022-12-12
2022-12-23,2022-12-23,92950,451569,2022-12-08,2022-12-08,Los Angeles,2022-11-18,13067148,A62,Missoula,CH4,7043.4484999999995,2022-12-26
2023-01-06,2023-01-07,92951,387858,2022-12-15,2022-12-15,Los Angeles,2022-12-12,13098362,A62,Missoula,CH4,7043.4484999999995,2023-01-09
2022-06-11,2022-06-11,6657,459146,2022-05-28,2022-05-28,Los Angeles,2022-05-13,12843856,A62,Missoula,CH4,7044.905600000001,2022-06-15
2022-09-26,2022-09-26,92950,451569,2022-09-11,2022-09-11,Los Angeles,2022-08-20,12961727,A62,Missoula,CH4,7044.905600000001,2022-10-01
2022-09-17,2022-09-17,118162,133856,2022-09-10,2022-09-11,Los Angeles,2022-08-30,1208239,A62,Missoula,CH4,7044.905600000001,2022-09-21
2022-11-03,2022-11-03,92950,396997,2022-10-24,2022-10-24,Los Angeles,2022-09-18,12996683,A62,Missoula,CH4,7044.905600000001,2022-11-07
2022-03-20,2022-03-20,6657,459146,2022-03-06,2022-03-06,Los Angeles,2022-02-05,12729722,A62,Missoula,CH4,7046.3626,2022-03-22
2022-04-15,2022-04-15,7995,463546,2022-03-28,2022-03-28,Los Angeles,2022-02-19,12746075,A62,Missoula,CH4,7046.3626,2022-04-18
