,Customer_Requested_Delivery_Date,Confirmed_Delivery_Date,Product_Code,Consignee_Code,Planned_Shipment_Date,Shipment_Date,Destination_Code,Order_Entry_Date,Order_Number,Department_Code,Manufacturing_Plant_Code,Transportation_Vehicle_Code,Order_Size_LBS,Delivery_Date,Est_Transit_Time,Act_Transit_Time,Transit_Time_Diff,Delivery_Date_Diff
3974,2022-07-14,2022-07-16,104970,451013,2022-06-22,2022-06-23,Los Angeles,2022-06-20,12891951,A62,Missoula,CH4,6415.4538,2022-07-18,24,25,1,2
3975,2022-07-11,2022-07-11,92953,451197,2022-06-27,2022-06-27,Los Angeles,2022-06-24,12895577,A62,Missoula,CH4,6415.4538,2022-07-16,14,19,5,5
3976,2022-08-12,2022-08-12,92936,469111,2022-07-28,2022-07-28,Los Angeles,2022-07-12,12916991,A62,Missoula,CH4,6415.4538,2022-08-15,15,18,3,3
3977,2022-08-01,2022-08-01,92953,645646,2022-07-21,2022-07-21,Los Angeles,2022-07-17,12922006,A62,Missoula,CH4,6415.4538,2022-08-04,11,14,3,3
3978,2022-09-21,2022-09-21,104970,839805,2022-09-05,2022-09-05,Los Angeles,2022-08-28,12971682,A62,Missoula,CH4,6415.4538,2022-09-25,16,20,4,4
3979,2022-11-23,2022-11-23,92950,566101,2022-11-01,2022-11-01,Los Angeles,2022-09-12,12990002,A62,Missoula,CH4,6415.4538,2022-11-29,22,28,6,6
3980,2022-10-01,2022-10-11,103305,396997,2022-10-01,2022-10-01,Los Angeles,2022-09-19,12998595,A62,Missoula,CH4,6415.4538,2022-10-12,10,11,1,1
3981,2022-11-09,2022-11-09,86300,757164,2022-10-21,2022-10-21,Los Angeles,2022-10-11,13024080,A62,Missoula,CH4,6415.4538,2022-11-11,19,21,2,2
3982,2022-11-14,2022-11-14,86299,387858,2022-10-29,2022-10-29,Los Angeles,2022-10-17,13029739,A62,Missoula,CH4,6415.4538,2022-11-13,16,15,-1,-1
3983,2022-12-30,2022-12-30,86299,832750,2022-12-11,2022-12-11,Los Angeles,2022-11-25,13076064,A62,Missoula,CH4,6415.4538,2023-01-07,19,27,8,8
3984,2023-01-21,2023-01-21,92936,260827,2022-12-30,2022-12-30,Los Angeles,2022-12-19,13106490,A62,Missoula,CH4,6415.4538,2023-01-24,22,25,3,3
3985,2022-03-25,2022-03-25,86089,23664,2022-03-17,2022-03-17,Los Angeles,2022-01-25,1183300,A62,Missoula,CH4,6416.9109,2022-03-27,8,10,2,2
3986,2022-02-13,2022-02-14,86299,387858,2022-01-31,2022-02-01,Los Angeles,2022-01-29,12721023,A62,Missoula,CH4,6416.9109,2022-02-20,14,19,5,6
3987,2022-02-22,2022-02-22,86299,387858,2022-02-09,2022-02-09,Los Angeles,2022-01-29,12721032,A62,Missoula,CH4,6416.9109,2022-02-24,13,15,2,2
3988,2022-02-21,2022-02-22,104970,451013,2022-02-07,2022-02-07,Los Angeles,2022-02-04,12728552,A62,Missoula,CH4,6416.9109,2022-02-24,15,17,2,2
3989,2022-03-13,2022-03-13,86301,787331,2022-02-25,2022-02-25,Los Angeles,2022-02-11,12735763,A62,Missoula,CH4,6416.9109,2022-03-17,16,20,4,4
3990,2022-03-19,2022-03-19,86299,682005,2022-02-28,2022-02-27,Los Angeles,2022-02-25,12753277,A62,Missoula,CH4,6416.9109,2022-03-21,19,22,3,2
3991,2022-03-19,2022-03-19,86299,682005,2022-02-28,2022-02-27,Los Angeles,2022-02-25,12753231,A62,Missoula,CH4,6416.9109,2022-03-21,19,22,3,2
3992,2022-04-03,2022-04-03,86089,522970,2022-03-12,2022-03-12,Los Angeles,2022-03-01,12759949,A62,Missoula,CH4,6416.9109,2022-04-08,22,27,5,5
3993,2022-03-30,2022-03-31,104970,451013,2022-03-15,2022-03-15,Los Angeles,2022-03-13,12773528,A62,Missoula,CH4,6416.9109,2022-04-06,16,22,6,6
3994,2022-05-25,2022-05-25,86301,404199,2022-05-13,2022-05-13,Los Angeles,2022-05-06,12837074,A62,Missoula,CH4,6416.9109,2022-05-31,12,18,6,6
3995,2022-07-03,2022-07-03,86114,387858,2022-06-17,2022-06-17,Los Angeles,2022-06-13,12883034,B25,Missoula,CH4,8552.9037,2022-07-04,16,17,1,1
3996,2022-07-31,2022-07-31,104970,451013,2022-07-10,2022-07-10,Los Angeles,2022-06-21,12892558,A62,Missoula,CH4,6416.9109,2022-08-03,21,24,3,3
3997,2022-07-18,2022-07-18,103305,606657,2022-07-06,2022-07-06,Los Angeles,2022-07-03,12906977,A62,Missoula,CH4,6416.9109,2022-07-19,12,13,1,1
3998,2022-08-21,2022-08-23,86300,447699,2022-08-06,2022-08-06,Los Angeles,2022-08-02,12941554,A62,Missoula,CH4,6416.9109,2022-08-25,17,19,2,2
3999,2022-09-02,2022-09-11,92950,566101,2022-08-19,2022-08-20,Los Angeles,2022-08-05,12944363,A62,Missoula,CH4,6416.9109,2022-09-13,23,24,1,2
4000,2022-11-03,2022-11-03,103305,606657,2022-10-22,2022-10-22,Los Angeles,2022-10-18,13032330,A62,Missoula,CH4,6416.9109,2022-11-05,12,14,2,2
4001,2022-11-16,2022-11-16,86114,328185,2022-11-13,2022-11-13,Los Angeles,2022-10-21,1214105,B25,Missoula,CH4,8552.9037,2022-11-18,3,5,2,2
4002,2022-12-19,2022-12-19,86114,328185,2022-12-16,2022-12-16,Los Angeles,2022-10-22,1214212,B25,Missoula,CH4,8552.9037,2022-12-21,3,5,2,2
4003,2022-12-27,2022-12-27,92936,260827,2022-12-05,2022-12-07,Los Angeles,2022-11-21,13072587,A62,Missoula,CH4,6416.9109,2022-12-30,22,23,1,3
4004,2022-12-16,2022-12-16,13472,976807,2022-11-29,2022-11-29,Los Angeles,2022-11-26,13078947,A62,Missoula,CH4,6416.9109,2022-12-18,17,19,2,2
4005,2022-12-19,2022-12-19,92953,451197,2022-12-06,2022-12-08,Los Angeles,2022-12-02,13082484,A62,Missoula,CH4,6416.9109,2022-12-22,13,14,1,3
4006,2022-12-18,2022-12-20,92904,744167,2022-12-06,2022-12-11,Los Angeles,2022-12-04,13087159,A62,Missoula,CH4,6416.9109,2022-12-26,14,15,1,6
4007,2023-01-14,2023-01-14,92936,451198,2022-12-29,2022-12-29,Los Angeles,2022-12-11,13095522,A62,Missoula,CH4,6416.9109,2023-01-16,16,18,2,2
4008,2022-03-11,2022-03-11,92936,469111,2022-02-24,2022-02-24,Los Angeles,2022-01-21,12710842,A62,Missoula,CH4,6418.3679,2022-03-14,15,18,3,3
4009,2022-02-22,2022-02-22,86299,387858,2022-02-09,2022-02-09,Los Angeles,2022-01-29,12721034,A62,Missoula,CH4,6418.3679,2022-02-24,13,15,2,2
4010,2022-03-21,2022-03-21,92950,451974,2022-03-04,2022-03-04,Los Angeles,2022-02-14,12741030,A62,Missoula,CH4,6418.3679,2022-03-25,17,21,4,4
4011,2022-03-28,2022-03-28,86089,839805,2022-03-12,2022-03-12,Los Angeles,2022-03-05,12764590,A62,Missoula,CH4,6418.3679,2022-04-01,16,20,4,4
4012,2022-04-19,2022-04-19,86114,328185,2022-04-16,2022-04-16,Los Angeles,2022-03-05,1187692,B25,Missoula,CH4,8554.8458,2022-04-21,3,5,2,2
4013,2022-03-28,2022-04-04,13472,946206,2022-03-26,2022-03-26,Los Angeles,2022-03-22,12786479,A62,Missoula,CH4,6418.3679,2022-04-06,9,11,2,2
4014,2022-04-25,2022-04-25,86114,328185,2022-04-22,2022-04-22,Los Angeles,2022-03-22,1189875,B25,Missoula,CH4,8554.8458,2022-04-27,3,5,2,2
4015,2022-04-18,2022-04-19,103305,606657,2022-04-07,2022-04-07,Los Angeles,2022-04-03,12798540,A62,Missoula,CH4,6418.3679,2022-04-23,12,16,4,4
4016,2022-04-26,2022-04-28,104970,451013,2022-04-05,2022-04-05,Los Angeles,2022-04-03,12798722,A62,Missoula,CH4,6418.3679,2022-05-02,23,27,4,4
4017,2022-06-14,2022-06-14,86114,328185,2022-06-11,2022-06-11,Los Angeles,2022-04-29,1194310,B25,Missoula,CH4,8554.8458,2022-06-16,3,5,2,2
4018,2022-06-08,2022-06-08,86301,18793,2022-05-22,2022-05-22,Los Angeles,2022-05-13,12844390,A62,Missoula,CH4,6418.3679,2022-06-12,17,21,4,4
4019,2022-06-19,2022-06-19,86299,652498,2022-05-25,2022-05-26,Los Angeles,2022-05-17,12852182,A62,Missoula,CH4,6418.3679,2022-06-22,25,27,2,3
4020,2022-07-04,2022-07-04,92953,451197,2022-06-21,2022-06-21,Los Angeles,2022-06-18,12887245,A62,Missoula,CH4,6418.3679,2022-07-06,13,15,2,2
4021,2022-08-05,2022-08-05,104970,451013,2022-07-15,2022-07-15,Los Angeles,2022-06-21,12892551,A62,Missoula,CH4,6418.3679,2022-08-14,21,30,9,9
4022,2022-07-16,2022-07-16,92953,451197,2022-07-02,2022-07-02,Los Angeles,2022-06-27,12901182,A62,Missoula,CH4,6418.3679,2022-07-18,14,16,2,2
4023,2022-08-05,2022-08-15,92950,396997,2022-08-05,2022-08-05,Los Angeles,2022-07-19,12924354,A62,Missoula,CH4,6418.3679,2022-08-19,10,14,4,4
4024,2022-08-09,2022-08-10,103305,606657,2022-07-29,2022-07-29,Los Angeles,2022-07-25,12932087,A62,Missoula,CH4,6418.3679,2022-08-11,12,13,1,1
4025,2022-08-29,2022-08-29,104970,839805,2022-08-13,2022-08-13,Los Angeles,2022-08-06,12945640,A62,Missoula,CH4,6418.3679,2022-09-01,16,19,3,3
4026,2022-11-03,2022-11-03,86114,328185,2022-10-31,2022-10-31,Los Angeles,2022-10-21,1214103,B25,Missoula,CH4,8554.8458,2022-11-06,3,6,3,3
4027,2022-11-23,2022-11-23,92953,566101,2022-11-01,2022-11-01,Los Angeles,2022-10-25,13040274,A62,Missoula,CH4,6418.3679,2022-11-27,22,26,4,4
4028,2022-12-07,2022-12-07,86114,328185,2022-12-04,2022-12-05,Los Angeles,2022-10-28,1215192,B25,Missoula,CH4,8554.8458,2022-12-09,3,4,1,2
4029,2022-02-13,2022-02-14,86299,387858,2022-01-31,2022-02-01,Los Angeles,2022-01-29,12721022,A62,Missoula,CH4,6419.825,2022-02-21,14,20,6,7
4030,2022-02-14,2022-02-14,7995,451596,2022-01-31,2022-02-01,Los Angeles,2022-01-29,12720711,A62,Missoula,CH4,6419.825,2022-02-15,14,14,0,1
4031,2022-03-13,2022-03-15,92904,744167,2022-03-01,2022-03-01,Los Angeles,2022-02-27,12756869,A62,Missoula,CH4,6419.825,2022-03-18,14,17,3,3
4032,2022-05-02,2022-05-02,86114,328185,2022-04-29,2022-04-29,Los Angeles,2022-03-07,1188070,B25,Missoula,CH4,8556.787900000001,2022-05-06,3,7,4,4
4033,2022-04-08,2022-04-08,7995,451520,2022-03-25,2022-03-25,Los Angeles,2022-03-11,12769972,A62,Missoula,CH4,6419.825,2022-04-17,14,23,9,9
4034,2022-04-26,2022-04-26,92950,455156,2022-04-11,2022-04-11,Los Angeles,2022-03-15,12777437,A62,Missoula,CH4,6419.825,2022-04-30,15,19,4,4
4035,2022-04-17,2022-04-17,92953,455297,2022-04-14,2022-04-14,Dallas,2022-04-11,1192111,A62,Missoula,CH4,6419.825,2022-04-21,3,7,4,4
4036,2022-04-17,2022-04-17,92953,455297,2022-04-14,2022-04-14,Los Angeles,2022-04-11,1192159,A62,Missoula,CH4,6419.825,2022-04-22,3,8,5,5
4037,2022-05-10,2022-05-10,86299,691469,2022-04-23,2022-04-23,Los Angeles,2022-04-17,12814919,A62,Missoula,CH4,6419.825,2022-05-15,17,22,5,5
4038,2022-05-27,2022-05-27,86299,899274,2022-05-01,2022-05-02,Los Angeles,2022-04-18,74029151,A62,Missoula,CH4,6419.825,2022-05-29,26,27,1,2
4039,2022-05-27,2022-05-27,86299,899274,2022-05-01,2022-05-02,Los Angeles,2022-04-18,74029151,A62,Missoula,CH4,6419.825,2022-05-31,26,29,3,4
4041,2022-05-25,2022-05-25,86299,899274,2022-05-01,2022-05-01,Los Angeles,2022-04-18,74029151,A62,Missoula,CH4,6419.825,2022-06-01,24,31,7,7
4042,2022-05-25,2022-05-25,86299,899274,2022-05-01,2022-05-01,Los Angeles,2022-04-18,74029151,A62,Missoula,CH4,6419.825,2022-05-28,24,27,3,3
4043,2022-05-25,2022-05-25,86299,899274,2022-05-01,2022-05-01,Los Angeles,2022-04-18,74029151,A62,Missoula,CH4,6419.825,2022-05-26,24,25,1,1
4044,2022-05-23,2022-05-23,86299,889467,2022-05-06,2022-05-06,Los Angeles,2022-04-30,12829741,A62,Missoula,CH4,6419.825,2022-05-27,17,21,4,4
4045,2022-05-29,2022-05-29,104970,691469,2022-05-11,2022-05-11,Los Angeles,2022-05-03,12835312,A62,Missoula,CH4,6419.825,2022-06-02,18,22,4,4
4046,2022-07-11,2022-07-11,86114,328185,2022-07-08,2022-07-08,Los Angeles,2022-05-13,1195954,B25,Missoula,CH4,8556.787900000001,2022-07-15,3,7,4,4
4047,2022-06-15,2022-06-15,86299,932881,2022-05-21,2022-05-21,Los Angeles,2022-05-16,12849352,A62,Missoula,CH4,6419.825,2022-06-17,25,27,2,2
4048,2022-08-14,2022-08-14,92950,451974,2022-07-28,2022-07-28,Los Angeles,2022-06-18,12888183,A62,Missoula,CH4,6419.825,2022-08-21,17,24,7,7
4049,2022-07-11,2022-07-11,92953,451197,2022-06-27,2022-06-27,Los Angeles,2022-06-24,12895580,A62,Missoula,CH4,6419.825,2022-07-15,14,18,4,4
4050,2022-08-05,2022-08-05,92953,899274,2022-07-10,2022-07-10,Los Angeles,2022-07-04,74031577,A62,Missoula,CH4,6419.825,2022-08-11,26,32,6,6
4051,2022-08-05,2022-08-05,92953,899274,2022-07-10,2022-07-10,Los Angeles,2022-07-04,74031577,A62,Missoula,CH4,6419.825,2022-08-07,26,28,2,2
4052,2022-09-10,2022-09-10,92953,899274,2022-08-15,2022-08-15,Los Angeles,2022-07-16,74031875,A62,Missoula,CH4,6419.825,2022-09-13,26,29,3,3
4053,2022-08-10,2022-08-07,13472,772779,2022-07-26,2022-07-26,Los Angeles,2022-07-24,12929924,A62,Missoula,CH4,6419.825,2022-08-13,12,18,6,6
4054,2022-10-16,2022-10-16,6657,459146,2022-10-02,2022-10-04,Los Angeles,2022-09-13,12991152,A62,Missoula,CH4,6419.825,2022-10-21,14,17,3,5
4055,2022-10-03,2022-10-14,92953,451197,2022-10-01,2022-10-01,Los Angeles,2022-09-16,12992690,A62,Missoula,CH4,6419.825,2022-10-17,13,16,3,3
4056,2022-09-24,2022-09-27,86299,144578,2022-09-21,2022-09-21,Los Angeles,2022-09-19,1210541,A62,Missoula,CH4,6419.825,2022-09-29,6,8,2,2
4057,2022-11-18,2022-11-18,86114,328185,2022-11-15,2022-11-15,Los Angeles,2022-10-21,1214179,B25,Missoula,CH4,8556.787900000001,2022-11-21,3,6,3,3
4058,2022-12-13,2022-12-13,86114,328185,2022-12-10,2022-12-10,Los Angeles,2022-10-28,1215198,B25,Missoula,CH4,8556.787900000001,2022-12-19,3,9,6,6
4059,2022-11-21,2022-11-22,103305,606657,2022-11-10,2022-11-10,Los Angeles,2022-11-06,13054147,A62,Missoula,CH4,6419.825,2022-11-26,12,16,4,4
4060,2022-12-21,2022-12-21,86299,940258,2022-12-03,2022-12-02,Los Angeles,2022-11-14,13064734,A62,Missoula,CH4,6419.825,2022-12-22,18,20,2,1
4061,2022-12-19,2022-12-19,92953,566101,2022-11-25,2022-11-25,Los Angeles,2022-11-15,13065150,A62,Missoula,CH4,6419.825,2022-12-25,24,30,6,6
4062,2022-12-06,2022-12-08,92936,451198,2022-11-22,2022-11-22,Los Angeles,2022-11-19,13068509,A62,Missoula,CH4,6419.825,2022-12-14,16,22,6,6
4063,2022-12-10,2022-12-10,92953,451197,2022-11-25,2022-11-25,Los Angeles,2022-11-21,13072216,A62,Missoula,CH4,6419.825,2022-12-17,15,22,7,7
4064,2022-12-30,2023-01-04,86299,144578,2022-12-21,2022-12-21,Los Angeles,2022-12-19,1221483,A62,Missoula,CH4,6419.825,2023-01-10,14,20,6,6
4065,2023-01-16,2023-01-16,103305,18343,2022-12-27,2022-12-27,Los Angeles,2022-12-19,13106728,A62,Missoula,CH4,6419.825,2023-01-19,20,23,3,3
4066,2022-02-02,2022-02-02,104970,451013,2022-01-19,2022-01-20,Los Angeles,2022-01-05,12692188,A62,Missoula,CH4,6421.282099999999,2022-02-05,14,16,2,3
4067,2022-02-15,2022-02-15,92936,899274,2022-01-20,2022-01-20,Los Angeles,2022-01-15,74026704,A62,Missoula,CH4,6421.282099999999,2022-02-19,26,30,4,4
4068,2022-02-03,2022-02-03,92953,451197,2022-01-21,2022-01-21,Los Angeles,2022-01-18,12708430,A62,Missoula,CH4,6421.282099999999,2022-02-07,13,17,4,4
4069,2022-02-18,2022-02-18,104970,669719,2022-01-31,2022-02-01,Los Angeles,2022-01-21,12710438,A62,Missoula,CH4,6421.282099999999,2022-02-19,18,18,0,1
4070,2022-02-27,2022-02-27,86299,387858,2022-02-14,2022-02-14,Los Angeles,2022-01-23,12713777,A62,Missoula,CH4,6421.282099999999,2022-03-01,13,15,2,2
4071,2022-03-01,2022-03-01,13472,911497,2022-02-22,2022-02-22,Los Angeles,2022-02-20,1186099,A62,Missoula,CH4,6421.282099999999,2022-03-05,7,11,4,4
4072,2022-03-24,2022-03-24,86300,757164,2022-03-05,2022-03-05,Los Angeles,2022-02-28,12758337,A62,Missoula,CH4,6421.282099999999,2022-03-28,19,23,4,4
4073,2022-03-19,2022-03-21,92904,744167,2022-03-07,2022-03-08,Los Angeles,2022-03-05,12764279,A62,Missoula,CH4,6421.282099999999,2022-03-23,14,15,1,2
4074,2022-04-06,2022-04-06,7995,451596,2022-03-22,2022-03-22,Los Angeles,2022-03-20,12782261,A62,Missoula,CH4,6421.282099999999,2022-04-08,15,17,2,2
4075,2022-04-28,2022-04-28,104970,451013,2022-04-07,2022-04-07,Los Angeles,2022-04-03,12798732,A62,Missoula,CH4,6421.282099999999,2022-05-03,21,26,5,5
4076,2022-05-09,2022-05-09,92951,451596,2022-04-25,2022-04-25,Los Angeles,2022-04-15,12811284,A62,Missoula,CH4,6421.282099999999,2022-05-14,14,19,5,5
4077,2022-05-07,2022-05-07,92950,396997,2022-04-27,2022-04-27,Los Angeles,2022-04-16,12813192,A62,Missoula,CH4,6421.282099999999,2022-05-09,10,12,2,2
4078,2022-06-01,2022-06-03,92953,387858,2022-05-15,2022-05-16,Los Angeles,2022-05-13,12845229,A62,Missoula,CH4,6421.282099999999,2022-06-06,19,21,2,3
4079,2022-08-07,2022-08-07,92950,451569,2022-07-23,2022-07-23,Los Angeles,2022-06-18,12888250,A62,Missoula,CH4,6421.282099999999,2022-08-15,15,23,8,8
4080,2022-10-11,2022-10-23,86301,404199,2022-10-11,2022-10-11,Los Angeles,2022-09-18,12995502,A62,Missoula,CH4,6421.282099999999,2022-10-28,12,17,5,5
4081,2022-12-05,2022-12-07,92904,744167,2022-11-20,2022-11-20,Los Angeles,2022-11-18,13067756,A62,Missoula,CH4,6421.282099999999,2022-12-09,17,19,2,2
4082,2022-12-29,2022-12-29,92953,451197,2022-12-13,2022-12-15,Los Angeles,2022-12-09,13092950,A62,Missoula,CH4,6421.282099999999,2023-01-02,16,18,2,4
4083,2023-01-10,2023-01-10,92953,451198,2022-12-22,2022-12-22,Los Angeles,2022-12-11,13095510,A62,Missoula,CH4,6421.282099999999,2023-01-15,19,24,5,5
4084,2023-01-16,2023-01-16,86299,197014,2022-12-27,2022-12-27,Los Angeles,2022-12-13,13099919,A62,Missoula,CH4,6421.282099999999,2023-01-18,20,22,2,2
4085,2022-02-13,2022-02-13,104970,451013,2022-01-30,2022-01-30,Los Angeles,2022-01-14,12702469,A62,Missoula,CH4,6422.739100000001,2022-02-19,14,20,6,6
4086,2022-02-07,2022-02-15,104970,839805,2022-01-30,2022-01-30,Los Angeles,2022-01-18,12708621,A62,Missoula,CH4,6422.739100000001,2022-02-19,16,20,4,4
4087,2022-02-13,2022-02-13,104970,451013,2022-01-30,2022-01-30,Los Angeles,2022-01-18,12709517,A62,Missoula,CH4,6422.739100000001,2022-02-17,14,18,4,4
4088,2022-02-27,2022-02-27,86299,387858,2022-02-14,2022-02-14,Los Angeles,2022-01-23,12713779,A62,Missoula,CH4,6422.739100000001,2022-03-05,13,19,6,6
4089,2022-02-07,2022-02-08,92904,744167,2022-01-26,2022-01-27,Los Angeles,2022-01-24,12714953,A62,Missoula,CH4,6422.739100000001,2022-02-15,13,19,6,7
4090,2022-02-12,2022-02-12,86089,907641,2022-01-29,2022-01-29,Los Angeles,2022-01-24,12716486,A62,Missoula,CH4,6422.739100000001,2022-02-17,14,19,5,5
4091,2022-03-10,2022-03-10,86299,387858,2022-02-25,2022-02-25,Los Angeles,2022-02-06,12731746,A62,Missoula,CH4,6422.739100000001,2022-03-12,13,15,2,2
4092,2022-04-11,2022-04-11,92950,451974,2022-03-24,2022-03-24,Los Angeles,2022-02-14,12741032,A62,Missoula,CH4,6422.739100000001,2022-04-13,18,20,2,2
4093,2022-04-21,2022-04-21,86114,328185,2022-04-18,2022-04-18,Los Angeles,2022-03-07,1188035,B25,Missoula,CH4,8560.672,2022-04-22,3,4,1,1
4094,2022-03-18,2022-03-18,92953,455297,2022-03-15,2022-03-15,Dallas,2022-03-11,1188394,A62,Missoula,CH4,6422.739100000001,2022-03-21,3,6,3,3
4095,2022-03-18,2022-03-18,92953,455297,2022-03-15,2022-03-15,Los Angeles,2022-03-11,1188395,A62,Missoula,CH4,6422.739100000001,2022-03-23,3,8,5,5
4096,2022-04-04,2022-04-04,104970,839805,2022-03-18,2022-03-18,Los Angeles,2022-03-13,12774187,A62,Missoula,CH4,6422.739100000001,2022-04-08,17,21,4,4
4097,2022-04-26,2022-04-26,92950,451694,2022-04-13,2022-04-14,Los Angeles,2022-03-15,12777490,A62,Missoula,CH4,6422.739100000001,2022-04-30,13,16,3,4
4098,2022-04-25,2022-04-26,92904,744167,2022-04-13,2022-04-14,Los Angeles,2022-04-10,12806727,A62,Missoula,CH4,6422.739100000001,2022-05-03,13,19,6,7
4099,2022-05-08,2022-05-08,86299,387858,2022-04-22,2022-04-22,Los Angeles,2022-04-15,12811403,A62,Missoula,CH4,6422.739100000001,2022-05-13,16,21,5,5
4100,2022-05-04,2022-05-05,86299,387858,2022-04-18,2022-04-18,Los Angeles,2022-04-15,12811400,A62,Missoula,CH4,6422.739100000001,2022-05-09,17,21,4,4
4101,2022-05-07,2022-05-07,92950,396997,2022-04-27,2022-04-27,Los Angeles,2022-04-16,12813190,A62,Missoula,CH4,6422.739100000001,2022-05-10,10,13,3,3
4102,2022-05-26,2022-05-26,92953,932881,2022-05-03,2022-05-03,Los Angeles,2022-04-25,12825502,A62,Missoula,CH4,6422.739100000001,2022-05-29,23,26,3,3
4103,2022-05-22,2022-05-22,103305,606657,2022-05-10,2022-05-10,Los Angeles,2022-05-07,12838009,A62,Missoula,CH4,6422.739100000001,2022-05-26,12,16,4,4
4104,2022-07-18,2022-07-18,86299,522970,2022-06-26,2022-06-26,Los Angeles,2022-05-22,12856796,A62,Missoula,CH4,6422.739100000001,2022-07-20,22,24,2,2
4105,2022-06-26,2022-06-26,92951,387858,2022-06-10,2022-06-10,Los Angeles,2022-05-28,12862297,A62,Missoula,CH4,6422.739100000001,2022-06-29,16,19,3,3
4106,2022-08-18,2022-08-18,86114,328185,2022-08-15,2022-08-15,Los Angeles,2022-07-09,1202276,B25,Missoula,CH4,8560.672,2022-08-23,3,8,5,5
4107,2022-08-26,2022-08-26,92936,469111,2022-08-11,2022-08-11,Los Angeles,2022-07-12,12916990,A62,Missoula,CH4,6422.739100000001,2022-08-29,15,18,3,3
4108,2022-08-13,2022-08-13,92953,669536,2022-07-20,2022-07-21,Los Angeles,2022-07-16,12920987,A62,Missoula,CH4,6422.739100000001,2022-08-15,24,25,1,2
4109,2022-08-02,2022-08-04,92953,451198,2022-07-22,2022-07-22,Los Angeles,2022-07-18,12923862,A62,Missoula,CH4,6422.739100000001,2022-08-09,13,18,5,5
4110,2022-08-14,2022-08-14,86299,839805,2022-07-29,2022-07-29,Los Angeles,2022-07-24,12930865,A62,Missoula,CH4,6422.739100000001,2022-08-22,16,24,8,8
4111,2022-09-28,2022-09-29,92951,387858,2022-09-12,2022-09-12,Los Angeles,2022-09-09,12984735,A62,Missoula,CH4,6422.739100000001,2022-10-03,17,21,4,4
4112,2022-10-09,2022-10-09,103305,209122,2022-10-02,2022-10-02,Los Angeles,2022-09-30,13009366,A62,Missoula,CH4,6422.739100000001,2022-10-15,7,13,6,6
4113,2022-10-14,2022-10-15,92904,744167,2022-10-02,2022-10-02,Los Angeles,2022-09-30,13009801,A62,Missoula,CH4,6422.739100000001,2022-10-17,13,15,2,2
4114,2022-12-07,2022-12-07,86299,691469,2022-11-17,2022-11-17,Los Angeles,2022-11-08,13057822,A62,Missoula,CH4,6422.739100000001,2022-12-11,20,24,4,4
4115,2022-12-21,2022-12-21,86299,940258,2022-12-03,2022-12-02,Los Angeles,2022-11-14,13064733,A62,Missoula,CH4,6422.739100000001,2022-12-23,18,21,3,2
4116,2022-12-19,2022-12-19,86299,604353,2022-12-03,2022-12-03,Los Angeles,2022-11-17,13066379,A62,Missoula,CH4,6422.739100000001,2022-12-22,16,19,3,3
4117,2022-01-29,2022-01-30,92950,396997,2022-01-19,2022-01-19,Los Angeles,2022-01-17,12706895,A62,Missoula,CH4,6424.1962,2022-02-01,11,13,2,2
4118,2022-02-03,2022-02-03,92953,451198,2022-01-21,2022-01-21,Los Angeles,2022-01-18,12708455,A62,Missoula,CH4,6424.1962,2022-02-07,13,17,4,4
4119,2022-02-28,2022-02-28,86300,447699,2022-02-11,2022-02-11,Los Angeles,2022-01-21,12710019,A62,Missoula,CH4,6424.1962,2022-03-02,17,19,2,2
4120,2022-03-01,2022-03-01,92936,260827,2022-02-10,2022-02-10,Los Angeles,2022-02-01,12726438,A62,Missoula,CH4,6424.1962,2022-03-03,19,21,2,2
4121,2022-04-08,2022-04-08,35594,464887,2022-03-24,2022-03-24,Los Angeles,2022-02-04,12727711,A62,Missoula,CH4,6424.1962,2022-04-10,15,17,2,2
4122,2022-02-21,2022-03-04,92953,327506,2022-02-14,2022-02-17,Los Angeles,2022-02-12,12737115,A62,Missoula,CH4,6424.1962,2022-03-09,18,20,2,5
4123,2022-02-26,2022-02-27,103305,884366,2022-02-16,2022-02-17,Los Angeles,2022-02-13,12738627,A62,Missoula,CH4,6424.1962,2022-03-05,11,16,5,6
4124,2022-04-15,2022-04-15,92950,728746,2022-03-26,2022-03-26,Los Angeles,2022-03-20,12783423,A62,Missoula,CH4,6424.1962,2022-04-20,20,25,5,5
4125,2022-04-25,2022-04-25,86114,328185,2022-04-22,2022-04-22,Los Angeles,2022-03-22,1189873,B25,Missoula,CH4,8562.6141,2022-04-30,3,8,5,5
4126,2022-04-15,2022-04-18,86299,144578,2022-04-12,2022-04-12,Los Angeles,2022-04-02,1190863,A62,Missoula,CH4,6424.1962,2022-04-21,6,9,3,3
4127,2022-05-02,2022-05-02,86299,691469,2022-04-15,2022-04-15,Los Angeles,2022-04-02,12797226,A62,Missoula,CH4,6424.1962,2022-05-07,17,22,5,5
4128,2022-04-25,2022-04-25,86299,387858,2022-04-12,2022-04-12,Los Angeles,2022-04-05,12801978,A62,Missoula,CH4,6424.1962,2022-04-30,13,18,5,5
4129,2022-05-28,2022-05-28,92953,313458,2022-05-18,2022-05-18,Dallas,2022-05-09,1195741,A62,Missoula,CH4,6424.1962,2022-06-02,10,15,5,5
4130,2022-05-28,2022-05-28,92953,313458,2022-05-18,2022-05-18,Los Angeles,2022-05-10,1195798,A62,Missoula,CH4,6424.1962,2022-05-31,10,13,3,3
