id,member_id,loan_amnt,funded_amnt,term,int_rate,installment,emp_length,home_ownership,annual_inc,issue_d,loan_status,purpose,addr_state,dti,open_acc,total_acc,total_pymnt,repay_fail
633931,812131,2500,2500,36 months,9.25,79.8,10+ years,MORTGAGE,35000,10-Dec,Fully Paid,debt_consolidation,CT,6.62,11,17,2872.577288,0
624760,800648,8000,8000,36 months,5.79,242.62,4 years,RENT,54996,10-Dec,Fully Paid,debt_consolidation,PA,8.95,7,14,8734.215273,0
885011,1100597,21000,21000,36 months,11.71,694.6,< 1 year,MORTGAGE,108000,11-Sep,Fully Paid,debt_consolidation,TX,13.76,9,21,25005.40184,0
609897,782250,25000,15725,36 months,10.36,510.07,10+ years,RENT,75000,10-Nov,Fully Paid,debt_consolidation,CA,18.86,14,37,18167.51969,0
676630,864634,4375,4375,36 months,5.42,131.95,< 1 year,OWN,17760,11-Feb,Fully Paid,debt_consolidation,AZ,20.2,9,24,4488.362028,0
453393,560473,10000,10000,36 months,12.87,336.34,< 1 year,RENT,62400,9-Nov,Fully Paid,medical,NY,13.63,5,22,11504.66569,0
645695,826187,16875,16875,36 months,6.54,517.51,< 1 year,RENT,72000,11-Jan,Fully Paid,debt_consolidation,CA,9.8,12,17,18438.86273,0
771744,973546,11000,11000,36 months,15.62,384.67,2 years,RENT,58000,11-Jun,Fully Paid,debt_consolidation,CA,24.89,5,21,13847.97691,0
572521,736429,16000,16000,60 months,16.32,391.82,< 1 year,MORTGAGE,140004,10-Sep,Does not meet the credit policy. Status:Fully Paid,small_business,KY,12.95,10,28,23642.15571,0
401281,445215,13000,13000,36 months,11.58,429.18,3 years,RENT,58000,9-May,Fully Paid,debt_consolidation,FL,9.43,10,15,14713.92546,0
610693,783164,8000,8000,36 months,13.35,270.91,< 1 year,MORTGAGE,34000,10-Nov,Fully Paid,credit_card,NC,16.62,13,39,9753.422198,0
892696,1109714,6000,6000,36 months,7.9,187.75,3 years,RENT,25200,11-Sep,Fully Paid,small_business,PA,18.86,9,18,6758.656936,0
518971,670887,12000,12000,36 months,14.22,411.42,4 years,RENT,48000,10-May,Does not meet the credit policy. Status:Charged Off,other,CA,0.2,14,56,3181.14,1
479743,609549,3200,3200,36 months,10.25,103.64,10+ years,RENT,85000,10-Jan,Fully Paid,other,CA,2.51,2,10,3728.04931,0
491197,627523,16000,16000,36 months,14.59,551.44,10+ years,RENT,65000,10-Mar,Fully Paid,debt_consolidation,CA,9.47,9,31,19099.78132,0
1052012,1283544,5000,5000,36 months,6.03,152.18,10+ years,MORTGAGE,65000,11-Dec,Fully Paid,debt_consolidation,GA,4.21,7,27,5443.597413,0
457919,559871,7000,7000,36 months,14.96,242.52,6 years,OWN,150000,9-Nov,Fully Paid,other,OR,0.24,3,9,8766.379466,0
535485,691923,25000,25000,36 months,16.45,884.5,1 year,MORTGAGE,170004,10-Jul,Fully Paid,debt_consolidation,UT,24.89,17,41,30809.91933,0
816335,1024062,15000,15000,36 months,7.49,466.53,10+ years,MORTGAGE,105804,11-Jul,Fully Paid,other,TX,2.65,5,14,16794.8561,0
571944,735680,7500,7500,36 months,14.84,259.41,5 years,RENT,30000,10-Aug,Fully Paid,debt_consolidation,GA,13.48,8,15,9339.171331,0
885620,1101322,5000,5000,36 months,15.96,175.69,10+ years,RENT,90000,11-Sep,Fully Paid,debt_consolidation,CA,13.29,5,18,6280.721862,0
765156,965997,9000,9000,36 months,7.49,279.92,10+ years,MORTGAGE,96000,11-May,Fully Paid,home_improvement,IL,8.05,5,19,9691.967146,0
779448,982186,1925,1925,36 months,10.59,62.65,2 years,MORTGAGE,54996,11-Jun,Fully Paid,other,MO,22.1,10,26,2207.297029,0
1064284,1298080,8000,8000,36 months,13.49,271.45,3 years,OWN,30000,11-Dec,Fully Paid,debt_consolidation,CA,14.48,11,21,9771.92,0
822307,1030735,26000,26000,60 months,15.99,632.14,10+ years,MORTGAGE,83100,11-Jul,Fully Paid,debt_consolidation,WI,22.89,12,31,33155.13937,0
651651,833559,8000,8000,60 months,10,169.98,10+ years,OWN,16800,11-Jan,Fully Paid,medical,CA,5.36,4,7,9557.042743,0
706431,898636,18000,18000,36 months,12.68,603.73,9 years,MORTGAGE,74000,11-Mar,Fully Paid,debt_consolidation,NV,10.39,6,12,21641.66064,0
740298,937980,15400,15400,60 months,17.51,386.97,3 years,MORTGAGE,76092,11-May,Fully Paid,home_improvement,NV,9.21,6,24,19052.76672,0
558147,718539,3000,3000,60 months,13.98,69.78,10+ years,MORTGAGE,39600,10-Aug,Fully Paid,car,AL,13.61,7,25,4186.252976,0
686772,876642,16000,16000,36 months,14.17,548.17,3 years,MORTGAGE,3.00E+05,11-Mar,Fully Paid,major_purchase,MO,8.76,14,42,19006.72407,0
1033663,1263238,3000,3000,36 months,9.91,96.68,10+ years,RENT,45600,11-Nov,Fully Paid,major_purchase,CA,8,5,25,3463.871133,0
1008428,1235124,20000,20000,60 months,14.27,468.17,2 years,OWN,57000,11-Nov,Current,debt_consolidation,MA,17.35,6,17,25696.7,0
538613,695594,1500,1500,36 months,7.88,46.93,7 years,MORTGAGE,65004,10-Jul,Fully Paid,major_purchase,TX,4.14,10,22,1687.479139,0
859295,1071981,1500,1500,36 months,11.49,49.46,< 1 year,RENT,80000,11-Aug,Fully Paid,home_improvement,VA,9.88,7,10,1777.633466,0
987952,1212156,10000,10000,36 months,12.42,334.16,< 1 year,RENT,60000,11-Oct,Fully Paid,debt_consolidation,CA,13.58,8,18,11343.35454,0
1009584,1236337,2600,2600,36 months,6.03,79.14,< 1 year,MORTGAGE,50000,11-Nov,Fully Paid,vacation,MD,21.34,11,26,2679.464877,0
521140,673873,5500,5500,60 months,13.23,125.8,5 years,MORTGAGE,24000,10-Jun,Charged Off,credit_card,CA,22.75,14,31,1889.81,1
514354,664876,4500,4500,36 months,6.76,138.47,7 years,MORTGAGE,32000,10-May,Fully Paid,debt_consolidation,WV,14.74,7,28,4642.594456,0
851986,1063992,7500,7500,36 months,5.42,226.2,10+ years,MORTGAGE,45600,11-Aug,Fully Paid,vacation,CO,3.21,6,25,8107.390463,0
642774,822675,4725,4725,36 months,6.54,144.91,< 1 year,RENT,27600,11-Jan,Fully Paid,debt_consolidation,CA,13.61,5,20,5056.5936,0
789847,993823,28000,28000,36 months,15.62,979.16,< 1 year,MORTGAGE,110000,11-Jun,Fully Paid,credit_card,CA,11.64,9,37,33035.22135,0
621893,797041,11850,8050,36 months,6.54,246.88,< 1 year,MORTGAGE,35000,10-Dec,Fully Paid,debt_consolidation,TX,17.97,7,20,8887.651984,0
604928,776043,25000,21000,60 months,12.61,473.64,10+ years,MORTGAGE,175000,10-Nov,Fully Paid,debt_consolidation,TX,9.73,13,34,25036.98195,0
450171,553486,8150,8150,36 months,12.87,274.12,6 years,RENT,56000,9-Oct,Fully Paid,debt_consolidation,TX,23.57,11,36,9874.433352,0
854208,1066441,35000,22000,60 months,21.36,599.64,3 years,RENT,120000,11-Aug,Charged Off,debt_consolidation,MD,18.63,9,22,9463.66,1
480824,611314,20000,20000,36 months,13.48,678.49,< 1 year,MORTGAGE,1.00E+05,10-Feb,Fully Paid,debt_consolidation,VA,20.5,18,33,24426.29028,0
971860,1193617,30000,30000,36 months,6.62,921.11,5 years,MORTGAGE,61500,11-Oct,Charged Off,small_business,FL,15.4,8,25,19230.57,1
632716,810544,8000,8000,36 months,6.54,245.34,6 years,RENT,1.00E+05,10-Dec,Fully Paid,house,CT,22.42,9,20,8676.581911,0
1004670,1231103,12350,12350,60 months,14.27,289.1,1 year,RENT,59000,11-Nov,Charged Off,medical,NV,22.72,14,22,4046.14,1
546490,704705,9000,9000,36 months,7.51,280,2 years,RENT,20000,10-Jul,Fully Paid,debt_consolidation,RI,15.96,8,15,10080.12715,0
538236,695169,6000,6000,36 months,15.21,208.61,n/a,MORTGAGE,36000,10-Jun,Fully Paid,major_purchase,MI,13.2,9,34,7510.263363,0
500130,642235,9500,9500,36 months,15.33,330.87,< 1 year,RENT,27000,10-Apr,Fully Paid,debt_consolidation,NY,12,5,7,10859.41615,0
536504,693102,7750,7750,60 months,17.56,194.95,3 years,MORTGAGE,70000,10-Jul,Fully Paid,credit_card,CT,21.34,8,27,11710.00002,0
1033691,1263267,25000,25000,36 months,7.51,777.78,10+ years,MORTGAGE,56900,11-Nov,Fully Paid,debt_consolidation,NJ,15.48,10,31,27865.93189,0
362395,371755,6500,6500,36 months,13.99,222.13,8 years,RENT,51012,8-Nov,Fully Paid,debt_consolidation,CA,13.81,15,25,8116.882228,0
777239,979705,4000,4000,36 months,6.99,123.5,10+ years,MORTGAGE,63000,11-Jun,Fully Paid,major_purchase,FL,8.5,4,20,4445.604738,0
623809,799442,4800,4800,36 months,10.36,155.7,< 1 year,RENT,40000,10-Dec,Fully Paid,credit_card,MI,14.67,7,11,5577.905762,0
1010866,1237708,15000,15000,36 months,9.91,483.38,3 years,RENT,50000,11-Nov,Fully Paid,other,WI,18.7,10,22,17401.44,0
503982,648758,8400,8400,36 months,7.51,261.32,1 year,MORTGAGE,84000,10-Apr,Fully Paid,credit_card,OK,8.36,8,15,9407.735586,0
745874,944507,12000,12000,60 months,13.99,279.16,10+ years,MORTGAGE,91000,11-May,Fully Paid,home_improvement,GA,8.58,9,42,13919.10712,0
544758,702684,19750,14050,60 months,13.23,321.34,3 years,MORTGAGE,78000,10-Jul,Fully Paid,credit_card,NV,24.6,7,22,19017.51708,0
490230,625895,15000,15000,36 months,14.59,516.98,10+ years,RENT,85000,10-Mar,Fully Paid,debt_consolidation,NY,18.23,23,63,18611.89518,0
499702,641484,10000,10000,36 months,15.33,348.29,10+ years,MORTGAGE,65000,10-Apr,Fully Paid,educational,WA,4.23,9,21,10942.22964,0
493960,632190,15000,15000,36 months,10.99,491.03,3 years,MORTGAGE,63000,10-Mar,Fully Paid,credit_card,OH,11.5,10,34,17677.92868,0
370889,388110,3000,3000,36 months,9.32,95.85,1 year,RENT,54000,9-Jan,Charged Off,credit_card,FL,6.6,16,30,1718.28,1
445345,543834,4750,4750,36 months,14.61,163.76,2 years,RENT,14000,9-Oct,Fully Paid,debt_consolidation,CA,10.71,11,13,5895.210575,0
1028990,1258343,8000,8000,36 months,6.62,245.63,7 years,MORTGAGE,70000,11-Nov,Fully Paid,home_improvement,NY,7.77,8,20,8770.372204,0
390885,426370,1000,1000,36 months,14.74,34.54,1 year,RENT,62000,9-Apr,Does not meet the credit policy. Status:Charged Off,other,NV,1.49,4,5,898.31,1
1024123,1253233,6000,6000,36 months,8.9,190.52,n/a,MORTGAGE,120000,11-Nov,Fully Paid,major_purchase,AL,12.24,23,37,6858.690042,0
655149,837922,1800,1800,36 months,5.42,54.29,5 years,OWN,27996,11-Jan,Fully Paid,debt_consolidation,MN,1.97,6,22,1941.175821,0
871431,1085509,10500,10500,36 months,9.99,338.76,6 years,MORTGAGE,63400,11-Sep,Fully Paid,other,WI,10.15,9,24,11786.0573,0
556893,717046,7000,7000,60 months,15.21,167.31,5 years,MORTGAGE,27000,10-Aug,Fully Paid,car,MA,0.89,4,13,9704.557407,0
610240,782633,12000,12000,60 months,16.69,296.24,10+ years,MORTGAGE,60000,10-Nov,Fully Paid,moving,KS,20.94,7,25,17773.87471,0
832833,1042328,1400,1400,36 months,5.42,42.23,10+ years,MORTGAGE,54000,11-Aug,Fully Paid,major_purchase,CA,12.07,9,25,1477.483412,0
547218,705605,9600,9600,36 months,7.51,298.67,5 years,MORTGAGE,48000,10-Jul,Fully Paid,other,CA,11.5,7,18,10750.07724,0
865507,1078822,20000,20000,60 months,11.99,444.79,10+ years,MORTGAGE,175000,11-Sep,Current,home_improvement,NJ,15.06,11,31,25337.95,0
508319,655833,12000,12000,36 months,13.11,404.94,5 years,RENT,33504,10-Apr,Fully Paid,debt_consolidation,FL,20.02,2,13,13069.03329,0
1039507,1269441,10000,10000,36 months,9.91,322.25,6 years,MORTGAGE,30000,11-Dec,Fully Paid,wedding,MN,22.88,10,22,11546.30187,0
429223,508425,7000,7000,36 months,11.26,230.05,10+ years,MORTGAGE,59147,9-Jul,Fully Paid,debt_consolidation,FL,18.2,14,40,8268.758147,0
376430,399494,6000,6000,36 months,9.63,192.57,< 1 year,RENT,31200,9-Feb,Fully Paid,credit_card,CA,22.46,13,22,6932.337563,0
1058213,1289793,3600,3600,36 months,6.62,110.54,8 years,MORTGAGE,88824,11-Dec,Fully Paid,other,KY,11.75,8,28,3979.17,0
1023875,1252946,5000,5000,36 months,6.62,153.52,6 years,RENT,50793.6,11-Nov,Fully Paid,debt_consolidation,NV,26.79,7,20,5526.66,0
515702,666593,15000,15000,36 months,13.11,506.21,10+ years,MORTGAGE,67619.72,10-May,Fully Paid,credit_card,NY,12.39,8,16,18169.48848,0
601897,772296,6000,5150,36 months,6.17,157.07,4 years,RENT,70000,10-Dec,Fully Paid,debt_consolidation,NY,22.73,20,33,5655.285688,0
1002681,1228936,16000,16000,60 months,11.71,353.58,2 years,RENT,48000,11-Nov,Fully Paid,credit_card,WI,14.3,4,17,19282.52028,0
636405,815277,7000,7000,36 months,6.17,213.5,6 years,RENT,50400,10-Dec,Fully Paid,credit_card,CA,15.45,10,17,7573.768119,0
459463,572730,6500,6500,36 months,12.53,217.54,1 year,RENT,24000,9-Nov,Fully Paid,other,IL,14.2,8,13,7634.844934,0
479429,609178,4000,4000,36 months,14.22,137.14,< 1 year,RENT,12000,10-Jan,Fully Paid,major_purchase,MD,2.4,2,5,4973.674628,0
1002428,1228487,2400,2400,36 months,8.9,76.21,5 years,RENT,82500,11-Oct,Fully Paid,other,CA,13.56,8,12,2631.278911,0
633367,811431,4000,4000,36 months,9.99,129.05,2 years,RENT,40000,10-Dec,Fully Paid,debt_consolidation,MA,19.41,9,22,4646.382384,0
265527,264915,6000,6000,36 months,17.66,215.9,< 1 year,RENT,75000,8-Feb,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,NJ,28.56,23,52,7772.041759,0
767989,969189,18000,18000,60 months,16.49,442.43,8 years,MORTGAGE,65000,11-May,Charged Off,debt_consolidation,NY,13.2,13,26,3093.58,1
514853,665521,12800,12800,36 months,18.67,467.08,8 years,RENT,80000,10-May,Fully Paid,debt_consolidation,TX,8.38,5,8,16816.19477,0
459885,573585,10000,10000,36 months,11.14,328.04,< 1 year,RENT,32580,9-Nov,Fully Paid,debt_consolidation,FL,19.93,13,18,11809.8481,0
587086,754181,6000,6000,60 months,11.12,130.82,n/a,OWN,65000,10-Sep,Does not meet the credit policy. Status:Fully Paid,other,MT,16.12,13,28,6523.945597,0
641103,820667,8000,8000,60 months,15.2,191.17,2 years,RENT,60000,10-Dec,Fully Paid,credit_card,NY,16.14,4,16,11348.77,0
820983,1029238,8000,8000,36 months,15.62,279.76,4 years,MORTGAGE,37700,11-Jul,Fully Paid,other,OH,20.66,6,14,10071.25593,0
854309,1066547,4400,4400,36 months,5.99,133.84,10+ years,MORTGAGE,63000,11-Aug,Fully Paid,credit_card,LA,22.17,11,38,4808.203448,0
249840,249832,6000,6000,36 months,10.71,195.61,< 1 year,MORTGAGE,32388,8-Feb,Fully Paid,debt_consolidation,TX,11.12,2,6,7041.983574,0
385670,417447,9250,9250,36 months,12.53,309.57,< 1 year,RENT,13000,9-Mar,Charged Off,small_business,AZ,0.92,4,9,3403.51,1
614556,788035,6250,6250,60 months,10.36,133.91,10+ years,MORTGAGE,52000,10-Dec,Charged Off,car,IL,10.15,10,22,3213.54,1
891103,1107892,12500,12500,60 months,13.49,287.56,10+ years,RENT,66000,11-Sep,Charged Off,debt_consolidation,GA,22.58,13,24,4018.7,1
1006430,1232855,3000,3000,36 months,7.9,93.88,< 1 year,MORTGAGE,96000,11-Nov,Fully Paid,car,PA,0.19,4,14,3375.645413,0
570654,734048,2000,2000,60 months,16.45,49.12,10+ years,RENT,45000,10-Aug,Fully Paid,other,MA,24.32,18,36,2946.795003,0
616213,790123,24000,14575,60 months,9.99,309.61,10+ years,MORTGAGE,97000,10-Nov,Fully Paid,debt_consolidation,AL,8.08,9,28,18317.14986,0
674848,862528,15000,15000,60 months,19.74,395.25,10+ years,MORTGAGE,38400,11-Feb,Fully Paid,small_business,TX,4.44,7,17,23700.57741,0
1033954,1263741,3650,3650,60 months,17.58,91.86,4 years,RENT,29000,11-Nov,Current,debt_consolidation,CA,12.5,12,28,4945.03,0
640013,819297,12000,12000,36 months,5.79,363.93,3 years,MORTGAGE,185000,10-Dec,Fully Paid,credit_card,FL,5.96,16,29,13096.21976,0
399398,442050,25000,25000,36 months,14.74,863.42,4 years,MORTGAGE,120000,9-May,Does not meet the credit policy. Status:Fully Paid,home_improvement,VA,24.18,20,31,28214.36264,0
465295,516737,14400,9600,60 months,17.93,243.42,< 1 year,RENT,120000,10-Jun,Fully Paid,wedding,CA,21.6,15,25,13489.08592,0
622402,797682,15000,15000,60 months,19.29,391.51,10+ years,MORTGAGE,65000,10-Dec,Charged Off,credit_card,VA,19.99,11,31,10614.1,1
434585,518535,5500,5500,36 months,14.61,189.62,4 years,MORTGAGE,78792,9-Aug,Fully Paid,debt_consolidation,FL,8.04,6,11,6826.005365,0
1059284,1290887,20000,20000,60 months,20.3,533.23,5 years,MORTGAGE,51750,11-Dec,Current,debt_consolidation,NJ,18.97,18,29,28761.66,0
683885,873263,15000,15000,36 months,11.11,491.87,< 1 year,RENT,33600,11-Mar,Fully Paid,debt_consolidation,TX,7.61,11,35,16812.35695,0
631188,808611,10000,10000,36 months,6.17,305,5 years,MORTGAGE,72000,10-Dec,Fully Paid,wedding,CT,11.35,10,25,10910.65141,0
608897,781050,25000,25000,36 months,15.2,869.09,10+ years,OWN,2.00E+05,10-Nov,Fully Paid,debt_consolidation,NY,1.21,4,13,28820.89143,0
988142,1212564,18000,18000,36 months,8.9,571.56,4 years,RENT,75000,11-Oct,Fully Paid,debt_consolidation,NY,10.98,4,19,19957.45577,0
767411,968488,14000,14000,36 months,13.49,475.03,3 years,RENT,72500,11-May,Fully Paid,credit_card,NY,11.64,6,17,15284.48321,0
637696,816859,12000,12000,60 months,9.62,252.73,4 years,MORTGAGE,80000,10-Dec,Charged Off,small_business,GA,14.12,10,23,1260.85,1
1055260,1286814,3500,3500,36 months,10.65,114.01,10+ years,MORTGAGE,175000,11-Dec,Charged Off,medical,MI,16.49,18,54,566.2,1
417432,464139,15200,15200,36 months,12.21,506.39,< 1 year,MORTGAGE,120000,9-Jun,Fully Paid,other,WA,8.91,5,29,18229.85696,0
785071,988338,12725,12725,60 months,10.99,276.61,9 years,OWN,90000,11-Jun,Fully Paid,home_improvement,NY,24.05,9,34,15873.39681,0
517660,612094,10500,10500,60 months,15.33,251.62,10+ years,MORTGAGE,45000,10-May,Fully Paid,debt_consolidation,NY,21.47,13,43,15096.92001,0
795357,1000088,12500,12500,36 months,11.49,412.15,4 years,RENT,60000,11-Jun,Fully Paid,credit_card,TX,12.44,2,17,14836.99967,0
130735,130725,10250,10250,36 months,14.38,352.22,4 years,RENT,72000,7-Oct,Fully Paid,debt_consolidation,FL,17.83,28,32,11444.36549,0
868215,1081902,24000,24000,36 months,5.99,730.02,n/a,MORTGAGE,70000,11-Sep,Fully Paid,house,LA,1.8,7,27,26269.77301,0
216029,215125,24000,24000,36 months,11.72,793.94,< 1 year,MORTGAGE,140000,8-Jan,Does not meet the credit policy. Status:Charged Off,small_business,GA,8.39,5,10,7938.7,1
481924,612969,15000,15000,36 months,10.25,485.78,3 years,RENT,37000,10-Feb,Fully Paid,other,CA,3.66,8,14,17488.6417,0
476976,254074,5000,5000,36 months,17.39,179.24,3 years,RENT,70000,10-Jan,Fully Paid,small_business,TX,15.34,11,19,6452.767455,0
540107,697319,2000,2000,60 months,10.38,42.87,2 years,RENT,29748,10-Jul,Fully Paid,debt_consolidation,PA,21.26,9,22,2411.666128,0
550169,709179,12000,12000,36 months,13.23,405.66,5 years,RENT,45600,10-Jul,Fully Paid,other,CA,8.16,7,18,13565.70356,0
796262,1001084,10000,10000,36 months,14.79,345.63,5 years,MORTGAGE,70000,11-Jun,Fully Paid,debt_consolidation,CA,16.87,6,10,12442.49067,0
586508,753475,5600,5600,36 months,13.23,189.31,< 1 year,RENT,39000,10-Sep,Charged Off,educational,MD,22,15,34,3968.16,1
610557,782987,12000,12000,60 months,16.32,293.87,2 years,RENT,63000,10-Nov,Charged Off,debt_consolidation,TX,19.52,6,31,6394.24,1
1065642,1299748,13650,13650,36 months,12.42,456.12,4 years,RENT,66000,11-Dec,Fully Paid,debt_consolidation,NV,24.09,11,34,16012.11212,0
478753,607940,8000,8000,36 months,8.59,252.89,8 years,RENT,62046,10-Jan,Fully Paid,debt_consolidation,CT,4.8,11,18,8532.579661,0
644529,824755,19750,19750,60 months,10.36,423.14,5 years,MORTGAGE,58000,11-Jan,Fully Paid,credit_card,PA,24.23,8,44,22597.82153,0
373880,394399,8000,8000,36 months,12.53,267.74,9 years,RENT,70000,9-Oct,Fully Paid,debt_consolidation,NY,20.67,20,25,8929.759773,0
999668,1225057,10400,10400,36 months,8.9,330.24,4 years,MORTGAGE,67000,11-Oct,Fully Paid,debt_consolidation,VA,5.25,5,18,11252.2741,0
410208,460842,4000,4000,36 months,10.95,130.86,< 1 year,RENT,34000,9-Jun,Fully Paid,vacation,TX,9,3,4,4710.725677,0
821011,1029268,15000,15000,36 months,9.99,483.94,< 1 year,MORTGAGE,76960,11-Jul,Fully Paid,debt_consolidation,GA,21.74,13,38,16699.39908,0
598652,768371,20000,20000,60 months,9.62,421.22,8 years,MORTGAGE,56100,10-Nov,Fully Paid,credit_card,CO,17.11,7,23,25273.14,0
439465,530910,8000,8000,36 months,12.53,267.74,1 year,OWN,39996,9-Sep,Fully Paid,debt_consolidation,AZ,13.62,6,15,8870.731897,0
855842,1068186,28000,28000,36 months,7.49,870.85,10+ years,MORTGAGE,2.00E+05,11-Aug,Fully Paid,home_improvement,AZ,14.44,16,51,29455.30106,0
393476,431517,6000,6000,36 months,12.84,201.71,10+ years,RENT,31500,9-May,Charged Off,other,WA,5.83,3,10,1411.41,1
642926,822850,10000,10000,36 months,5.79,303.27,6 years,RENT,35000,11-Jan,Fully Paid,major_purchase,NY,1.71,7,12,10917.94705,0
663302,848173,2500,2500,36 months,12.68,83.86,< 1 year,RENT,20640,11-Feb,Fully Paid,debt_consolidation,MA,24.36,6,22,3005.814551,0
721387,915950,1425,1425,36 months,10.37,46.23,3 years,MORTGAGE,39750,11-Apr,Fully Paid,credit_card,VA,14.07,3,14,1527.340105,0
617056,791139,9500,9500,60 months,16.32,232.64,10+ years,MORTGAGE,91362,10-Nov,Fully Paid,credit_card,WA,13.71,14,20,13958.39072,0
455161,564346,4000,4000,36 months,7.4,124.24,7 years,RENT,50000,9-Nov,Fully Paid,debt_consolidation,CA,5.23,8,10,4472.468915,0
1066582,1300766,12000,12000,36 months,6.62,368.45,10+ years,MORTGAGE,56000,11-Dec,Fully Paid,debt_consolidation,FL,13.65,7,21,13263.96,0
506548,653093,10000,10000,36 months,16.07,351.94,2 years,RENT,45000,10-May,Fully Paid,debt_consolidation,NY,6.03,5,14,12507.95136,0
801137,1006691,10000,10000,60 months,13.49,230.05,8 years,RENT,50000,11-Jul,Fully Paid,debt_consolidation,CA,10.18,8,19,13793.84,0
1040421,1270396,30000,30000,60 months,20.89,809.75,5 years,MORTGAGE,1.00E+05,11-Dec,Charged Off,debt_consolidation,CA,24.14,13,43,7279.83,1
604852,775952,9000,9000,36 months,6.17,274.5,2 years,RENT,60000,10-Oct,Fully Paid,debt_consolidation,NC,5.4,7,12,9881.888436,0
781975,984906,16000,16000,36 months,6.62,491.26,4 years,MORTGAGE,97000,11-Jun,Fully Paid,major_purchase,CA,5.47,11,23,17658.88326,0
361393,369825,9450,9450,36 months,10.83,308.63,1 year,RENT,70000,8-Nov,Fully Paid,other,CA,14.33,4,8,11110.27551,0
348319,349359,1025,1025,36 months,11.34,33.73,6 years,RENT,12000,8-May,Does not meet the credit policy. Status:Charged Off,other,TX,20.4,4,10,826.63,1
108473,108073,1200,1200,36 months,17.54,43.11,< 1 year,RENT,9600,7-Jul,Does not meet the credit policy. Status:Fully Paid,educational,GA,8.38,3,3,1551.808247,0
492486,629874,2000,2000,36 months,13.11,67.49,1 year,RENT,24000,10-Mar,Fully Paid,other,VA,18,2,10,2429.753785,0
628598,805440,10000,6375,36 months,6.54,195.51,7 years,RENT,52000,10-Dec,Fully Paid,debt_consolidation,VA,23.77,13,19,7038.287486,0
666662,852311,12000,12000,36 months,9.63,385.13,1 year,MORTGAGE,55000,11-Feb,Fully Paid,credit_card,AZ,12.72,9,16,13364.57358,0
472551,596744,12800,12800,36 months,12.73,429.65,3 years,RENT,44400,10-Feb,Fully Paid,credit_card,CT,12.3,5,18,12936.91,0
815119,1022718,10400,10400,36 months,13.49,352.88,2 years,RENT,43500,11-Jul,Fully Paid,credit_card,MN,24.11,22,26,12074.34666,0
658701,842418,22000,22000,60 months,17.88,557.23,9 years,RENT,60000,11-Jan,Charged Off,debt_consolidation,NJ,19.9,6,19,28802.74,1
702911,894795,10000,10000,36 months,10.37,324.42,4 years,RENT,30636,11-Mar,Fully Paid,debt_consolidation,NY,7.76,8,14,11603.91227,0
762950,963517,4800,4800,36 months,12.99,161.71,5 years,RENT,39996,11-May,Fully Paid,other,NY,9.45,12,14,5821.465999,0
237268,237257,7500,7500,36 months,15.51,261.87,10+ years,MORTGAGE,75000,8-Feb,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,MO,27.2,13,23,9427.182988,0
388330,421703,3250,3250,36 months,15.68,113.76,5 years,MORTGAGE,12000,9-Apr,Charged Off,educational,TX,11.8,4,5,2019.43,1
533761,689914,1800,1800,36 months,14.84,62.26,6 years,OWN,30000,10-Jun,Fully Paid,debt_consolidation,CA,7.72,4,8,2241.386962,0
710269,903003,3200,3200,36 months,13.8,109.06,10+ years,RENT,65000,11-Apr,Charged Off,wedding,AL,9.05,9,10,461.14,1
466720,586423,10000,10000,36 months,8.94,317.72,7 years,MORTGAGE,97000,9-Dec,Fully Paid,debt_consolidation,IL,7.62,9,20,11438.36639,0
1046334,1277377,15600,15600,36 months,12.69,523.3,< 1 year,RENT,60000,11-Dec,Fully Paid,credit_card,FL,11.42,15,20,17861.92805,0
584823,751466,9000,9000,36 months,6.76,276.91,10+ years,MORTGAGE,72000,10-Sep,Fully Paid,debt_consolidation,MD,17.92,21,79,9327.895275,0
514832,665496,18000,18000,36 months,10.62,586.07,10+ years,RENT,155000,10-May,Fully Paid,debt_consolidation,NJ,10.61,17,38,21098.95497,0
1058173,1289752,6000,6000,60 months,16.77,148.38,10+ years,RENT,80000,11-Dec,Current,debt_consolidation,PA,9.09,16,26,7989.38,0
555047,714873,9000,9000,36 months,13.61,305.9,< 1 year,RENT,60000,10-Aug,Fully Paid,credit_card,NY,10.9,10,21,10942.82639,0
549509,708366,12250,12250,60 months,15.58,295.17,2 years,RENT,30000,10-Jul,Fully Paid,small_business,IL,20.36,10,22,17710.14999,0
969040,1190235,20000,20000,60 months,10.65,431.37,10+ years,MORTGAGE,68000,11-Oct,Fully Paid,debt_consolidation,OR,18.44,11,29,25190.6,0
368223,382443,15000,15000,36 months,9.63,481.42,< 1 year,RENT,65000,8-Dec,Fully Paid,debt_consolidation,WA,9.62,7,24,16332.26071,0
1035105,1264920,15000,15000,36 months,16.29,529.51,5 years,OWN,50000,11-Nov,Fully Paid,credit_card,CA,22.44,5,8,17561.96941,0
391887,428356,5000,5000,36 months,8,156.69,1 year,MORTGAGE,79000,9-Apr,Fully Paid,house,CA,0.5,6,14,5529.838881,0
812537,1019701,35000,35000,60 months,21.67,960.11,6 years,RENT,250000,11-Nov,Fully Paid,house,CA,14.25,12,25,45377.15657,0
