,loan_amnt,funded_amnt,term,int_rate,installment,home_ownership,annual_inc,loan_status,purpose,addr_state,dti,open_acc,total_acc,total_pymnt,repay_fail
2160,10000,10000,36 months,9.2,318.93,RENT,45000.0,Fully Paid,debt_consolidation,LA,4.88,6,24,11481.4317,0
2161,5000,5000,36 months,11.66,165.27,MORTGAGE,69600.0,Fully Paid,home_improvement,HI,3.53,9,15,5142.407223,0
2162,25000,25000,60 months,15.99,607.82,MORTGAGE,60000.0,Charged Off,debt_consolidation,TX,19.16,12,29,18709.97,1
2163,15000,15000,36 months,6.03,456.54,MORTGAGE,83886.4,Fully Paid,debt_consolidation,CA,14.63,12,31,16260.62453,0
2164,3500,3500,36 months,7.49,108.86,MORTGAGE,63000.0,Fully Paid,debt_consolidation,PA,22.69,5,28,3755.165184,0
2165,17500,17500,36 months,12.53,585.67,RENT,37232.0,Fully Paid,credit_card,CA,20.85,5,21,21084.46913,0
2166,4500,4500,36 months,8.63,142.33,RENT,78996.0,Fully Paid,debt_consolidation,MD,7.53,22,34,5123.670628,0
2167,2000,2000,36 months,15.28,69.61,MORTGAGE,72000.0,Fully Paid,debt_consolidation,LA,23.83,24,42,2505.742744,0
2168,5650,5650,36 months,13.47,191.67,RENT,67200.0,Fully Paid,debt_consolidation,CA,6.18,15,28,6899.785818,0
2169,15000,15000,60 months,11.86,332.61,RENT,52600.0,Fully Paid,major_purchase,MI,7.35,13,16,19748.36184,0
2170,2500,2500,36 months,12.99,84.23,MORTGAGE,96000.0,Fully Paid,debt_consolidation,FL,15.96,7,20,2553.752834,0
2171,6000,6000,36 months,7.88,187.69,RENT,74970.0,Fully Paid,moving,NY,2.74,4,15,6756.851949,0
2172,13200,13200,60 months,17.27,329.98,RENT,40000.0,Fully Paid,credit_card,NJ,24.36,11,20,17529.27529,0
2173,15000,15000,36 months,10.25,485.78,RENT,64000.0,Fully Paid,other,OK,16.16,18,24,17488.68173,0
2174,4800,4800,36 months,10.99,157.13,MORTGAGE,94000.0,Fully Paid,home_improvement,CA,13.03,12,27,5568.860385,0
2175,9000,9000,36 months,11.49,296.75,MORTGAGE,141000.0,Charged Off,wedding,GA,13.4,13,43,4205.74,1
2176,13000,13000,60 months,10.74,280.97,RENT,25200.0,Fully Paid,debt_consolidation,CA,12.95,6,10,16494.23962,0
2177,9600,9600,36 months,7.29,297.7,RENT,81960.0,Fully Paid,debt_consolidation,CA,25.52,14,30,10716.98652,0
2178,15000,15000,36 months,7.9,469.36,MORTGAGE,52000.0,Fully Paid,small_business,TX,9.65,11,29,15557.68008,0
2179,6500,6500,36 months,8.49,205.16,RENT,95000.0,Fully Paid,debt_consolidation,CO,18.89,5,6,7385.714082,0
2180,5000,5000,36 months,11.14,164.02,MORTGAGE,50000.0,Fully Paid,credit_card,MD,5.88,7,16,5905.16191,0
2181,8000,8000,36 months,15.23,278.23,MORTGAGE,52500.0,Fully Paid,debt_consolidation,TX,2.67,6,12,8988.712364,0
2182,10000,10000,36 months,14.22,342.85,MORTGAGE,56700.0,Fully Paid,debt_consolidation,FL,13.9,9,16,11941.35091,0
2183,15000,15000,36 months,10.99,491.01,RENT,35000.0,Fully Paid,debt_consolidation,MN,14.64,9,19,17649.77392,0
2184,4000,4000,36 months,6.17,122.0,OWN,25000.0,Fully Paid,debt_consolidation,MD,10.8,7,9,4221.457384,0
2185,11800,11800,36 months,12.69,395.83,RENT,42000.0,Fully Paid,credit_card,NY,9.86,4,13,14249.84001,0
2186,10000,10000,36 months,14.11,342.29,OTHER,54996.0,Fully Paid,debt_consolidation,CO,16.52,16,25,12322.3767,0
2187,19200,19200,60 months,17.49,482.25,RENT,65000.0,Charged Off,debt_consolidation,CA,10.02,6,23,23630.25,1
2188,5600,5600,36 months,14.07,191.59,OWN,15000.0,Does not meet the credit policy. Status:Charged Off,home_improvement,MO,2.0,2,2,2107.91,1
2189,4500,4500,36 months,11.83,149.11,OWN,24300.0,Fully Paid,car,PA,0.99,3,4,5303.835983,0
2190,14000,14000,60 months,11.12,305.24,RENT,37440.0,Fully Paid,debt_consolidation,CA,12.02,9,18,18261.90001,0
2191,15000,15000,36 months,13.85,511.56,RENT,36000.0,Fully Paid,other,NY,5.1,4,11,18441.98916,0
2192,7750,7750,36 months,7.74,241.95,RENT,48000.0,Fully Paid,debt_consolidation,OR,11.75,7,22,8726.012984,0
2193,20800,20800,60 months,10.65,448.63,MORTGAGE,41000.0,Fully Paid,debt_consolidation,CT,14.66,7,18,25434.80883,0
2194,8000,8000,36 months,11.71,264.61,RENT,135000.0,Fully Paid,debt_consolidation,CA,20.83,11,26,9154.383493,0
2195,16500,16500,36 months,17.27,590.49,MORTGAGE,64000.0,Charged Off,credit_card,GA,7.97,9,13,17109.13,1
2196,16000,16000,36 months,14.79,553.01,MORTGAGE,100000.0,Fully Paid,medical,GA,0.91,11,28,16197.77,0
2197,1500,1500,36 months,12.86,50.44,RENT,35780.0,Fully Paid,educational,IL,13.45,9,13,1815.83294,0
2198,5000,5000,36 months,7.14,154.71,OWN,30000.0,Fully Paid,small_business,NY,1.4,5,12,5528.873699,0
2199,3425,3425,36 months,6.17,104.46,OWN,30000.0,Fully Paid,major_purchase,OH,3.44,5,11,3553.466331,0
2200,6000,6000,36 months,11.99,199.26,MORTGAGE,30000.0,Fully Paid,debt_consolidation,NC,17.2,9,13,7173.239532,0
2201,5000,5000,36 months,13.22,169.01,OTHER,80000.0,Does not meet the credit policy. Status:Fully Paid,major_purchase,DC,11.85,14,21,6084.060497,0
2202,15000,15000,36 months,8.88,476.16,RENT,45000.0,Fully Paid,debt_consolidation,NY,10.48,8,17,16567.91717,0
2203,8000,8000,36 months,10.99,261.88,MORTGAGE,54000.0,Fully Paid,major_purchase,MD,7.24,7,21,8708.274251,0
2204,5000,5000,60 months,11.86,110.87,MORTGAGE,101568.0,Fully Paid,home_improvement,CA,1.16,12,28,6667.363471,0
2205,4000,4000,36 months,12.73,134.27,MORTGAGE,40000.0,Fully Paid,debt_consolidation,TX,9.36,9,19,4834.162841,0
2206,7100,7100,36 months,7.88,222.1,RENT,41200.0,Fully Paid,credit_card,FL,19.57,7,25,7994.059102,0
2207,24000,24000,36 months,17.56,862.36,RENT,55000.0,Fully Paid,debt_consolidation,CA,12.63,12,20,31045.69418,0
2208,14000,14000,60 months,13.49,322.07,MORTGAGE,115132.0,Fully Paid,debt_consolidation,AZ,12.83,11,20,17936.59412,0
2209,4000,4000,60 months,11.12,87.21,MORTGAGE,75000.0,Fully Paid,home_improvement,IL,5.89,6,29,4505.272941,0
2210,9100,9100,60 months,10.37,195.01,RENT,34500.0,Fully Paid,wedding,CT,17.18,6,11,11575.01998,0
2211,20000,20000,60 months,10.59,430.78,MORTGAGE,87252.0,Current,other,FL,16.82,18,31,24519.64,0
2213,5000,5000,36 months,14.27,171.55,RENT,78500.0,Fully Paid,debt_consolidation,GA,9.58,18,39,6024.996337,0
2214,12000,10150,36 months,8.49,320.37,MORTGAGE,85920.0,Fully Paid,home_improvement,RI,23.72,9,23,10674.55357,0
2215,14000,14000,36 months,6.91,431.71,MORTGAGE,84996.0,Fully Paid,debt_consolidation,IL,12.01,4,23,15505.11148,0
2216,8400,8400,60 months,16.32,205.71,RENT,78206.0,Does not meet the credit policy. Status:Charged Off,major_purchase,CA,18.52,13,14,7303.0,1
2217,2100,2100,36 months,7.4,65.23,MORTGAGE,113000.0,Fully Paid,credit_card,NV,13.19,14,25,2348.03486,0
2218,15000,15000,36 months,10.99,491.03,MORTGAGE,38000.0,Fully Paid,debt_consolidation,AL,11.24,6,17,17519.82222,0
2219,20000,20000,60 months,13.35,458.66,MORTGAGE,97000.0,Does not meet the credit policy. Status:Fully Paid,credit_card,KY,13.52,11,17,27383.54,0
2220,25000,25000,36 months,12.73,839.16,RENT,61959.0,Fully Paid,debt_consolidation,MA,22.74,6,17,30211.97724,0
2221,13350,13350,36 months,12.42,446.1,RENT,43000.0,Fully Paid,debt_consolidation,CA,20.57,7,15,16059.37,0
2222,16000,16000,60 months,15.99,389.01,OWN,60000.0,Charged Off,major_purchase,TX,14.12,8,33,12227.49,1
2223,5000,5000,36 months,10.99,163.67,RENT,25000.0,Fully Paid,debt_consolidation,FL,14.93,4,20,5892.116116,0
2224,5000,5000,36 months,7.9,156.46,RENT,64600.0,Fully Paid,debt_consolidation,CA,10.31,5,18,5632.21,0
2225,20000,20000,36 months,11.49,659.43,MORTGAGE,81000.0,Fully Paid,debt_consolidation,CT,19.21,9,39,23739.71189,0
2226,1500,1500,36 months,8.88,47.62,RENT,14088.0,Fully Paid,other,TX,19.76,7,14,1714.403419,0
2227,25000,25000,60 months,20.03,662.77,MORTGAGE,86100.0,Charged Off,debt_consolidation,IL,12.36,16,32,22493.9,1
2228,10000,10000,36 months,8.59,316.11,RENT,55000.0,Fully Paid,other,OR,13.85,12,34,11380.07253,0
2230,8000,8000,36 months,14.91,276.98,MORTGAGE,132000.0,Charged Off,debt_consolidation,FL,14.82,18,39,2211.12,1
2231,13400,8400,60 months,7.88,169.84,MORTGAGE,24000.0,Fully Paid,credit_card,FL,8.95,9,28,10190.38,0
2232,13000,13000,36 months,9.63,417.23,MORTGAGE,61300.0,Fully Paid,debt_consolidation,TX,8.03,6,31,14348.43831,0
2234,11200,11200,36 months,10.78,365.51,MORTGAGE,80000.0,Charged Off,small_business,CA,7.56,4,14,4785.98,1
2235,28000,17725,60 months,15.28,424.29,MORTGAGE,80000.0,Fully Paid,debt_consolidation,AZ,7.18,13,28,25044.57997,0
2236,6400,6400,36 months,8.63,202.42,MORTGAGE,58900.0,Fully Paid,other,FL,10.55,6,6,7287.092374,0
2237,2000,2000,36 months,14.43,68.78,MORTGAGE,100000.0,Does not meet the credit policy. Status:Charged Off,medical,UT,27.18,16,51,1169.09,1
2238,10000,6575,36 months,6.17,200.54,OWN,30000.0,Fully Paid,major_purchase,OH,3.44,5,11,6990.189004,0
2239,14000,14000,36 months,12.73,469.93,RENT,60000.0,Fully Paid,credit_card,OH,22.72,19,28,15550.08281,0
2240,7800,7800,60 months,20.25,207.74,RENT,95000.0,Fully Paid,debt_consolidation,NY,23.1,19,29,9862.375788,0
2242,14000,14000,36 months,10.99,458.28,MORTGAGE,59000.0,Fully Paid,debt_consolidation,VA,16.92,16,39,16497.89946,0
2243,4000,4000,36 months,11.49,131.89,OWN,35004.0,Fully Paid,major_purchase,CA,1.1,2,12,4467.772993,0
2244,15000,15000,60 months,16.32,367.33,MORTGAGE,100000.0,Charged Off,home_improvement,AL,9.25,12,21,8092.94,1
2245,4500,4500,36 months,7.88,140.77,RENT,14400.0,Fully Paid,debt_consolidation,NJ,11.42,15,20,5067.67243,0
2246,6400,6400,36 months,10.65,208.47,RENT,65000.0,Fully Paid,debt_consolidation,PA,7.09,7,14,6948.771257,0
2248,12000,12000,36 months,7.9,375.49,MORTGAGE,77000.0,Fully Paid,credit_card,CA,19.56,18,25,13518.06606,0
2249,29000,29000,60 months,11.49,637.65,MORTGAGE,93000.0,Fully Paid,debt_consolidation,FL,10.9,11,32,38258.60009,0
2250,10000,10000,60 months,11.99,222.4,RENT,30000.0,Current,other,IL,13.72,17,32,12849.0,0
2251,16450,16450,60 months,17.27,411.22,RENT,38000.0,Fully Paid,credit_card,OH,24.85,13,18,24396.66997,0
2252,12000,12000,60 months,12.99,272.98,RENT,81500.0,Current,debt_consolidation,NY,16.83,11,14,15489.5,0
2253,5600,5600,60 months,21.28,152.39,OWN,40000.0,Charged Off,small_business,CA,5.55,11,13,646.02,1
2254,10000,10000,36 months,10.99,327.36,RENT,89000.0,Fully Paid,house,VA,3.4,7,13,10245.0892,0
2255,4200,4200,36 months,14.27,144.1,RENT,36000.0,Fully Paid,medical,CA,14.3,5,18,5040.734259,0
2256,22750,22750,60 months,11.12,496.01,RENT,43000.0,Fully Paid,debt_consolidation,MO,22.69,6,19,29236.32567,0
2257,8000,8000,36 months,13.06,269.79,RENT,85000.0,Fully Paid,debt_consolidation,TX,16.76,13,20,9633.314321,0
2258,10000,10000,36 months,6.62,307.04,RENT,57600.0,Fully Paid,other,CA,16.38,5,8,11043.23362,0
2259,3500,3500,36 months,8.32,110.2,MORTGAGE,41464.28,Fully Paid,other,NC,9.86,10,16,3966.981693,0
2260,3000,3000,36 months,10.99,98.21,RENT,43000.0,Fully Paid,debt_consolidation,MA,9.82,14,29,3478.387454,0
2261,5000,5000,36 months,12.61,167.54,MORTGAGE,75000.0,Fully Paid,other,RI,8.8,14,21,5053.33,0
2262,6000,6000,36 months,5.42,180.96,MORTGAGE,58000.0,Fully Paid,debt_consolidation,MA,7.84,10,24,6104.52,0
2263,3600,3600,36 months,6.99,111.15,MORTGAGE,57700.0,Fully Paid,debt_consolidation,CT,25.12,9,15,3944.516198,0
2264,6800,6800,60 months,15.27,162.74,MORTGAGE,65000.0,Charged Off,debt_consolidation,OH,20.27,8,31,7584.24,1
2265,3000,3000,36 months,5.42,90.48,RENT,68000.0,Fully Paid,moving,DC,10.27,11,24,3257.260315,0
2266,22750,14125,60 months,9.99,300.05,MORTGAGE,43000.0,Fully Paid,major_purchase,OK,16.91,8,22,17869.71304,0
2267,1600,1600,36 months,11.14,52.49,RENT,70000.0,Fully Paid,credit_card,CA,0.45,11,11,1683.822492,0
2268,4000,4000,60 months,7.88,80.88,OWN,24166.0,Fully Paid,car,OH,0.74,6,23,4127.762944,0
2269,1500,1500,36 months,12.84,50.43,MORTGAGE,90000.0,Fully Paid,educational,CO,17.32,13,40,1786.907629,0
2270,7500,7500,60 months,10.38,160.76,MORTGAGE,28000.0,Fully Paid,home_improvement,CO,2.91,6,23,9506.000319,0
2271,10500,10500,36 months,6.92,323.83,RENT,85000.0,Fully Paid,credit_card,MO,14.54,5,33,11659.20064,0
2272,10000,10000,60 months,10.38,214.35,MORTGAGE,48000.0,Fully Paid,major_purchase,MI,11.72,10,37,11863.42434,0
2273,12000,12000,36 months,5.79,363.93,RENT,62000.0,Fully Paid,debt_consolidation,MA,11.42,6,19,13052.92568,0
2274,11200,11200,36 months,10.37,363.35,RENT,42000.0,Fully Paid,credit_card,MD,19.49,8,18,11828.98716,0
2275,16000,16000,60 months,12.68,361.44,MORTGAGE,100000.0,Fully Paid,credit_card,NY,13.01,18,30,21686.29,0
2277,5000,5000,36 months,13.47,169.62,RENT,54996.0,Fully Paid,other,VA,8.66,4,8,5056.46,0
2278,20000,20000,60 months,12.69,451.9,RENT,54000.0,Fully Paid,debt_consolidation,CA,12.69,3,10,25788.57,0
2279,25000,25000,36 months,10.0,806.68,MORTGAGE,125000.0,Fully Paid,debt_consolidation,CA,7.81,8,22,29040.46662,0
2280,8000,8000,36 months,7.51,248.89,RENT,68500.0,Fully Paid,house,CA,20.93,13,30,8859.841429,0
2281,6000,6000,36 months,5.42,180.96,MORTGAGE,55000.0,Fully Paid,medical,TX,7.59,9,24,6515.405882,0
2282,10000,10000,60 months,10.37,214.3,RENT,40000.0,Fully Paid,debt_consolidation,OH,22.08,8,21,12526.15528,0
2283,10000,10000,60 months,20.99,270.48,MORTGAGE,65000.0,Fully Paid,debt_consolidation,NV,13.77,12,18,14159.82785,0
2284,25000,25000,60 months,18.25,638.25,MORTGAGE,46520.88,Current,debt_consolidation,FL,9.91,5,20,34438.2,0
2285,7200,7200,36 months,11.14,236.2,RENT,60000.0,Fully Paid,debt_consolidation,FL,16.42,7,28,8503.047024,0
2286,12000,12000,36 months,11.36,394.94,MORTGAGE,132000.0,Fully Paid,debt_consolidation,GA,13.16,4,28,14218.67569,0
2287,12500,12500,60 months,12.69,282.44,RENT,27000.0,Current,debt_consolidation,IL,16.04,6,24,14918.74,0
2288,14125,14125,60 months,16.49,347.19,MORTGAGE,40000.0,Charged Off,debt_consolidation,GA,23.52,10,23,8577.96,1
2289,5000,5000,36 months,15.31,174.08,RENT,47496.0,Charged Off,other,CA,3.79,3,4,750.0,1
2290,12000,12000,36 months,7.88,375.38,MORTGAGE,140000.0,Fully Paid,debt_consolidation,CA,7.17,6,28,13363.43129,0
2291,11200,11200,36 months,12.04,372.22,RENT,45000.0,Fully Paid,debt_consolidation,IL,21.33,7,36,13399.6738,0
2292,7000,7000,36 months,10.99,229.14,RENT,30000.0,Charged Off,debt_consolidation,AL,6.2,5,6,3249.78,1
2293,27575,27575,60 months,17.58,693.94,MORTGAGE,64000.0,Charged Off,home_improvement,NJ,10.76,7,23,3695.23,1
2295,7200,7200,36 months,11.49,237.4,MORTGAGE,102000.0,Fully Paid,debt_consolidation,MD,4.51,6,23,8425.750613,0
2296,15850,15850,36 months,11.48,522.55,RENT,36000.0,Fully Paid,debt_consolidation,CT,22.47,9,12,18811.81068,0
2297,7000,7000,36 months,8.63,221.4,RENT,42000.0,Fully Paid,debt_consolidation,CA,2.74,6,12,7970.457926,0
2298,5000,5000,36 months,7.88,156.41,RENT,10800.0,Fully Paid,home_improvement,NM,1.0,4,7,5156.0,0
2299,12000,12000,36 months,7.51,373.33,RENT,90000.0,Fully Paid,debt_consolidation,MD,11.91,18,51,13170.37622,0
2300,4000,4000,36 months,13.43,135.61,MORTGAGE,50000.0,Fully Paid,debt_consolidation,MA,9.5,9,25,4751.319509,0
2301,5500,5500,36 months,6.17,167.75,MORTGAGE,44000.0,Fully Paid,debt_consolidation,GA,15.0,8,16,6039.482759,0
2302,12000,12000,36 months,7.29,372.12,RENT,36000.0,Fully Paid,wedding,CA,4.27,6,17,13225.6922,0
2305,1500,1500,36 months,12.87,50.45,MORTGAGE,58000.0,Fully Paid,major_purchase,MD,17.32,7,17,1816.373371,0
2306,10000,10000,36 months,12.53,334.67,RENT,45996.0,Fully Paid,debt_consolidation,NY,8.9,9,10,11652.33899,0
2307,10000,10000,36 months,13.99,341.73,MORTGAGE,85000.0,Fully Paid,debt_consolidation,FL,12.65,7,21,12302.1792,0
2308,17000,17000,36 months,12.42,568.06,OWN,80000.0,Fully Paid,credit_card,CA,16.65,7,17,20450.14999,0
2309,3000,3000,36 months,10.75,97.87,MORTGAGE,32000.0,Charged Off,renewable_energy,TX,11.25,4,8,1269.03,1
2310,5500,5500,36 months,16.77,195.47,MORTGAGE,57000.0,Fully Paid,debt_consolidation,CA,10.91,11,42,6942.616637,0
2311,10000,10000,36 months,10.37,324.42,RENT,30680.0,Fully Paid,credit_card,CA,24.37,12,20,11678.77501,0
2312,20000,20000,60 months,10.74,432.26,MORTGAGE,95000.0,Fully Paid,debt_consolidation,IL,22.67,20,39,25935.57403,0
2313,12000,12000,36 months,12.53,401.6,MORTGAGE,141000.0,Fully Paid,credit_card,MA,5.59,19,42,14457.43524,0
2314,6000,6000,36 months,13.92,204.83,RENT,28000.0,Fully Paid,debt_consolidation,TX,15.64,9,16,7363.902736,0
2315,3200,3200,36 months,6.99,98.8,MORTGAGE,48000.0,Fully Paid,debt_consolidation,CA,11.1,5,11,3540.780146,0
2316,20000,20000,36 months,13.11,674.9,MORTGAGE,125000.0,Fully Paid,wedding,CA,16.09,7,18,21953.34446,0
2317,24250,24250,36 months,14.96,840.15,MORTGAGE,67000.0,Fully Paid,debt_consolidation,MO,21.74,15,33,30244.9623,0
2318,9200,9200,36 months,12.98,309.9,RENT,62000.0,Fully Paid,debt_consolidation,NJ,21.91,19,28,11156.85421,0
2319,1500,1500,36 months,13.22,50.71,RENT,38000.0,Fully Paid,other,WI,4.8,2,6,1825.288803,0
2322,20000,20000,36 months,10.62,651.2,RENT,66000.0,Fully Paid,debt_consolidation,CA,15.85,12,23,23076.72541,0
2323,20000,11000,36 months,16.08,387.17,MORTGAGE,82000.0,Charged Off,debt_consolidation,IL,19.96,18,55,5419.8,1
2324,10000,10000,36 months,15.33,348.28,MORTGAGE,61476.0,Fully Paid,credit_card,WA,21.32,30,80,12512.46383,0
2325,4800,4800,36 months,8.9,152.42,RENT,55000.0,Fully Paid,debt_consolidation,FL,20.47,8,8,5486.939999,0
2326,8000,8000,36 months,9.25,255.33,RENT,30000.0,Fully Paid,debt_consolidation,CA,8.08,14,28,8965.657868,0
2327,25000,25000,60 months,20.53,669.75,MORTGAGE,100000.0,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,CA,18.08,7,29,32344.76231,0
2328,6000,6000,36 months,11.83,198.81,MORTGAGE,60000.0,Charged Off,medical,GA,18.82,9,34,990.8,1
2329,20500,20500,36 months,10.0,661.48,MORTGAGE,84000.0,Fully Paid,debt_consolidation,MT,17.49,11,40,23814.59108,0
2330,24250,24250,60 months,17.49,609.09,MORTGAGE,50000.0,Fully Paid,debt_consolidation,OH,17.02,11,45,35855.22993,0
2331,4500,4500,36 months,7.51,140.0,MORTGAGE,84906.0,Fully Paid,small_business,VA,20.27,15,24,5040.047552,0
2333,15000,15000,60 months,19.04,389.44,RENT,63000.0,Fully Paid,debt_consolidation,CA,16.69,7,21,19792.86426,0
2334,4000,4000,60 months,16.77,98.92,RENT,36500.0,Fully Paid,small_business,NC,7.13,9,22,4480.735881,0
2335,9000,9000,36 months,11.36,296.2,RENT,61041.0,Fully Paid,other,WA,3.24,2,7,9824.418792,0
2336,12000,12000,60 months,18.25,306.36,RENT,24000.0,Charged Off,other,NY,7.45,4,5,10537.42,1
2337,2800,2800,36 months,10.59,91.13,RENT,48956.0,Fully Paid,moving,TX,20.17,22,40,3040.394831,0
2338,8000,8000,36 months,6.92,246.73,RENT,91000.0,Fully Paid,debt_consolidation,MA,10.6,8,18,8774.825639,0
2339,18400,18400,36 months,5.99,559.69,MORTGAGE,100000.0,Fully Paid,debt_consolidation,NJ,17.89,12,23,20148.4578,0
2340,30000,30000,60 months,14.27,702.26,RENT,62000.0,Fully Paid,credit_card,RI,21.25,9,27,41636.92997,0
2341,7500,7500,36 months,9.99,241.97,RENT,35000.0,Fully Paid,small_business,OR,1.44,3,5,8712.214845,0
2342,5000,5000,36 months,19.16,183.69,MORTGAGE,52000.0,Charged Off,small_business,GA,22.59,18,25,582.59,1
2344,10000,10000,36 months,14.65,344.95,MORTGAGE,97000.0,Fully Paid,major_purchase,OH,19.25,14,33,10583.17658,0
2346,5000,5000,36 months,17.74,180.11,RENT,57996.0,Does not meet the credit policy. Status:Fully Paid,home_improvement,PA,2.05,9,28,6483.820859,0
2347,15000,9475,36 months,6.54,290.58,RENT,72000.0,Fully Paid,small_business,FL,6.17,5,10,10254.97878,0
2348,10000,10000,36 months,13.79,340.76,RENT,50004.0,Fully Paid,small_business,NY,16.58,6,11,12267.11736,0
2349,10000,10000,60 months,16.4,245.32,MORTGAGE,100008.0,Fully Paid,major_purchase,TX,14.13,11,30,14393.56,0
2350,16500,16500,36 months,8.94,524.23,MORTGAGE,107900.0,Fully Paid,other,PA,3.16,6,24,18229.9326,0
2351,1500,1500,36 months,14.74,51.81,RENT,38004.0,Charged Off,other,CA,1.04,4,9,669.8,1
2354,12000,12000,36 months,14.26,411.67,OTHER,42000.0,Fully Paid,other,CA,1.34,4,9,13691.62738,0
2355,12000,12000,36 months,11.36,394.94,MORTGAGE,48000.0,Fully Paid,debt_consolidation,FL,13.18,10,21,14214.52053,0
2356,10000,10000,36 months,7.49,311.02,RENT,26400.0,Fully Paid,debt_consolidation,NY,11.86,5,10,10878.51201,0
2357,8000,8000,36 months,14.35,274.79,MORTGAGE,110000.0,Fully Paid,home_improvement,IL,14.28,15,38,9873.687284,0
2358,4500,4500,36 months,10.25,145.74,RENT,39600.0,Fully Paid,other,TX,8.64,4,14,5221.202015,0
2359,7500,7500,36 months,10.96,245.4,RENT,36684.0,Fully Paid,debt_consolidation,HI,7.16,14,53,8649.284521,0
2362,17100,17100,60 months,10.99,371.72,MORTGAGE,46608.0,Current,debt_consolidation,FL,27.37,12,27,21915.05,0
2363,6000,6000,36 months,9.91,193.35,MORTGAGE,63000.0,Fully Paid,credit_card,NC,21.07,9,21,6960.587288,0
2364,8000,8000,36 months,6.62,245.63,RENT,32000.0,Fully Paid,house,NY,15.23,11,19,8838.613632,0
2365,25000,25000,60 months,19.03,648.93,OWN,44400.0,Current,debt_consolidation,TX,18.65,6,14,35642.01,0
2366,8000,8000,36 months,12.69,268.36,MORTGAGE,40800.0,Fully Paid,debt_consolidation,CA,7.44,5,9,9660.901021,0
2367,6350,6350,60 months,19.03,164.83,MORTGAGE,25000.0,Charged Off,credit_card,FL,24.72,11,19,2773.45,1
2368,12000,12000,36 months,13.49,407.17,RENT,75000.0,Fully Paid,debt_consolidation,MA,19.09,12,32,14657.91764,0
2369,19000,19000,60 months,16.69,469.04,RENT,82000.0,Fully Paid,debt_consolidation,NY,13.84,12,19,22863.13221,0
2370,10000,10000,36 months,10.37,324.42,RENT,30720.0,Fully Paid,debt_consolidation,NY,17.58,10,15,11678.78622,0
2372,1000,1000,36 months,10.37,32.45,OWN,40000.0,Fully Paid,debt_consolidation,FL,8.52,10,25,1163.791361,0
2374,5100,5100,36 months,8.0,159.82,RENT,56000.0,Fully Paid,debt_consolidation,TX,7.85,10,32,5655.536241,0
2375,7500,7500,36 months,12.92,252.42,MORTGAGE,49920.0,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,IL,18.87,7,21,9086.933163,0
2376,9800,9800,60 months,15.95,238.06,RENT,47004.0,Fully Paid,debt_consolidation,MA,17.56,6,10,14174.2853,0
2377,22500,14475,60 months,10.37,310.2,MORTGAGE,45000.0,Fully Paid,home_improvement,MD,12.0,8,20,14601.24,0
2378,5000,5000,36 months,9.88,161.06,RENT,38400.0,Fully Paid,other,CA,24.5,8,16,5798.4014,0
2379,7000,7000,36 months,10.99,229.14,RENT,34482.0,Fully Paid,debt_consolidation,CA,5.71,4,7,7305.299506,0
2380,25000,25000,60 months,22.06,691.33,MORTGAGE,93500.0,Fully Paid,credit_card,MO,10.84,10,18,32922.44455,0
2381,15000,15000,60 months,11.12,327.04,MORTGAGE,76000.0,Fully Paid,home_improvement,CT,1.01,10,33,16781.5853,0
2382,14500,14500,36 months,15.33,505.02,RENT,37000.0,Fully Paid,debt_consolidation,IL,21.31,6,13,18180.46636,0
2383,14000,14000,36 months,7.88,437.94,RENT,60000.0,Fully Paid,debt_consolidation,CA,15.34,7,20,15766.59562,0
2384,1000,1000,36 months,6.76,30.77,MORTGAGE,100000.0,Fully Paid,home_improvement,MN,7.84,9,30,1016.522143,0
2385,20000,13150,60 months,9.62,276.95,MORTGAGE,100000.0,Fully Paid,credit_card,TX,17.75,8,22,16596.04001,0
2386,13000,13000,36 months,9.91,418.93,RENT,65000.0,Fully Paid,credit_card,CA,8.82,10,18,14822.16555,0
2387,4800,4800,36 months,7.05,148.32,OWN,43800.0,Charged Off,car,CA,7.37,2,7,3210.04,1
2388,8800,8800,36 months,10.71,286.9,RENT,65500.0,Fully Paid,debt_consolidation,NY,13.08,10,17,8992.28,0
2389,25975,25975,60 months,15.28,621.77,MORTGAGE,40000.0,Charged Off,debt_consolidation,TX,20.76,6,19,33600.94,1
2390,6000,6000,36 months,12.99,202.14,RENT,55000.0,Fully Paid,small_business,NJ,8.73,12,12,7139.747434,0
2391,12000,12000,36 months,7.51,373.33,MORTGAGE,109000.0,Fully Paid,major_purchase,MI,6.3,6,12,13405.32866,0
2392,3000,3000,36 months,7.12,92.8,MORTGAGE,93000.0,Fully Paid,home_improvement,WA,0.0,7,15,3339.035809,0
2393,3000,3000,36 months,7.14,92.82,OWN,41235.0,Charged Off,other,NJ,19.85,7,20,1474.3,1
2394,10400,10400,36 months,16.29,367.13,RENT,65000.0,Fully Paid,debt_consolidation,MD,24.57,10,14,13230.12328,0
2395,25000,25000,36 months,9.96,806.22,MORTGAGE,86000.0,Does not meet the credit policy. Status:Fully Paid,small_business,FL,0.0,5,13,25207.51,0
2396,10000,10000,36 months,10.38,324.46,MORTGAGE,44000.0,Fully Paid,debt_consolidation,AZ,20.81,13,22,11681.19864,0
