id,name,state_code,latitude,longitude,year_founded,age_first_funding_year,age_last_funding_year,relationships,funding_rounds,funding_total_usd,milestones,category_code,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,status
c:9730,OfferLounge,,26.0524615,-80.1378809,2008,0,,3,1,120000,0,other,0,1,0,0,0,0,2,0,closed
c:3122,NeoEdge Networks,CA,37.393679,-122.079017,2002,5.1041,,10,3,10000000,2,advertising,1,0,0,1,0,0,1.6667,0,acquired
c:36579,SemiSouth Laboratories,TX,30.435079,-97.770139,2000,4.9562,,0,4,39000000,0,other,1,0,1,0,0,0,3,0,closed
c:43327,Camiant,MA,42.345927,-71.552287,2003,2.2411,,3,2,16100000,0,software,0,0,0,1,1,0,2.5,1,acquired
c:1789,NuConomy,CA,37.795191,-122.430411,2006,1.2466,,4,2,3300000,3,advertising,0,1,1,0,0,0,2,1,acquired
c:38339,Flowtown,CA,37.779281,-122.419236,2009,1.5616,,6,1,750000,3,other,0,1,0,0,0,0,9,1,acquired
c:13410,GlobalCrypto,Other,33.776834,-84.3895875,2006,2.4493,,0,2,1000000,0,software,1,1,0,0,0,0,2,0,closed
c:43915,Bioenvision,NY,40.730646,-73.986614,1996,11.3342,,3,1,7410000,0,biotech,1,0,0,0,0,0,3,1,closed
c:37712,Teranetics,CA,37.404788,-121.940842,2000,6.8932,,5,3,52800000,0,other,1,0,0,0,1,0,5.3333,1,acquired
c:3288,WebVisible,CA,33.97279,-118.427578,2001,4.6685,,33,3,37000000,4,software,0,0,1,1,1,0,1.3333,1,closed
c:10179,GoodGuide,CA,37.7983181,-122.4000032,2007,1.137,,14,3,14229998,3,web,0,0,1,1,0,0,3,1,acquired
c:33869,ViVu,CA,37.320309,-122.05004,2009,0.7205,,7,2,3000000,2,other,0,0,1,1,0,0,2.5,1,acquired
c:21528,avVenta,NY,40.730646,-73.986614,2005,4.0384,,10,1,20000000,1,advertising,0,0,1,0,0,0,1,0,acquired
c:30820,DiJiPOP,Other,51.43247,-2.664213,2008,0.7479,,6,2,2000000,3,advertising,0,1,0,0,0,0,1.5,1,acquired
c:25782,Layer 7 Technologies,Other,38.897976,-77.028561,2003,3.8192,,3,2,19900000,2,software,1,0,0,1,0,0,2,1,acquired
c:278,DeliveryEdge,CA,37.781689,-122.391061,2006,1.2493,,6,1,1500000,1,ecommerce,0,0,0,0,0,0,1,0,closed
c:75500,Solmentum,CA,37.779281,-122.419236,2009,0,,4,1,325000,1,other,0,1,0,0,0,0,4,0,closed
c:67806,Pipewise,CA,37.787249,-122.3990501,2010,0.463,,16,1,3500000,2,enterprise,0,0,1,0,0,0,5,1,closed
c:1212,GridNetworks,Other,47.602873,-122.336132,2004,2.0027,,7,4,30000000,2,other,0,1,1,1,0,0,2,1,closed
c:31754,MAP Pharmaceuticals,CA,39.78373,-100.445882,2003,4.2384,,1,1,50000000,0,biotech,0,0,0,0,0,1,6,1,acquired
c:25307,"ORCA, Inc.",NY,40.745003,-73.983229,2008,1.4712,,5,1,2000000,2,ecommerce,0,0,1,0,0,0,3,1,acquired
c:1870,Amobee,CA,37.52845,-122.263721,2005,1.5041,,25,6,72000000,2,advertising,1,0,1,1,1,1,2.3333,1,acquired
c:27285,KOTURA,CA,34.045919,-118.16525,2004,1.6849,,4,3,27690547,1,other,0,0,0,1,1,1,4.5,1,acquired
c:48640,Auvitek International,TX,33.068275,-96.711101,2004,2.189,,32,1,9000000,0,other,0,0,0,1,0,0,4,1,closed
c:18470,Outright,CA,37.287285,-121.942932,2008,0.4192,,12,2,7500000,3,enterprise,0,0,1,0,0,0,3.5,1,acquired
c:21395,Phurnace Software,TX,30.271393,-97.748623,2007,0.6932,,9,2,10000000,1,software,0,0,1,0,0,0,2,1,acquired
c:25132,FastSoft,CA,34.142973,-118.140553,2006,1.4411,,7,4,5965000,1,software,1,0,1,0,0,0,1,0,acquired
c:17429,Speedshape,Other,42.548008,-83.214753,2003,5.1397,,2,1,5000000,1,advertising,1,0,0,0,0,0,1,0,closed
c:487,BlueLithium,CA,37.32052,-121.948399,2004,1.0877,,15,1,11500000,2,advertising,0,0,1,0,0,0,2,1,acquired
c:40665,Media Chaperone,Other,41.875555,-87.624421,2009,1.0356,,2,2,1050000,1,web,1,0,0,0,0,0,1,0,closed
c:2972,Giant Realm,NY,40.7566658,-73.9827553,2007,1.1644,,13,2,5500000,2,web,0,0,1,0,0,0,2,1,acquired
c:1832,Invite Media,Other,39.951311,-75.169522,2007,0.8301,,17,3,5000000,4,advertising,0,1,1,0,0,0,1.6667,1,acquired
c:17512,Appscio,CA,36.9397206,-121.7768449,2006,1.2137,,4,2,7000000,0,software,0,0,1,0,0,0,2,0,closed
c:833,Eons,MA,42.375219,-71.056101,2005,1.2466,,14,2,32000000,4,other,0,0,1,1,0,0,3.5,1,closed
c:615,LocaModa,MA,42.358822,-71.104329,2007,0.7123,,8,3,7900000,2,advertising,0,0,1,0,0,0,2,0,acquired
c:1731,Meraki,CA,37.392443,-122.072517,2006,0.6685,,16,5,80000000,3,other,0,1,1,1,1,1,2.25,1,acquired
c:39755,MPOWER Mobile,TX,30.280148,-97.749908,2005,4.8247,,1,1,5000000,1,mobile,1,0,0,0,0,0,1,1,closed
c:134,Haute Secure,Other,47.638456,-122.356965,2006,1,,5,2,2100000,3,other,0,1,1,0,0,0,1.5,1,acquired
c:6313,Intelliworks,Other,39.116333,-77.181307,2004,0.2055,,6,4,22250000,1,enterprise,0,0,1,1,1,1,2.5,1,acquired
c:2566,Kluster,NY,40.723652,-73.985281,2008,0,,0,1,1000000,2,web,0,1,0,0,0,0,1,1,acquired
c:47440,International Battery,Other,40.602206,-75.471279,2008,2.3452,,0,1,35000000,0,other,0,0,0,0,1,0,1,0,closed
c:44,Jingle Networks,NY,37.480999,-122.173887,2005,0.0822,,12,7,88651133,5,mobile,1,1,1,1,1,1,3.1667,1,acquired
c:30527,SemEquip,MA,42.5656454,-71.3222696,2000,5.5945,,3,1,26000000,0,other,1,0,0,0,0,0,2,1,acquired
c:83176,ItsGoinOn,CA,34.054935,-118.244476,2010,0.6712,,3,1,100000,2,games_video,0,1,0,0,0,0,1,0,closed
c:20488,mSnap,Other,39.750152,-104.996438,2005,1,,6,1,5000000,3,mobile,0,0,1,0,0,0,1,1,acquired
c:24570,Biofisica,Other,34.062588,-84.16923,2000,6.8356,,5,2,7300000,0,biotech,1,0,1,0,0,0,3,1,closed
c:20506,Ardian,CA,37.406914,-122.09037,2003,2.0027,,8,3,64080000,2,biotech,0,0,1,1,1,0,4,1,acquired
c:23192,Canopy Financial,CA,37.791388,-122.392148,2004,4.0027,,6,4,89500000,2,other,0,0,0,1,1,0,1,1,closed
c:38,Kyte,CA,37.788482,-122.409173,2006,0.5808,,11,4,23350000,2,games_video,0,1,1,1,0,0,3,1,acquired
c:7376,Ounce Labs,MA,42.393662,-71.255855,2002,3.6877,,7,2,13500000,0,software,1,0,0,0,1,0,2.5,1,acquired
c:16070,Crossbeam Systems,MA,42.496515,-71.480233,2000,7.3534,,13,2,24500000,2,other,0,0,0,0,0,0,5.5,1,acquired
c:53814,PacketHop,CA,37.534538,-122.252466,2002,3.6027,,2,1,10000000,1,other,0,0,0,0,1,0,4,1,closed
c:24040,DynaPump,TX,30.161661,-95.471256,1992,16.4192,,0,1,6000000,0,other,0,0,0,1,0,0,3,0,closed
c:40762,Immunet Corporation,CA,37.424298,-122.139809,2008,1.337,,3,1,2000000,1,software,0,0,1,0,0,0,2,1,acquired
c:75008,CopperEgg Corporation,TX,30.280148,-97.749908,2010,1.1123,,3,2,4100000,2,enterprise,0,0,1,0,0,0,1.5,1,acquired
c:197,Wink,CA,37.40047,-122.072981,2004,0.3699,,5,1,6200000,4,other,0,0,1,0,0,0,2,1,acquired
c:3087,PopularMedia,CA,37.767575,-122.411157,2003,4.0877,,8,2,12250000,1,advertising,0,0,0,1,1,0,2.5,1,acquired
c:23098,Miyowa,CA,37.779281,-122.419236,2003,3.3945,,3,2,11725600,2,mobile,0,0,1,1,0,0,2,1,acquired
c:45792,Intrusic,MA,42.504817,-71.195611,2001,4.3151,,1,2,16000000,0,software,0,0,1,1,0,0,3,1,closed
c:37215,Dashwire,Other,47.603832,-122.330062,2006,2.4767,,10,3,5056559,2,mobile,1,0,1,0,0,0,1.6667,1,acquired
c:314,Reddit,CA,37.780883,-122.395257,2005,0.4137,,9,1,100000,3,web,0,1,0,0,0,0,1,1,acquired
c:3991,Pure Digital Technologies,CA,37.779281,-122.419236,2001,2.3342,,11,3,68200000,3,other,1,1,0,0,0,0,4,1,acquired
c:16892,Voxify,CA,37.789429,-122.276524,2001,4.0877,,5,3,33000000,1,enterprise,1,0,0,1,0,1,3.6667,1,acquired
c:38460,EvoApp,Other,35.986906,-78.896718,2009,1.7863,,8,3,3352194,2,other,0,1,1,0,0,0,9.5,0,closed
c:36484,Calibra Medical,CA,37.484347,-122.225803,2004,5.9014,,1,4,19800000,0,biotech,1,0,0,0,0,1,5,1,acquired
c:47270,Offermatic,CA,37.566009,-122.321646,2010,0.8301,,6,2,4500000,2,web,0,1,1,0,0,0,3,1,closed
c:17433,HiWired,MA,42.2960173,-71.2128734,2004,4.0027,,2,2,14000000,1,software,1,0,0,1,0,0,1.5,1,acquired
c:144687,DateMyFamily.com,Other,26.106273,-80.41894,2011,0.0548,,4,1,100000,2,other,0,1,0,0,0,0,1,0,closed
c:6592,Hyperic,CA,37.4027811,-122.1441615,2004,2.3562,,4,2,9900000,2,software,0,0,1,1,0,0,2,1,acquired
c:34545,Optimal,CA,37.779281,-122.419236,2008,0,,10,3,7600000,2,advertising,0,0,1,1,0,0,5,1,acquired
c:17030,SendMeHome.com,CA,34.430786,-119.715074,2008,0,,2,1,50000,1,games_video,0,1,0,0,0,0,2,0,closed
c:10610,Geodelic Systems,CA,34.005914000000004,-118.488129,2008,0.9178,,8,3,10500000,3,mobile,1,0,1,1,0,0,2,1,closed
c:68470,BlockBeacon,CA,34.019657,-118.487549,2012,0.4712,,12,1,500000,2,web,0,1,0,0,0,0,1,0,acquired
c:10197,PostPath,CA,37.390501,-122.081151,2003,1.9342,,2,2,24300000,3,web,0,0,0,1,1,0,2.5,1,acquired
c:33771,Attune Systems,CA,37.386778,-121.966277,1999,7.4904,,6,2,18000000,1,other,1,0,0,1,0,0,4,1,closed
c:437,TokBox,CA,37.779507,-122.39071,2007,0.6548,,27,3,26000000,5,other,0,0,1,1,1,0,3.6667,1,acquired
c:15870,Avega Systems,CA,37.391642,-122.093935,2005,2.2466,,2,2,9500000,0,other,1,0,0,1,0,0,3,1,closed
c:20062,Heartscape,Other,39.2328783,-76.8204666,2000,7.3151,,6,1,16980999,1,biotech,0,0,0,1,0,0,1,1,acquired
c:281,PeerMe,CA,37.419819,-122.090188,2004,1.0027,,2,1,5000000,2,games_video,0,0,1,0,0,0,3,0,closed
c:19869,Pacinian,Other,47.657943,-117.421226,2007,1.6712,,3,1,350000,0,other,1,0,0,0,0,0,1,0,closed
c:8251,neoSaej,MA,42.485691,-71.19862,2006,1.2384,,1,5,13130000,1,web,1,0,1,0,0,0,2,1,closed
c:60243,Kiha Software,Other,39.78373,-100.445882,2008,2.8247,,1,1,20000000,2,software,0,0,1,0,0,0,1,0,closed
c:513,Vlingo,MA,42.372912,-71.118999,2006,0.5014,,18,3,26500000,4,mobile,1,0,1,1,0,0,2,1,acquired
c:19483,Tizor Systems,MA,42.432106,-71.453968,2002,3.6986,,4,2,15000000,0,enterprise,0,0,0,1,0,0,5,1,acquired
c:49341,Cerona Networks,Other,39.414219,-77.410927,2002,4.3041,,0,1,2600000,0,other,0,0,1,0,0,0,1,0,closed
c:31764,Oorja Protonics,CA,37.54827,-121.988572,2004,2.3973,,1,4,21470000,0,other,0,0,1,1,0,0,3.5,1,closed
c:51969,Hurricane Party,TX,30.280148,-97.749908,2010,0,,5,1,20000,2,mobile,0,1,0,0,0,0,1,0,closed
c:1284,Minekey,CA,37.384239,-122.012475,2005,1.9151,,10,2,3600000,3,web,0,1,1,0,0,0,1,0,closed
c:24029,Blip,NY,40.728425,-73.999882,2005,0.8329,,23,7,27300000,4,games_video,0,1,1,1,1,1,2,1,acquired
c:166772,Fabkids,CA,37.779281,-122.419236,2012,0.5863,,8,1,2600000,1,ecommerce,0,0,1,0,0,0,2,0,acquired
c:59709,CafeBots,CA,37.424298,-122.139809,2010,0.8027,,5,1,5000000,2,web,0,0,1,0,0,0,1,1,closed
c:11888,Avaak,CA,32.897274,-117.201076,2004,4.7589,,2,2,17000000,2,mobile,0,0,1,1,0,0,3.5,1,acquired
c:158294,Newfield Design,Other,43.643967,-70.923675,2008,4.3699,,0,1,662000,0,other,0,0,1,0,0,0,3,0,closed
c:58550,Savored,NY,40.73901,-73.997259,2010,0,,12,2,3750000,2,other,0,1,1,0,0,0,4,1,acquired
c:4,Digg,CA,37.764726,-122.394523,2004,0.9726,,57,4,45000000,8,other,0,0,1,1,1,1,4.6667,1,acquired
c:1475,Songza,NY,40.74731129999999,-73.9549182,2007,3.8849,,9,2,6700000,4,other,1,0,0,0,0,0,8,1,acquired
c:23134,Bigfoot Networks,CA,37.536402,-122.325129,2006,0.1753,,12,3,20750000,2,other,1,0,1,1,0,0,2.3333,1,acquired
c:453,Kongregate,CA,37.786942,-122.401245,2006,1.1616,,5,4,19000000,0,games_video,0,0,1,1,1,0,2,1,acquired
c:282,Kiptronic,CA,37.792394,-122.402349,2005,0.5041,,10,3,7300000,3,advertising,0,1,1,1,0,0,2,1,acquired
c:6340,Cozi Group,Other,39.78373,-100.445882,2005,0.7479,,16,7,26390819,3,web,1,0,1,1,0,0,1.3333,1,closed
c:9599,Likewise Software,Other,47.582658,-122.135282,2004,4.4959,,4,1,10000000,0,software,0,0,0,0,1,0,3,1,acquired
c:63621,Lifestander,NY,40.73901,-73.997259,2010,0.0849,,1,1,31000,1,web,0,1,0,0,0,0,2,0,closed
c:251,Jaxtr,CA,37.451026,-122.18676,2005,1.7479,,16,3,21500000,4,mobile,0,0,1,1,0,0,3.3333,1,acquired
c:12285,MX Logic,Other,39.540323,-104.857271,2002,4.8521,,5,1,4000000,1,other,0,0,0,0,0,0,5,1,acquired
c:885,Metaplace,CA,33.020832,-117.077311,2006,0.5041,,5,3,9400000,4,games_video,1,0,1,1,0,0,4,1,acquired
c:1704,TravelMuse,NY,37.402802,-122.117418,2007,0.0411,,9,3,5600000,4,web,0,0,1,1,0,0,2,1,acquired
c:5986,Jambool,CA,37.782101,-122.389519,2006,2.0027,,9,2,6000000,2,other,0,0,1,1,0,0,2.5,1,acquired
c:23756,Zipcar,Other,33.7862629,-84.3877936,2000,2.137,,35,4,60704370,3,other,1,0,0,1,0,1,2,1,acquired
c:43172,Hitpost,CA,37.78227879999999,-122.392978,2009,0.7534,,16,3,2000000,2,other,0,1,0,0,0,0,3.6667,1,acquired
c:20637,Home-Account,CA,37.778551,-122.391686,2008,0.4548,,5,2,1000000,3,other,1,0,1,0,0,0,5.5,1,acquired
c:20033,PayParade Pictures,Other,40.012771,-75.239234,2007,1.126,,3,2,200000,2,games_video,0,1,1,0,0,0,2,1,closed
c:13504,Planet Metrics,CA,37.628328,-122.420814,2007,1.8658,,2,1,2300000,2,other,0,0,1,0,0,0,2,1,closed
c:3185,kwiry,CA,37.7885714,-122.4035985,2006,2.2164,,5,1,1000000,4,mobile,0,0,1,0,0,0,1,1,closed
c:725,imeem,CA,37.779624,-122.391236,2003,0.8356,,13,5,24750000,3,other,1,1,1,1,0,0,2.4,1,acquired
c:13921,Amadesa,Other,42.055849,-87.694664,2005,2.5534,,15,2,12800000,1,software,0,0,1,1,0,0,2,1,closed
c:24549,Cast Iron Systems,CA,37.4305755,-122.0971389,2001,4.2384,,10,2,30500000,1,enterprise,0,0,0,0,0,1,4.5,1,acquired
c:5952,Aptera,CA,33.133524,-117.254593,2003,5.5671,,3,3,36300000,2,other,1,0,0,0,1,0,1.5,1,closed
c:43183,RentJuice,CA,37.779281,-122.419236,2008,2.1726,,7,3,6693782,3,other,1,0,0,0,0,0,1.6667,1,acquired
c:41968,Verari Systems,CA,32.901049,-117.192656,1996,11.4329,,1,1,20000000,0,other,0,0,0,0,1,0,5,1,closed
c:5485,Parascale,CA,37.316653,-122.05074,2005,3.4767,,8,1,11370000,3,other,0,0,1,0,0,0,2,1,acquired
c:9,Geni,CA,34.090368,-118.393064,2006,0.5863,,13,3,16500000,4,web,0,0,1,1,1,0,1.3333,1,acquired
c:15129,Zentact,CA,37.794891,-122.397901,2008,0,,3,1,250000,1,other,0,1,0,0,0,0,3,0,closed
c:339,Outside.in,NY,40.70438220000001,-73.9865717,2006,0.5041,,9,5,14400000,5,web,0,1,1,1,0,0,5.8,1,acquired
c:967,Salesforce Buddy Media,NY,40.756054,-73.986951,2007,0,,24,5,90000000,3,enterprise,1,0,1,1,1,1,3.8,1,acquired
c:2925,Vizu Corporation,CA,37.797435,-122.403175,2005,1.0164,,10,4,13075000,2,advertising,0,0,1,1,0,0,4,1,acquired
c:69834,DynamicOps,MA,42.504817,-71.195611,2008,3.1616,,6,2,16300000,2,enterprise,0,0,0,1,0,0,2,1,acquired
c:44434,Movero Technology,TX,30.409765000000004,-97.75101,2003,4.4521,,5,2,5992316,1,enterprise,1,0,1,0,0,0,2,0,acquired
c:40417,Elevation Pharmaceuticals,CA,32.962655,-117.189656,2007,3.0575,,2,4,89400001,0,biotech,1,0,1,1,0,0,4.3333,1,acquired
c:18897,Punch Entertainment,CA,37.4233698,-122.0986859,2005,0.8027,,4,1,1200000,1,software,0,0,1,0,0,0,1,0,closed
c:43416,Stickybits,NY,40.729839,-73.991781,2009,1.1836,,7,2,1900000,2,web,0,1,1,0,0,0,2.5,1,closed
c:23692,Ecast,CA,37.779281,-122.419236,1999,9.3534,,9,3,30300000,2,games_video,1,0,0,0,0,1,4.5,1,closed
c:28162,lifeIO,NY,40.730646,-73.986614,2006,2.0027,,4,1,500000,0,web,0,1,0,0,0,0,5,0,closed
c:1587,EdgeCast Networks,CA,34.049767,-118.459387,2006,0,,19,5,74000000,2,other,0,1,1,1,1,1,1.75,1,acquired
c:26988,Sirific Wireless,TX,32.945353999999995,-96.708874,2000,7.1205,,3,1,18800000,0,other,0,0,0,0,1,0,7,1,acquired
c:32094,ZoomSafer,Other,38.969532,-77.385948,2009,0.1616,,3,4,3350000,2,mobile,0,1,1,1,0,0,1.5,0,acquired
c:39364,AkaRx,Other,40.944543,-74.075419,2005,5.0192,,1,1,26100000,0,biotech,1,0,0,0,0,0,2,1,acquired
c:51623,Lama Lab,Other,40.441694,-79.990086,2009,1.411,,0,2,1213066,0,enterprise,1,0,0,0,0,0,1,1,closed
c:8676,Buysight,CA,37.425359,-122.1389633,2008,0.8438,,18,3,24030000,3,advertising,0,0,1,1,0,0,3.6667,1,acquired
c:767,TripIt,CA,37.764169,-122.402021,2006,0.4986,,14,3,13100000,5,other,0,1,0,1,1,0,1.6667,1,acquired
c:6011,Pinch Media,NY,40.757929,-73.985506,2008,0.0822,,6,3,560001,5,software,1,1,0,0,0,0,3.5,1,acquired
c:31794,Enstratius,Other,44.9773,-93.265469,2009,2.8493,,7,1,3500000,3,enterprise,0,0,1,0,0,0,2,1,acquired
c:10054,Jumptap,MA,42.368633,-71.075305,2005,0.1616,,45,7,121500000,3,mobile,1,0,1,1,1,1,4.5,1,acquired
c:14036,WiChorus,CA,37.40909600000001,-121.943191,2005,0.9726,,18,4,42500000,1,mobile,1,0,1,1,1,0,2.5,1,acquired
c:38123,Hatteras Networks,Other,35.996653,-78.901805,2000,5.4384,,26,2,36000000,1,software,1,0,0,0,0,1,3.5,1,acquired
c:16709,Focus,CA,37.793949,-122.398062,2005,2.5973,,7,1,12170000,2,enterprise,0,0,0,0,1,0,3,1,closed
c:46901,easy2comply (Dynasec),NY,40.730646,-73.986614,2002,5.7534,,4,1,1000000,2,software,0,0,1,0,0,0,3,1,acquired
c:13219,Clearwire,Other,30.6324797,-86.9843446,2003,4.6,,19,4,5700000000,2,mobile,0,0,0,0,0,0,4.25,1,acquired
c:44576,CREDANT Technologies,TX,32.960431,-96.83026,2001,6.9699,,6,1,5000000,2,other,0,0,0,0,1,0,5,1,acquired
c:55043,Exclusively.in,NY,40.750519,-73.993494,2010,0.8384,,4,2,18800000,1,other,0,0,1,1,0,0,2.5,1,acquired
c:31832,Avidia,CA,37.406914,-122.09037,2003,2.3452,,3,2,72300000,0,advertising,0,0,0,1,1,0,4.5,1,acquired
c:42672,Octavian,MA,42.479262,-71.152277,2003,2.4164,,2,2,15000000,1,software,0,0,1,1,0,0,2.5,1,closed
c:130,KickApps,NY,40.75166110000001,-73.9843328,2004,2.2521,,22,3,39007789,5,enterprise,0,0,1,1,1,0,3,1,acquired
c:60087,Localocracy,MA,42.360253,-71.058291,2009,0.3288,,4,3,172500,2,web,0,1,0,0,0,0,1,0,acquired
c:24853,Pixable,NY,40.730646,-73.986614,2009,1.6658,,23,2,6100000,2,other,0,0,1,1,0,0,1,1,acquired
c:14608,mFoundry,CA,37.862592,-122.493561,2004,2.2192,,7,3,40300000,5,mobile,1,0,0,1,1,0,4,1,acquired
c:65389,Bevvy,CA,34.098242,-118.35697,2011,0.3616,,9,1,100000,3,ecommerce,0,1,0,0,0,0,1,0,closed
c:1767,Livemocha,Other,47.6399006,-122.1914274,2007,0.3342,,14,5,19389998,2,other,1,0,1,1,1,0,1.5,1,acquired
c:6012,IronPort Systems,CA,37.626166,-122.411025,2000,2.4822,,21,2,61500000,3,other,0,0,0,1,0,1,4,1,acquired
c:44976,Crowdcast,CA,37.779281,-122.419236,2007,3.4411,,6,1,6000000,2,software,0,0,1,0,0,0,2,1,acquired
c:16611,Pictela,NY,40.756054,-73.986951,2008,0.2219,,8,4,3499997,3,advertising,1,0,1,0,0,0,1.5,1,acquired
c:975,Grouply,CA,37.502742,-122.211281,2006,1.2521,,13,3,2600000,2,other,0,1,1,0,0,0,3.6667,1,acquired
c:25713,Axiom Microdevices,CA,33.685697,-117.825982,2002,5.1068,,3,1,25000000,0,other,1,0,0,0,0,0,4,1,acquired
c:36151,ShoeDazzle,CA,34.019657,-118.487549,2009,0.7205,,17,4,66000000,4,other,1,0,1,1,1,0,2.3333,1,acquired
c:148576,LiftDNA,NY,40.74929,-73.981328,2009,1.4192,,5,2,1000000,1,advertising,0,1,0,0,0,0,3.5,0,acquired
c:73586,Onavo,CA,37.424298,-122.139809,2010,1.3288,,11,2,13000000,2,mobile,0,0,1,1,0,0,3,1,acquired
c:46070,Pyxis Mobile,MA,42.37564,-71.2358,1998,7.6932,,3,3,24150000,2,software,1,0,1,1,0,0,2.3333,1,closed
c:84867,Link_A_Media Devices,CA,37.354469,-121.990433,2004,5.8411,,4,3,47218498,0,other,1,0,0,0,1,1,3.3333,1,closed
c:12171,Guardium,MA,42.37564,-71.2358,2002,3.6137,,1,2,11800000,2,other,0,0,0,0,1,1,4.5,1,acquired
c:45413,Trooval,Other,35.96544,-115.106579,2008,1.5973,,2,2,2387481,1,other,1,0,0,0,0,0,1,1,closed
c:1285,Compete,MA,42.346743,-71.076632,2000,0.8356,,35,4,33000000,5,consulting,1,0,1,1,1,0,2.5,1,acquired
c:13730,Rollstream,Other,38.872668,-77.367981,2005,2.6712,,4,2,7500000,3,software,0,0,1,1,0,0,1.5,1,acquired
c:31936,NeoGuide Systems,CA,37.404788,-121.940842,2000,6.7479,,3,1,25000000,1,biotech,0,0,0,0,1,0,1,1,acquired
c:32011,Accept Software,CA,37.386778,-121.966277,2002,3.7096,,7,4,25305000,1,software,1,0,1,1,1,0,2,1,acquired
c:22203,Milo,CA,37.444531,-122.163352,2008,0.8356,,21,2,4950000,3,web,0,1,1,0,0,0,12.5,1,acquired
c:10512,Mimosa Systems,CA,37.37968400000001,-121.97514,2003,2.2712,,8,6,53816776,0,software,1,0,0,1,1,1,5,1,acquired
c:60436,Cloudmeter,CA,37.388869,-122.072353,2007,5.0767,,7,1,5000000,2,enterprise,0,0,1,0,0,0,1,0,acquired
c:5779,Zecter,CA,37.384756,-122.087712,2007,0,,9,3,2515000,3,other,1,1,1,0,0,0,1.6667,1,acquired
c:3413,Dimdim,MA,42.6161515,-71.3258687,2006,1.0849,,10,2,8400000,3,web,0,0,1,1,0,0,2,1,acquired
c:6049,TeleFlip,CA,34.01695,-118.451933,2004,2.5836,,5,2,4900000,3,mobile,0,0,1,1,0,0,1,1,closed
c:58998,MessageGate,Other,47.614422,-122.192337,2001,4.2959,,3,1,5000000,1,software,1,0,0,0,0,0,5,1,closed
c:39283,Cloverleaf Communications,NY,40.825655,-73.467622,2001,4.4904,,2,1,11000000,0,other,0,0,0,0,1,0,3,1,acquired
c:13681,SkyPilot Networks,CA,37.381876,-121.95993,2000,1.0027,,6,4,68400000,0,mobile,1,0,1,0,1,1,4,1,acquired
c:21762,Zencoder,CA,37.779281,-122.419236,2007,3.0877,,7,2,2000000,2,software,0,1,1,0,0,0,8.5,1,acquired
c:39801,Storm Exchange,NY,40.730646,-73.986614,2006,0.6685,,2,2,10800000,1,enterprise,1,0,1,0,0,0,2,1,closed
c:11307,Exaprotect,CA,37.419347,-122.089639,2004,2.5233,,5,1,7660000,3,other,0,0,1,0,0,0,6,1,acquired
c:37929,Akorri Networks,MA,42.537592,-71.51201,2005,0.3397,,5,4,48730000,3,software,1,0,1,1,1,0,3,1,acquired
c:47115,Giiv,CA,34.054935,-118.244476,2009,0,,1,2,3350000,1,other,0,1,1,0,0,0,2.5,1,closed
c:11817,MyShape,CA,34.141876,-118.132377,2003,3.8767,,3,4,28000000,2,ecommerce,1,0,0,1,1,0,3,1,closed
c:81476,BlackLocus,TX,30.2702703,-97.742204,2010,1.4959,,5,1,2500000,1,other,0,0,1,0,0,0,2,1,acquired
c:155,FeedBurner,Other,41.889474,-87.628912,2004,0.3315,,16,2,8000000,4,web,0,0,1,1,0,0,4,1,acquired
c:9822,DailyBurn,NY,40.73901,-73.997259,2007,0.5836,,6,2,540000,2,web,0,1,0,0,0,0,2.5,1,acquired
c:93,CastTV,CA,37.780716,-122.393913,2006,0,,4,2,3100000,4,games_video,0,1,1,0,0,0,2,1,acquired
c:37635,Venmo,NY,40.750519,-73.993494,2009,1.0904,,8,2,1200000,2,mobile,0,1,1,0,0,0,6,1,acquired
c:1627,WeShow,NY,40.752516,-73.973072,2007,0,,2,1,5000000,1,games_video,0,0,1,0,0,0,2,0,closed
c:15294,SenSage,CA,37.785655,-122.398393,2004,0.6658,,6,6,37079000,1,other,1,0,0,0,1,1,3.8,1,acquired
c:27163,Luminus Devices,MA,42.528635,-71.278022,2002,4.3315,,3,4,135826373,2,other,0,0,0,1,0,1,4.3333,1,acquired
c:77139,BestVendor,NY,40.728425,-73.999882,2011,0.2082,,3,4,4200000,3,software,0,1,1,0,0,0,3,1,acquired
c:80259,Eyeona,CA,37.222698,-121.979887,2011,0.7726,,3,1,2000000,2,web,0,0,0,0,0,0,1,0,closed
c:26806,ColdSpark,Other,39.937989,-105.058729,2001,5.0027,,3,1,6500000,1,software,1,0,0,0,0,0,1,1,acquired
c:18080,Etology,CA,37.561111,-122.270487,2005,1.4521,,0,1,4000000,0,web,0,0,1,0,0,0,3,0,closed
c:55592,Wander (f. YongoPal),CA,37.391642,-122.093935,2010,0.2466,,3,5,185000,1,mobile,1,1,0,0,0,0,2,1,closed
c:74928,CrowdCompass,Other,45.520247,-122.674195,2009,2.6959,,5,1,1300000,2,mobile,0,0,1,0,0,0,1,0,acquired
c:2731,Right Media,NY,40.74632,-73.982607,2003,3.7945,,21,1,45000000,0,advertising,0,0,0,1,0,0,1,0,acquired
c:1419,FiveRuns,TX,30.280148,-97.749908,2005,0.5808,,11,2,9200000,2,web,0,0,1,1,0,0,1,1,acquired
