Lot_Frontage,Lot_Area,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,BsmtFin_SF_1,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,1st_Flr_SF,2nd_Flr_SF,Full_Bath,Half_Bath,TotRms_AbvGrd,Fireplaces,Garage_Yr_Blt,Garage_Cars,Garage_Area,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,3Ssn_Porch,Screen_Porch,Yr_Sold,SalePrice
91,11643,5,5,1969,1969,500,0,748,1248,1338,1296,2,2,12,0,1969,4,968,0,0,0,0,0,2009,200000
62,8010,6,9,1958,2007,745,0,206,951,951,0,1,0,6,0,1985,2,480,0,0,42,0,0,2009,143500
90,10454,6,6,1957,1957,546,0,559,1105,1105,0,1,0,5,0,1957,1,308,0,0,0,0,0,2009,135000
64,8712,5,7,1957,2000,860,0,132,992,1306,0,1,0,5,0,1968,1,756,0,0,0,0,0,2009,153000
75.21066667,17600,6,5,1960,1960,1270,0,208,1478,1478,0,2,0,6,2,1960,2,498,0,40,0,0,0,2009,157500
80,9000,6,6,1958,1958,0,0,160,160,1142,0,1,0,5,1,1958,1,384,0,28,64,0,0,2009,113500
60,12144,5,7,1949,1950,375,0,457,832,1036,0,1,0,6,1,1949,1,288,0,28,0,0,0,2009,133000
60,8544,3,4,1950,1950,0,0,0,0,1040,0,2,0,6,0,1987,2,400,0,0,0,0,0,2009,92900
60,8064,6,5,1950,1950,621,0,174,795,765,368,1,0,5,0,1989,2,900,0,0,0,0,231,2009,128500
60,7200,4,5,1949,1950,0,0,0,0,1040,0,2,0,6,0,1956,2,420,0,0,0,0,0,2009,90000
60,7200,5,4,1950,1982,180,352,676,1208,1136,768,1,1,7,0,1950,1,240,0,0,168,0,0,2009,138000
71,7350,5,6,1958,1958,0,0,1041,1041,1041,0,1,0,6,0,1958,1,294,0,0,0,0,0,2009,128000
70,7560,5,6,1958,1965,504,0,525,1029,1339,0,1,0,6,0,1958,1,294,0,0,0,0,0,2009,139000
60,7200,5,7,1952,1952,630,102,0,732,732,0,1,0,4,0,1952,1,240,0,68,0,0,0,2009,118900
80,8000,5,5,1959,1959,433,95,0,528,1183,0,1,0,6,0,1959,1,288,0,0,0,0,0,2009,138000
70,7931,5,5,1959,1959,1148,0,0,1148,1148,0,1,0,6,0,1959,1,672,0,0,0,0,0,2009,132500
60,10800,4,7,1949,1996,0,0,832,832,832,629,2,0,6,0,1949,1,384,0,204,0,0,0,2009,133500
60,8064,6,7,1948,1994,120,0,744,864,1064,0,1,0,6,0,1994,2,576,180,36,0,0,0,2009,135000
76,7570,6,5,1964,1964,0,0,780,780,993,813,1,1,8,0,1964,2,483,0,55,0,0,0,2009,144750
75,8604,5,7,1978,1978,941,0,0,941,941,0,1,0,4,0,1978,2,564,0,40,0,0,0,2009,145000
80,7936,6,6,1963,1963,826,0,219,1045,1045,0,1,0,6,1,1963,1,264,0,0,0,0,0,2009,127000
60,6600,5,5,1962,1962,0,0,894,894,894,0,1,0,5,0,1962,1,308,0,0,0,0,0,2009,109500
61.77729258,3950,6,8,1926,2004,468,0,350,818,818,406,1,0,5,0,1926,1,210,0,0,116,0,0,2009,115000
60,10440,5,6,1910,1981,0,0,440,440,682,548,1,1,5,0,1966,2,440,74,0,128,0,0,2009,110000
68,4080,6,8,1935,1998,0,0,901,901,861,517,1,0,6,0,1920,1,162,54,0,40,0,0,2009,128900
57,10307,6,5,1910,1950,633,0,339,972,972,972,2,0,12,0,1920,2,324,0,28,169,0,0,2009,103500
52,5720,5,6,1941,1950,0,0,676,676,676,455,1,1,5,0,1941,1,200,26,0,0,0,0,2009,66500
90,15660,5,8,1910,2003,0,0,240,240,810,496,1,1,6,0,1959,2,472,0,0,0,0,0,2009,130000
90,9900,5,8,1910,2002,0,0,504,504,764,700,2,0,7,0,0,0,0,0,0,176,0,0,2009,129000
57,6406,5,6,1939,1950,421,0,269,690,868,690,1,1,7,1,1939,2,400,0,36,0,0,182,2009,150000
60,6600,5,4,1892,1965,0,0,994,994,1378,994,2,0,11,0,1985,1,432,0,287,0,0,0,2009,107500
63,7627,4,6,1920,1950,0,0,600,600,1101,600,2,0,8,0,0,0,0,0,0,148,0,0,2009,94550
60,7596,5,5,1952,1952,0,0,960,960,960,1000,2,0,10,0,1952,2,400,0,0,0,0,0,2009,124500
60,3378,7,8,1946,1992,0,0,651,651,707,682,1,1,6,2,1947,1,240,0,0,126,0,0,2009,135000
56,10134,5,5,1910,1950,0,0,801,801,801,646,1,0,6,0,0,0,0,80,0,244,0,0,2009,103000
60,6000,4,4,1953,1953,0,0,936,936,936,0,1,0,4,0,1974,2,576,0,32,112,0,0,2009,93000
50,6000,5,7,1950,1970,384,0,384,768,768,560,1,1,6,0,1950,1,308,0,12,0,0,0,2009,129500
50,6000,5,4,1954,1954,0,0,811,811,811,576,2,0,7,0,1954,1,256,0,0,0,0,0,2009,93000
62,7404,4,6,1920,1950,0,0,861,861,861,0,1,0,5,0,1920,2,288,0,0,128,0,0,2009,80000
50,5925,2,4,1940,1950,0,0,0,0,612,0,1,0,4,0,1965,1,308,0,0,25,0,0,2009,45000
50,5925,3,6,1910,1950,0,0,600,600,600,368,1,0,6,0,0,0,0,0,0,0,0,0,2009,37900
50,5784,5,8,1938,1996,0,0,190,190,886,0,1,0,4,0,1938,1,273,144,20,80,0,0,2009,91300
60,8520,5,8,1923,1950,0,0,624,624,792,0,1,0,5,0,1963,1,287,0,0,81,0,0,2009,99500
33,4456,4,5,1920,2008,0,0,736,736,736,716,2,0,8,0,0,0,0,0,0,102,0,0,2009,113000
60,9600,4,4,1910,1950,0,0,677,677,833,677,2,0,7,0,1974,2,720,0,0,160,0,0,2009,87500
50,3500,5,7,1947,1950,312,0,408,720,720,564,1,1,5,0,1948,1,240,0,35,0,0,0,2009,110000
90,8100,5,5,1898,1965,0,0,849,849,1075,1063,2,0,11,0,1910,2,360,40,156,0,0,0,2009,106000
65,11700,7,7,1880,2003,0,0,1240,1240,1320,1320,1,1,8,1,1950,4,864,181,0,386,0,0,2009,265979
70,8400,6,7,1900,1950,0,0,917,917,1090,917,2,0,8,0,1930,1,357,0,235,0,0,0,2009,160000
60,3600,6,7,1917,2007,0,0,624,624,664,624,1,0,5,1,1917,1,280,0,103,0,0,0,2009,119000
121,17671,8,9,1882,1986,216,0,700,916,916,826,1,1,8,1,1925,2,424,0,169,0,0,0,2009,168000
61.77729258,3300,4,3,1910,1950,0,0,624,624,816,0,1,0,5,1,0,0,0,0,33,0,0,0,2009,58500
50,9000,7,9,1920,1988,624,0,26,650,832,650,1,0,7,0,1930,2,324,0,0,0,0,0,2009,143000
60,7200,5,4,1910,2006,247,465,310,1022,1022,0,1,0,4,0,1956,1,280,0,30,226,0,0,2009,85000
98,8820,5,6,1890,1996,1088,0,0,1088,1188,561,1,0,7,0,1963,2,456,48,0,244,0,0,2009,124900
60,5400,6,6,1920,1950,0,0,972,972,1044,0,1,0,6,0,1920,1,207,0,0,176,0,0,2009,119000
60,9720,6,7,1910,2002,0,0,741,741,780,741,1,0,8,0,1950,3,640,0,0,238,0,0,2009,146500
60,7879,4,5,1920,1950,495,0,225,720,720,0,1,0,4,0,0,0,0,0,523,115,0,0,2009,34900
72,9392,3,3,1900,1950,0,0,245,245,797,0,1,0,5,0,0,0,0,0,36,94,0,0,2009,44000
144,21384,5,6,1923,2004,1309,0,15,1324,1072,504,1,1,6,1,1923,2,528,0,312,0,0,0,2009,223500
55.78947368,6615,6,6,1923,1950,0,0,1022,1022,1432,0,1,0,6,1,1923,1,216,266,61,0,0,0,2009,149000
55,7264,7,7,1925,2007,0,0,952,952,952,596,2,1,5,0,1978,2,672,74,0,0,0,144,2009,205000
50,4960,5,7,1930,1982,0,0,297,297,1001,653,2,0,7,1,1955,1,336,244,60,0,0,0,2009,137000
55.78947368,8854,6,6,1916,1950,0,0,952,952,952,0,1,0,4,1,1916,1,192,0,98,0,0,40,2009,121000
50,6000,4,6,1936,1950,672,0,0,672,757,567,1,0,6,0,1936,1,240,0,0,0,0,0,2009,128000
50,6000,6,9,1937,2000,0,0,698,698,786,390,1,0,4,0,1999,2,624,210,0,0,0,0,2009,134900
50,6000,5,8,1925,1997,0,0,884,884,884,464,1,0,5,1,1960,1,216,0,0,208,0,0,2009,117000
50,6000,6,6,1939,1950,0,0,780,780,825,587,1,0,6,1,1939,1,280,45,0,0,0,0,2009,132500
60,6000,5,5,1924,1950,220,0,248,468,822,320,1,0,6,0,1924,1,320,0,0,98,0,0,2009,93000
50,6000,6,7,1926,2004,0,0,884,884,904,0,1,0,4,0,1926,1,180,0,0,105,0,0,2009,119000
60,6911,5,5,1924,1950,405,0,740,1145,1301,0,1,0,5,0,1965,2,440,0,0,0,0,0,2009,100000
51,6120,5,6,1936,1950,0,0,927,927,1067,472,1,1,5,0,1995,2,576,112,0,0,0,0,2009,141500
51,6120,4,7,1935,1995,0,0,884,884,989,584,1,0,6,0,1935,1,240,0,0,54,0,120,2009,133000
51,6120,2,3,1936,1950,0,0,264,264,800,0,1,0,4,1,0,0,0,0,0,0,0,0,2009,60000
51,6120,5,7,1931,1993,209,0,506,715,875,0,1,0,5,0,1931,1,180,48,0,0,0,0,2009,105000
51,6120,5,6,1925,1999,0,0,960,960,995,0,1,0,5,0,1926,1,264,0,15,51,0,0,2009,115000
51,6120,5,6,1938,1950,273,0,679,952,994,588,2,0,6,1,1938,1,250,189,0,34,150,0,2009,150000
50,8635,5,5,1925,1950,134,0,938,1072,1072,0,1,0,5,0,1982,5,1184,0,0,105,0,0,2009,126500
55.78947368,11888,6,6,1916,1994,0,0,844,844,1445,689,2,0,10,0,1930,2,441,0,60,268,0,0,2009,214500
60,11414,7,8,1910,1993,0,0,728,728,1136,883,1,0,8,0,1997,2,532,509,135,0,0,0,2009,167500
57,8094,6,6,1915,1950,0,0,1048,1048,1048,720,2,0,8,0,1930,2,576,0,0,150,0,0,2009,155000
50,2500,7,8,1915,2005,299,0,611,910,916,910,1,1,7,1,1915,1,164,0,0,0,0,0,2009,155000
68,9928,7,8,1915,1994,0,0,672,672,1272,672,2,0,8,0,1915,1,216,24,28,0,0,0,2009,179900
92,5520,6,6,1912,1950,0,0,755,755,929,929,1,0,8,0,0,0,0,0,198,30,0,0,2009,104000
50,3000,5,1,1922,1950,0,0,1040,1040,1088,1040,2,0,11,0,0,0,0,0,56,0,0,0,2009,62500
57,6876,6,5,1927,1950,522,0,198,720,1146,784,2,0,8,0,1927,1,316,0,0,213,0,0,2009,149000
52,6240,4,5,1925,1950,152,0,628,780,848,0,1,0,5,0,1962,2,539,0,23,112,0,0,2009,103000
61.77729258,5775,6,7,1915,2002,0,0,483,483,741,686,1,0,7,0,1915,1,379,0,24,112,0,0,2009,123000
41,5852,7,5,1902,2000,169,0,851,1020,978,886,2,1,9,0,0,0,0,0,188,102,0,0,2009,97500
60,5160,6,6,1927,1950,0,0,1204,1204,1204,462,1,0,4,0,1927,1,384,0,0,148,0,0,2009,135000
86,5160,4,6,1923,1950,749,63,46,858,892,0,1,0,5,0,0,0,0,0,0,105,0,160,2009,70000
60,10320,6,7,1915,1965,276,262,160,698,754,649,1,1,7,0,1915,1,308,0,0,288,0,0,2009,116000
50,4280,4,9,1946,2001,0,0,560,560,704,0,1,0,4,0,1946,1,220,0,0,24,0,0,2009,88750
60,10800,5,5,1987,1988,1200,0,0,1200,1200,0,3,0,5,0,0,0,0,120,0,0,0,0,2009,179000
60,10800,5,5,1987,1988,1200,0,0,1200,1200,0,3,0,5,0,0,0,0,120,0,0,0,0,2009,179000
64.79428571,10547,5,5,1978,1978,1152,0,0,1152,1152,0,2,0,6,0,1960,1,252,0,0,0,0,0,2009,159900
64.79428571,10020,1,1,1922,1950,350,0,333,683,904,0,0,1,4,0,0,0,0,0,0,0,0,0,2009,61000
54,6629,6,6,1925,1950,551,0,121,672,697,672,2,0,6,0,1930,1,300,147,0,0,0,0,2009,103600
60,9780,5,3,1934,1950,0,0,585,585,687,425,2,0,6,0,1934,1,226,0,0,0,0,0,2009,63000
70,12886,5,6,1963,1999,444,0,76,520,1464,0,2,0,6,1,1997,2,480,302,0,0,0,100,2009,175000
80,8816,5,6,1963,1963,651,0,470,1121,1121,0,1,0,5,0,1963,2,480,0,80,0,0,0,2009,139000
70,11184,6,5,1978,1978,226,500,192,918,918,765,2,1,7,1,1978,2,440,243,0,0,0,0,2009,172500
75,11625,5,6,1967,1967,527,0,525,1052,1052,0,1,1,6,1,1984,1,668,0,215,0,0,0,2009,113500
65,7800,5,7,1967,2004,450,0,414,864,899,0,1,0,5,0,1967,1,288,64,0,0,0,0,2009,130000
74.55102041,8014,6,5,1978,1978,456,0,0,456,1034,0,1,0,5,1,1978,2,504,0,0,0,0,0,2009,149900
74.55102041,7252,5,5,1982,1982,685,0,173,858,858,0,1,0,5,0,1983,2,576,120,0,0,0,0,2009,134900
74,8740,5,6,1982,1982,672,0,168,840,860,0,1,0,4,0,1996,2,528,0,0,0,0,0,2009,137000
74.55102041,11616,5,5,1962,1962,170,670,252,1092,1092,0,1,0,6,1,1962,1,288,0,20,144,0,0,2009,139000
88,15400,5,5,1961,1961,0,0,552,552,904,611,2,0,8,1,1961,1,384,290,40,0,0,0,2009,165000
88,15312,6,5,1960,1960,588,0,550,1138,1138,0,1,0,6,1,1960,2,480,0,0,0,0,140,2009,148000
88.15,15584,5,5,1956,1956,0,0,825,825,2071,0,1,1,9,1,1956,1,336,131,28,0,0,0,2009,165000
74.55102041,9000,2,2,1947,1950,0,0,0,0,660,0,1,0,5,0,0,0,0,0,0,100,0,0,2009,63900
88.15,11250,4,5,1957,1989,0,0,1104,1104,1104,684,1,0,8,2,1957,1,304,120,0,0,0,0,2009,161500
65,25095,5,8,1968,2003,1324,0,113,1437,1473,0,1,0,5,2,1968,1,452,0,48,0,0,60,2009,143000
64.79428571,17140,4,6,1956,1956,1059,0,75,1134,1229,0,1,0,6,0,1956,1,284,0,0,0,0,0,2009,135000
64.79428571,12342,4,5,1940,1950,262,0,599,861,861,0,1,0,4,0,1961,2,539,158,0,0,0,0,2009,82500
88.15,10708,5,5,1955,1993,379,768,470,1617,1867,0,1,0,7,3,1955,1,303,476,0,0,0,142,2009,190000
64.79428571,13680,3,5,1955,1955,0,0,0,0,1733,0,2,0,8,1,1955,2,452,0,0,0,0,0,2009,139600
64.79428571,15635,4,5,1954,1954,0,0,0,0,1383,0,1,0,6,0,1980,2,498,0,0,90,0,110,2009,122000
73,9855,6,5,1956,1956,0,0,1436,1436,1689,0,1,0,7,1,1956,2,480,0,0,0,0,0,2009,127500
68,9571,5,5,1956,1956,257,0,816,1073,1073,0,1,0,5,0,1956,1,340,0,0,0,0,0,2009,121500
68,9571,5,3,1958,1958,0,0,1276,1276,1276,0,1,0,5,0,1958,1,350,0,0,0,0,0,2009,60000
50,9350,6,7,1946,1950,342,0,405,747,892,747,1,1,6,1,1946,1,240,0,50,0,0,0,2009,154400
50,9340,4,6,1941,1950,344,0,328,672,672,0,1,0,4,0,1941,1,234,0,113,0,0,0,2009,113000
62,7440,5,6,1954,1954,173,0,916,1089,1089,0,1,0,5,1,1954,1,252,328,0,0,0,0,2009,125000
64.79428571,11500,4,3,1957,1957,0,0,0,0,845,0,1,0,5,0,1957,1,290,186,0,0,0,0,2009,84000
42,4235,5,5,1984,1984,552,393,104,1049,1049,0,2,0,5,0,1984,1,266,0,105,0,0,0,2009,139500
60,11409,5,4,1949,2008,292,0,476,768,1148,568,1,1,8,1,1949,1,281,0,0,0,0,160,2009,131000
60,9060,6,5,1939,1950,204,0,356,560,698,560,1,0,6,0,1939,1,280,0,0,0,0,0,2009,105000
60,9084,4,5,1940,1950,0,0,755,755,755,755,1,0,7,1,1940,1,296,120,0,0,0,0,2009,108000
74,10778,7,6,1990,1991,460,286,308,1054,1061,0,1,1,4,0,1990,2,462,114,36,0,0,0,2009,162000
66,19255,6,5,1983,1983,70,450,0,520,1338,0,1,1,5,1,1983,2,576,0,0,0,0,0,2009,156500
79,12327,8,8,1983,2009,1441,0,55,1496,1496,636,1,1,5,1,1983,2,612,349,40,0,0,0,2009,316600
90,14684,7,7,1990,1991,485,177,1496,2158,2196,0,2,0,7,1,1990,3,701,84,70,0,0,0,2009,271900
75,9317,7,5,1993,1993,513,0,227,740,1006,769,2,1,7,1,1993,2,425,234,72,192,0,0,2009,213000
85,10560,7,5,1993,1994,474,0,605,1079,1079,800,2,1,8,1,1993,2,473,400,100,144,0,0,2009,239900
80,9828,8,5,1995,1995,584,0,544,1128,1142,878,2,1,8,1,1995,2,466,0,155,0,0,0,2009,239500
120,26400,5,7,1880,2007,0,0,0,0,1288,728,1,0,7,1,1900,2,576,0,0,0,0,0,2009,131000
64,7018,5,5,1979,1979,0,0,0,0,1535,0,2,0,8,0,1979,2,410,0,0,0,0,0,2009,118964
64,7018,5,5,1979,1979,1086,0,0,1086,1224,0,0,2,6,2,1979,2,528,120,0,0,0,0,2009,153337
64,7018,5,5,1979,1979,0,0,0,0,1114,1114,2,0,8,0,1979,2,720,73,0,0,0,0,2009,147983
64,7018,5,5,1979,1979,0,0,0,0,1535,0,2,0,8,0,1979,2,400,0,0,0,0,0,2009,118858
64,7018,5,5,1979,1979,0,0,0,0,1535,0,2,0,8,0,1979,2,400,0,0,0,0,0,2009,118858
64,7018,5,5,1979,1979,0,0,0,0,1120,1120,2,0,12,0,1979,2,528,154,0,0,0,0,2009,142953
64,7040,5,5,1979,1979,1094,0,0,1094,1229,0,0,2,6,2,1979,2,672,120,0,0,0,0,2009,148325
64,7007,5,5,1979,1979,0,0,0,0,1513,0,2,0,8,0,1979,2,400,0,0,0,0,0,2009,113722
70.66981132,11855,7,5,2000,2000,820,0,348,1168,1168,1619,4,2,8,2,2000,4,820,312,0,0,0,0,2009,269500
70.66981132,7939,7,5,2000,2000,820,0,348,1168,1168,1619,4,2,8,2,2000,4,820,312,0,0,0,0,2009,269500
70.66981132,7976,7,5,2000,2000,820,0,348,1168,1168,1619,4,2,8,2,2000,4,820,312,0,0,0,0,2009,269500
84,10933,9,5,2009,2009,1021,0,534,1555,1680,0,1,1,8,1,2009,3,1138,185,24,0,0,0,2009,323262
79,10637,8,5,2007,2008,1288,0,417,1705,1718,0,2,0,7,1,2007,3,826,208,44,0,0,0,2009,297000
61,10226,8,5,2008,2008,0,0,1622,1622,1630,0,2,0,8,1,2008,3,860,172,42,0,0,0,2009,295493
65,10816,9,5,2008,2008,1104,0,616,1720,1720,0,2,0,8,1,2008,3,846,208,104,0,0,0,2009,332000
71,9178,8,5,2008,2008,0,0,1468,1468,1468,0,2,0,6,1,2008,3,904,192,142,0,0,0,2009,239900
68,10769,8,5,2007,2007,20,0,846,866,866,902,2,1,7,0,2007,2,578,144,105,0,0,0,2009,212000
77,11422,8,5,2007,2008,1359,0,479,1838,1838,0,2,0,7,2,2007,2,524,154,222,0,0,0,2009,272500
122,11923,9,5,2007,2007,0,0,1800,1800,1800,0,2,0,7,0,2007,2,702,288,136,0,0,0,2009,239000
68,8814,7,5,2006,2006,1334,0,270,1604,1604,0,2,1,8,1,2006,2,660,123,110,0,0,0,2009,220000
64,6762,7,5,2007,2007,902,0,380,1282,1290,0,2,0,6,1,2007,2,662,168,0,0,0,0,2009,200000
95,10324,8,5,2008,2008,872,0,382,1254,1254,0,2,0,5,0,2008,3,810,168,92,0,0,0,2009,221800
64,7314,7,5,2007,2007,724,0,508,1232,1232,0,2,0,6,0,2007,2,632,132,0,0,0,0,2009,194500
78,11645,8,5,2005,2006,24,0,1474,1498,1498,0,2,0,7,1,2005,3,844,144,98,0,0,0,2009,237000
79,11646,6,5,2005,2006,0,0,704,704,704,718,2,1,7,1,2005,2,440,36,28,0,0,0,2009,173000
70.66981132,12800,7,5,1989,1989,1518,0,0,1518,1644,0,2,0,5,1,1989,2,569,80,0,0,0,396,2009,275000
88.15,16698,7,5,1992,1993,800,0,649,1449,944,815,2,1,7,1,1992,2,525,150,193,0,0,0,2009,233500
88.15,28698,5,5,1967,1967,249,764,0,1013,1160,966,2,1,7,0,1967,2,538,486,0,0,0,225,2009,185000
82,12464,5,5,1996,1996,732,0,308,1040,1040,0,1,0,6,0,2000,2,576,168,0,0,0,0,2009,152000
65,9757,5,7,1994,1994,755,0,235,990,990,0,1,0,5,0,1995,1,440,66,0,0,0,92,2009,143000
65,15426,6,5,1997,1997,821,0,107,928,928,836,2,1,7,0,1997,2,470,276,99,0,0,0,2009,231500
43,10667,7,6,1996,1996,385,344,70,799,827,834,2,1,6,1,1996,2,550,158,61,0,0,0,2009,212000
65,14753,7,5,1998,1998,950,0,513,1463,1463,0,2,0,5,0,1998,2,539,0,81,0,0,0,2009,207000
112,10859,5,5,1994,1995,0,0,1097,1097,1097,0,1,1,6,0,1995,2,672,392,64,0,0,0,2009,145000
60,8072,5,5,1994,1995,746,0,244,990,990,0,1,0,5,0,2000,2,480,0,64,0,0,0,2009,138000
80,10400,7,5,1998,1998,0,0,866,866,866,913,2,1,6,0,1998,2,546,198,36,0,0,0,2009,197900
78,10335,7,5,1999,1999,679,0,811,1490,1501,0,2,0,6,0,1999,2,577,144,29,0,0,0,2009,204000
68,9017,7,5,1999,1999,560,0,871,1431,1431,0,2,0,6,0,1999,2,666,0,35,0,0,0,2009,192000
70,8750,6,5,1998,1998,606,0,322,928,928,844,2,1,7,1,1998,2,492,150,96,0,0,0,2009,200000
68,8935,7,5,2002,2002,0,0,831,831,831,829,2,1,7,0,2002,2,493,144,68,0,0,0,2009,195000
67,9808,7,5,2002,2002,788,0,785,1573,1573,0,2,0,6,0,2002,2,544,0,72,0,0,0,2009,227000
79,12420,7,5,2001,2001,666,0,278,944,944,896,2,1,6,0,2001,2,622,0,45,0,0,0,2009,230000
67,16285,7,5,2001,2002,0,0,1413,1413,1430,0,2,0,6,0,2001,2,605,0,33,0,0,0,2009,187100
65,10739,7,5,2002,2001,1259,0,172,1431,1444,0,2,0,6,0,2002,2,577,144,40,0,0,0,2009,203000
75,11166,7,5,2001,2001,24,0,1468,1492,1492,0,2,0,6,1,2001,2,608,0,114,0,0,168,2009,201000
60,8430,5,5,1978,1978,616,0,424,1040,1040,0,2,0,5,0,0,0,0,0,0,0,0,0,2009,124000
71.33636364,16269,5,5,1978,1978,625,0,282,907,907,0,1,0,5,0,1978,1,343,72,0,0,0,0,2009,140000
76,6950,5,7,1979,1979,710,72,132,914,914,0,1,0,5,0,1979,2,444,0,0,0,0,0,2009,134900
61,8800,5,7,1977,2008,532,144,364,1040,1040,0,2,0,5,0,1977,2,484,0,0,0,0,288,2009,150500
71.33636364,7000,5,8,1978,2005,646,0,218,864,864,0,1,0,6,0,1978,1,336,0,0,0,0,0,2009,136500
71.33636364,9286,5,7,1977,1989,196,0,1072,1268,1268,0,1,1,5,0,1978,1,252,173,0,0,0,0,2009,143500
36,15523,5,6,1972,1972,460,0,404,864,864,0,1,0,5,1,1972,1,338,0,0,0,0,0,2009,133500
60,7200,5,5,1972,1972,777,0,117,894,894,0,1,0,6,0,1985,2,600,215,0,0,0,0,2009,123000
60,7200,5,8,1972,2003,660,0,108,768,768,0,1,0,5,0,1974,1,396,192,0,0,0,0,2009,133900
70,8445,5,7,1972,2007,656,0,112,768,768,0,1,0,5,0,1988,2,396,58,0,0,0,0,2009,133000
90,11664,7,5,2002,2002,1234,0,335,1569,1611,0,2,0,6,0,2002,3,1231,262,93,0,0,0,2009,250000
71.33636364,12334,8,5,2003,2003,0,0,1068,1068,1068,1116,2,1,8,1,2003,2,570,192,132,0,0,0,2009,254750
71.33636364,11838,8,5,2001,2001,0,0,1753,1753,1788,0,2,0,7,1,2001,2,522,202,151,0,0,0,2009,236500
71.33636364,11885,8,5,2001,2001,990,0,309,1299,1299,573,2,1,7,1,2001,2,531,160,122,0,0,0,2009,261500
71.33636364,11050,9,5,2000,2000,904,0,536,1440,1476,677,2,1,8,2,2000,3,736,253,142,0,0,0,2009,313000
70,8749,7,5,2002,2002,0,0,840,840,840,885,2,1,6,0,2002,2,550,0,48,0,0,0,2009,198500
71.33636364,11250,7,5,2001,2001,0,0,944,944,944,926,2,1,6,0,2001,2,608,256,43,0,0,0,2009,211000
90,15750,8,5,1999,2000,1246,0,216,1462,1513,0,2,0,5,1,1999,2,521,135,34,0,0,0,2009,220000
73,11883,7,5,1996,1996,690,0,814,1504,1504,0,2,0,6,1,1996,2,478,115,66,0,0,0,2009,203000
71.33636364,12782,8,5,2002,2003,1360,0,462,1822,1828,0,2,0,7,1,2002,2,523,194,144,0,0,0,2009,279500
70,8750,7,5,1997,1998,1111,0,306,1417,1417,0,2,0,7,1,1997,2,511,60,0,0,0,117,2009,210000
71.33636364,9375,7,5,1997,1998,739,0,318,1057,1057,977,2,1,8,0,1998,2,645,576,36,0,0,0,2009,219500
70,8750,7,5,1996,1996,0,0,880,880,909,807,2,1,7,1,1996,2,512,0,120,0,0,0,2009,191000
70,9100,7,5,2001,2001,0,0,1212,1212,1212,0,2,0,6,0,2001,2,573,356,0,0,0,0,2009,178000
75,9750,7,5,2000,2001,0,0,1630,1630,1630,0,2,0,6,1,2000,2,451,74,234,0,0,0,2009,213000
71.33636364,4435,6,5,2003,2004,685,0,163,848,848,0,1,0,4,0,2003,2,420,140,0,0,0,0,2009,144000
71.33636364,4435,6,5,2003,2003,685,0,163,848,848,0,1,0,4,0,2003,2,420,140,0,0,0,0,2009,140000
85,10200,8,5,2007,2007,1478,0,100,1578,1602,0,2,0,7,1,2007,3,810,0,48,0,0,195,2009,293200
65,9313,7,5,2004,2004,0,0,864,864,864,864,2,1,7,0,2004,2,572,187,56,0,0,0,2009,190000
63,8487,7,5,2004,2004,20,0,1480,1500,1500,0,2,0,6,0,2004,2,570,192,36,0,0,0,2009,190000
64,8633,6,5,2005,2005,193,0,545,738,738,738,2,1,7,0,2005,2,540,100,35,0,0,0,2009,173500
85,11069,6,5,2007,2007,0,0,608,608,608,788,2,1,6,1,2007,2,440,100,36,0,0,0,2009,170000
67,8777,4,5,1949,2003,0,0,0,0,1126,0,2,0,5,0,2002,2,520,0,96,0,0,0,2009,108000
75,9937,5,7,1964,1999,637,0,849,1486,1486,0,1,0,7,0,1968,2,480,0,0,0,0,0,2009,167000
67,8877,4,6,1938,1958,690,0,126,816,816,0,1,0,3,1,1958,1,288,0,0,0,0,0,2009,100000
64,7301,7,5,2003,2003,0,0,0,0,495,1427,3,0,7,1,2003,2,672,0,0,177,0,0,2009,198500
75,7950,6,6,1977,1977,535,0,155,690,698,728,1,1,6,0,1977,2,440,252,0,0,0,0,2009,159500
80,10682,4,6,1960,1971,399,0,615,1014,1149,0,1,0,7,0,1968,1,544,0,240,0,0,0,2009,127000
72,7200,6,6,1976,1976,631,0,410,1041,1125,0,1,0,6,1,1977,1,352,296,0,0,0,0,2009,125000
86,13286,9,5,2007,2008,1234,0,464,1698,1698,0,2,0,8,1,2007,3,768,327,64,0,0,0,2009,320000
35,3675,6,5,2005,2006,547,0,0,547,1072,0,1,0,5,0,2005,2,525,0,28,0,0,0,2009,145500
50,9405,5,9,1947,2008,0,0,698,698,698,0,1,0,4,0,0,0,0,0,200,0,0,0,2009,118000
64,6410,4,5,1959,1959,332,243,301,876,876,0,1,0,5,0,1959,1,320,0,0,0,0,0,2009,85000
70,11767,5,5,1950,1950,1078,0,0,1078,1368,0,1,0,6,0,1950,1,195,0,41,211,0,0,2009,120000
50,8405,4,3,1945,1950,0,0,0,0,1088,441,2,0,9,0,1945,1,240,92,0,185,0,0,2009,98000
56,4060,5,8,1922,1950,0,0,864,864,864,0,1,0,4,0,0,0,0,0,96,0,0,0,2009,99900
74,10206,3,3,1952,1952,0,0,0,0,944,0,1,0,4,0,1956,2,528,0,0,0,0,0,2009,82000
