IsCanceled,LeadTime,Adults,Children,Country,CustomerType,ADR,Hotel,book_id,ArrivalDate
0,0,1,0,IRL,Transient-Party,34,Resort,RTransient-Party2016November17-15,11/17/2016
0,0,1,0,PRT,Transient,50,Resort,RTransient2016November23-11,11/23/2016
0,33,2,0,PRT,Transient,56,Resort,RTransient2016November25-37,11/25/2016
0,1,2,0,FRA,Transient,48,Resort,RTransient2016November29-18,11/29/2016
0,6,2,0,GBR,Transient,35.99,Resort,RTransient2016November22-22,11/22/2016
0,128,2,0,PRT,Transient-Party,64,Resort,RTransient-Party2016December3-31,12/3/2016
0,29,2,0,PRT,Transient-Party,49.74,Resort,RTransient-Party2016December2-6,12/2/2016
0,22,2,0,PRT,Transient,0,Resort,RTransient2016December6-16,12/6/2016
0,14,2,0,ESP,Transient-Party,84,Resort,RTransient-Party2016December5-24,12/5/2016
0,82,1,0,ESP,Transient-Party,33.3,Resort,RTransient-Party2016December7-5,12/7/2016
0,128,2,0,GBR,Transient,36.04,Resort,RTransient2016December8-30,12/8/2016
0,2,2,0,PRT,Transient,0,Resort,RTransient2016December12-9,12/12/2016
0,1,1,0,PRT,Transient,49,Resort,RTransient2016December12-13,12/12/2016
0,36,1,0,ITA,Transient-Party,43,Resort,RTransient-Party2016December12-1,12/12/2016
0,1,1,0,PRT,Transient,30,Resort,RTransient2016December14-24,12/14/2016
0,67,2,0,NLD,Transient,55.8,Resort,RTransient2016December9-19,12/9/2016
0,0,2,0,PRT,Transient,44,Resort,RTransient2016December17-26,12/17/2016
0,0,2,0,PRT,Transient,50,Resort,RTransient2016December18-13,12/18/2016
0,9,1,0,PRT,Transient,39,Resort,RTransient2016December21-15,12/21/2016
0,15,1,0,PRT,Transient,27,Resort,RTransient2016December20-25,12/20/2016
0,3,1,0,PRT,Transient,50,Resort,RTransient2017March27-52,3/27/2017
0,83,2,1,MYS,Transient,87,Resort,RTransient2016December23-22,12/23/2016
0,25,2,0,FIN,Transient,68.67,Resort,RTransient2016December20-28,12/20/2016
0,36,2,0,PRT,Transient,80,Resort,RTransient2016December23-29,12/23/2016
0,41,2,2,GBR,Transient,101.31,Resort,RTransient2016December21-26,12/21/2016
0,103,2,0,PRT,Transient,62,Resort,RTransient2016December27-20,12/27/2016
0,31,1,0,FRA,Transient,77.14,Resort,RTransient2016December22-33,12/22/2016
0,63,2,0,BEL,Transient,53.33,Resort,RTransient2016December25-16,12/25/2016
0,71,2,0,PRT,Transient-Party,83.6,Resort,RTransient-Party2017January1-1,1/1/2017
0,31,2,0,PRT,Transient-Party,305,Resort,RTransient-Party2016December30-31,12/30/2016
0,196,2,0,PRT,Transient-Party,114,Resort,RTransient-Party2016December30-56,12/30/2016
0,196,2,0,PRT,Transient-Party,114,Resort,RTransient-Party2016December30-66,12/30/2016
0,8,2,0,PRT,Transient,0,Resort,RTransient2017January4-14,1/4/2017
0,0,1,0,PRT,Transient,77,Resort,RTransient2017March20-6,3/20/2017
0,0,2,0,PRT,Transient,64,Resort,RTransient2017January4-16,1/4/2017
0,154,2,0,FRA,Transient,37.8,Resort,RTransient2017January5-12,1/5/2017
0,1,2,0,PRT,Transient,44,Resort,RTransient2017January6-7,1/6/2017
0,54,2,2,USA,Transient,215.25,Resort,RTransient2016December30-66,12/30/2016
0,15,2,0,ESP,Transient-Party,80.4,Resort,RTransient-Party2017January6-10,1/6/2017
0,20,2,1,PRT,Transient-Party,100,Resort,RTransient-Party2017January6-13,1/6/2017
0,3,2,0,ESP,Transient,34,Resort,RTransient2017January8-14,1/8/2017
0,14,2,0,FRA,Transient,48,Resort,RTransient2017January8-23,1/8/2017
0,6,2,0,PRT,Transient-Party,34,Resort,RTransient-Party2017January10-5,1/10/2017
0,72,2,0,GBR,Transient-Party,44.64,Resort,RTransient-Party2017January7-8,1/7/2017
0,4,1,0,PRT,Transient-Party,68,Resort,RTransient-Party2017January14-1,1/14/2017
0,4,2,0,PRT,Transient-Party,100,Resort,RTransient-Party2017January14-15,1/14/2017
0,1,1,0,PRT,Transient,35,Resort,RTransient2017January17-13,1/17/2017
0,3,2,0,ESP,Transient,65,Resort,RTransient2017January17-15,1/17/2017
0,40,1,0,PRT,Transient-Party,55,Resort,RTransient-Party2017January16-33,1/16/2017
0,40,1,0,PRT,Transient-Party,55,Resort,RTransient-Party2017January16-64,1/16/2017
0,0,2,0,FRA,Transient,77,Resort,RTransient2017January19-19,1/19/2017
0,0,1,0,PRT,Transient,30,Resort,RTransient2017January24-22,1/24/2017
0,2,1,0,PRT,Transient-Party,35,Resort,RTransient-Party2017January25-7,1/25/2017
0,1,2,0,PRT,Transient,48,Resort,RTransient2017January26-16,1/26/2017
0,1,2,0,IRL,Transient,41,Resort,RTransient2017January27-21,1/27/2017
0,17,2,0,PRT,Transient-Party,36,Resort,RTransient-Party2017January28-3,1/28/2017
0,0,2,0,ITA,Transient-Party,45,Resort,RTransient-Party2017January29-7,1/29/2017
0,24,2,0,ESP,Transient,48,Resort,RTransient2017January28-36,1/28/2017
0,7,1,0,DEU,Transient,40.11,Resort,RTransient2017January31-23,1/31/2017
0,177,2,0,BEL,Transient,55.8,Resort,RTransient2017January31-28,1/31/2017
0,2,2,0,ESP,Transient-Party,80,Resort,RTransient-Party2017February3-7,2/3/2017
0,80,2,0,CHN,Transient-Party,63.65,Resort,RTransient-Party2017February4-18,2/4/2017
0,0,1,0,PRT,Transient-Party,30,Resort,RTransient-Party2017February7-2,2/7/2017
0,0,2,0,PRT,Transient,47,Resort,RTransient2017February6-24,2/6/2017
0,10,2,0,PRT,Transient-Party,90,Resort,RTransient-Party2017February6-19,2/6/2017
0,0,2,0,PRT,Transient,60,Resort,RTransient2017February7-19,2/7/2017
0,0,2,0,PRT,Transient,38.4,Resort,RTransient2017February8-19,2/8/2017
0,15,1,0,GBR,Transient,58.4,Resort,RTransient2017February6-26,2/6/2017
0,4,1,0,PRT,Transient,35,Resort,RTransient2017February7-25,2/7/2017
0,18,2,0,PRT,Transient,35.11,Resort,RTransient2017February11-27,2/11/2017
0,14,2,0,PRT,Transient,80,Resort,RTransient2017February10-72,2/10/2017
0,5,2,0,PRT,Transient,55,Resort,RTransient2017February10-74,2/10/2017
0,32,2,0,FRA,Transient-Party,68,Resort,RTransient-Party2017February8-6,2/8/2017
0,0,2,0,PRT,Transient,8,Resort,RTransient2017February17-22,2/17/2017
0,5,2,0,PRT,Transient,97.6,Resort,RTransient2017February12-25,2/12/2017
0,94,2,0,GBR,Transient-Party,62,Resort,RTransient-Party2017February13-10,2/13/2017
0,94,2,0,GBR,Transient-Party,62,Resort,RTransient-Party2017February13-14,2/13/2017
0,35,3,1,NLD,Transient,93,Resort,RTransient2017February17-29,2/17/2017
0,24,2,0,GBR,Transient,60,Resort,RTransient2017February17-42,2/17/2017
0,5,2,0,GBR,Transient,64.7,Resort,RTransient2017February20-33,2/20/2017
0,134,2,0,GBR,Transient,42.97,Resort,RTransient2017February20-35,2/20/2017
0,69,1,0,ITA,Transient-Party,42,Resort,RTransient-Party2017February19-19,2/19/2017
0,1,2,0,PRT,Transient,0,Resort,RTransient2017August31-13,8/31/2017
0,22,2,0,ESP,Transient-Party,60,Resort,RTransient-Party2017February23-31,2/23/2017
0,70,3,0,GBR,Transient-Party,58,Resort,RTransient-Party2017February22-38,2/22/2017
0,3,2,0,PRT,Transient,43.2,Resort,RTransient2017February26-22,2/26/2017
0,4,2,1,PRT,Transient,82.33,Resort,RTransient2017February25-62,2/25/2017
0,8,2,0,ESP,Transient,52,Resort,RTransient2017February25-69,2/25/2017
0,61,2,0,DEU,Transient,65,Resort,RTransient2017February22-32,2/22/2017
0,48,2,0,FIN,Transient,49.74,Resort,RTransient2017February28-34,2/28/2017
0,93,2,0,IND,Transient,62,Resort,RTransient2017February26-35,2/26/2017
0,4,2,2,GBR,Transient,74,Resort,RTransient2017February27-20,2/27/2017
0,1,1,0,DEU,Transient-Party,68,Resort,RTransient-Party2017March2-7,3/2/2017
0,11,2,0,PRT,Transient,75,Resort,RTransient2017March4-13,3/4/2017
0,7,2,0,BEL,Transient-Party,37,Resort,RTransient-Party2017March2-66,3/2/2017
0,155,2,0,NOR,Transient,45,Resort,RTransient2017February15-28,2/15/2017
0,1,1,0,PRT,Transient,45,Resort,RTransient2017March7-19,3/7/2017
0,171,2,0,DEU,Transient-Party,73,Resort,RTransient-Party2017March5-30,3/5/2017
0,1,2,0,PRT,Transient,90,Resort,RTransient2017March11-12,3/11/2017
0,112,2,0,CHN,Transient-Party,50,Resort,RTransient-Party2017March13-6,3/13/2017
0,112,2,0,CHN,Transient-Party,50,Resort,RTransient-Party2017March13-7,3/13/2017
0,146,2,0,CHN,Transient-Party,50,Resort,RTransient-Party2017March13-19,3/13/2017
0,112,2,0,CHN,Transient,50,Resort,RTransient2017March13-16,3/13/2017
0,0,1,0,PRT,Transient,32,Resort,RTransient2017March14-18,3/14/2017
0,1,2,0,ESP,Transient,63,Resort,RTransient2017March14-22,3/14/2017
0,60,2,0,BRA,Transient,105.25,Resort,RTransient2017March13-31,3/13/2017
0,339,2,0,PRT,Transient-Party,64,Resort,RTransient-Party2017March11-30,3/11/2017
0,9,2,0,ESP,Group,79,Resort,RGroup2017March18-2,3/18/2017
0,126,2,0,CN,Transient,47,Resort,RTransient2017March8-18,3/8/2017
0,0,1,0,PRT,Transient,0,Resort,RTransient2017March21-6,3/21/2017
0,156,2,0,DEU,Transient-Party,34,Resort,RTransient-Party2017March19-25,3/19/2017
0,49,1,0,ESP,Transient,55,Resort,RTransient2017March29-26,3/29/2017
0,18,2,0,GBR,Transient,80,Resort,RTransient2017March28-25,3/28/2017
0,103,1,0,IRL,Transient,42,Resort,RTransient2017March31-49,3/31/2017
0,1,1,0,PRT,Transient-Party,61.6,Resort,RTransient-Party2017April4-3,4/4/2017
0,1,1,0,PRT,Transient,45,Resort,RTransient2017April4-10,4/4/2017
0,15,1,0,PRT,Transient-Party,90,Resort,RTransient-Party2017March30-9,3/30/2017
0,152,1,0,GBR,Transient-Party,42,Resort,RTransient-Party2017April5-15,4/5/2017
0,152,1,0,GBR,Transient-Party,43.75,Resort,RTransient-Party2017April5-17,4/5/2017
0,152,2,0,GBR,Transient-Party,60,Resort,RTransient-Party2017April5-59,4/5/2017
0,205,1,0,GBR,Transient,35.34,Resort,RTransient2017April5-21,4/5/2017
0,35,2,0,CHN,Transient,75,Resort,RTransient2017April8-37,4/8/2017
0,80,2,0,GBR,Transient-Party,0.26,Resort,RTransient-Party2017March5-61,3/5/2017
0,7,2,0,GBR,Transient-Party,105,Resort,RTransient-Party2017April11-8,4/11/2017
0,9,2,0,ESP,Transient,97,Resort,RTransient2017April10-30,4/10/2017
0,351,2,0,DEU,Transient-Party,82,Resort,RTransient-Party2017April8-24,4/8/2017
0,44,2,2,HUN,Transient,148.57,Resort,RTransient2017April8-47,4/8/2017
0,28,2,0,FIN,Transient,115,Resort,RTransient2017April16-27,4/16/2017
0,7,1,0,PRT,Transient-Party,45,Resort,RTransient-Party2017April18-2,4/18/2017
0,1,2,0,PRT,Transient,108,Resort,RTransient2017April17-42,4/17/2017
0,23,2,0,GBR,Transient-Party,99,Resort,RTransient-Party2017April20-6,4/20/2017
0,95,2,0,GBR,Contract,50.85,Resort,RContract2017April15-3,4/15/2017
0,4,1,0,PRT,Transient,72,Resort,RTransient2017April24-8,4/24/2017
0,63,2,0,GBR,Contract,42.95,Resort,RContract2017April18-2,4/18/2017
0,60,1,0,ITA,Transient-Party,85,Resort,RTransient-Party2017April17-11,4/17/2017
0,203,2,0,AUT,Transient-Party,90,Resort,RTransient-Party2017April25-10,4/25/2017
0,237,2,0,AUT,Transient-Party,90,Resort,RTransient-Party2017April25-11,4/25/2017
0,203,2,0,AUT,Transient-Party,90,Resort,RTransient-Party2017April25-25,4/25/2017
0,31,2,0,DEU,Transient-Party,93,Resort,RTransient-Party2017April23-13,4/23/2017
0,288,2,0,SWE,Transient,131,Resort,RTransient2017April20-20,4/20/2017
0,276,1,0,SWE,Transient-Party,73.71,Resort,RTransient-Party2017April22-55,4/22/2017
0,8,2,0,GBR,Transient-Party,113,Resort,RTransient-Party2017April27-6,4/27/2017
0,5,2,0,GBR,Transient,93.29,Resort,RTransient2017April27-29,4/27/2017
0,0,2,0,PRT,Transient,88.2,Resort,RTransient2017April28-30,4/28/2017
0,131,2,0,FRA,Transient,152.33,Resort,RTransient2017April28-39,4/28/2017
0,202,2,0,BRA,Transient-Party,62,Resort,RTransient-Party2017May4-11,5/4/2017
0,202,2,0,PRT,Transient,62,Resort,RTransient2017May4-33,5/4/2017
0,87,2,0,IRL,Transient,50,Resort,RTransient2017April30-35,4/30/2017
0,261,2,0,GBR,Contract,40.95,Resort,RContract2017April30-7,4/30/2017
0,199,1,0,GBR,Transient-Party,54.71,Resort,RTransient-Party2017April30-27,4/30/2017
0,76,2,0,FRA,Transient,105,Resort,RTransient2017May8-22,5/8/2017
0,302,2,0,GBR,Transient-Party,81,Resort,RTransient-Party2017May9-43,5/9/2017
0,296,2,0,GBR,Contract,40.95,Resort,RContract2017May4-8,5/4/2017
0,228,2,0,GBR,Transient,81,Resort,RTransient2017May5-56,5/5/2017
0,156,1,0,IRL,Transient-Party,60,Resort,RTransient-Party2017May8-30,5/8/2017
0,32,2,0,GBR,Transient,89,Resort,RTransient2017May14-24,5/14/2017
0,289,2,0,GBR,Contract,72.95,Resort,RContract2017May11-5,5/11/2017
0,1,2,0,ESP,Transient,127,Resort,RTransient2017May20-24,5/20/2017
0,243,1,0,GBR,Transient,36.2,Resort,RTransient2017May16-21,5/16/2017
0,181,2,0,GBR,Contract,52.85,Resort,RContract2017May16-2,5/16/2017
0,0,2,0,PRT,Transient-Party,60,Resort,RTransient-Party2017May22-11,5/22/2017
0,239,2,0,FRA,Transient,101.28,Resort,RTransient2017May18-22,5/18/2017
0,283,2,0,GBR,Contract,40.95,Resort,RContract2017May15-6,5/15/2017
0,42,2,1,IND,Transient,176,Resort,RTransient2017May21-20,5/21/2017
0,72,2,0,CN,Transient-Party,85,Resort,RTransient-Party2017May23-6,5/23/2017
0,71,2,0,GBR,Transient,130,Resort,RTransient2017May26-18,5/26/2017
0,203,2,0,GBR,Transient-Party,55,Resort,RTransient-Party2017May25-49,5/25/2017
0,16,2,1,IND,Transient,137.9,Resort,RTransient2017May25-43,5/25/2017
0,2,2,0,GBR,Transient,92,Resort,RTransient2017May28-39,5/28/2017
0,151,2,0,IRL,Transient,112.5,Resort,RTransient2017May26-26,5/26/2017
1,258,2,0,PRT,Transient,68.95,Resort,RTransient2017May31-35,5/31/2017
0,203,2,0,GBR,Transient-Party,59.71,Resort,RTransient-Party2017May25-74,5/25/2017
0,174,2,0,CN,Transient,63,Resort,RTransient2017May28-62,5/28/2017
0,353,2,0,GBR,Transient,68,Resort,RTransient2017May25-50,5/25/2017
0,352,2,0,GBR,Transient,66,Resort,RTransient2017May25-52,5/25/2017
0,199,3,0,CN,Transient,92.55,Resort,RTransient2017May28-76,5/28/2017
0,2,2,0,GBR,Transient,115,Resort,RTransient2017May29-25,5/29/2017
0,14,2,0,ESP,Transient,97,Resort,RTransient2017June2-45,6/2/2017
0,91,2,2,IRL,Transient,153,Resort,RTransient2017June2-48,6/2/2017
0,83,2,0,USA,Transient,137,Resort,RTransient2017June2-51,6/2/2017
0,223,2,0,GBR,Transient,118.7,Resort,RTransient2017May28-84,5/28/2017
0,0,1,0,GBR,Transient,113,Resort,RTransient2017June1-55,6/1/2017
0,140,2,2,GBR,Transient,215.5,Resort,RTransient2017May28-88,5/28/2017
0,251,1,2,GBR,Transient,83.7,Resort,RTransient2017May31-53,5/31/2017
0,90,2,0,RUS,Transient,157,Resort,RTransient2017June1-61,6/1/2017
0,142,2,0,PRT,Contract,98.4,Resort,RContract2017June2-2,6/2/2017
0,0,1,0,PRT,Transient,75,Resort,RTransient2017June8-37,6/8/2017
0,254,2,0,IRL,Transient,125,Resort,RTransient2017June2-73,6/2/2017
0,322,2,0,IRL,Transient,74.25,Resort,RTransient2017June6-25,6/6/2017
0,176,3,0,IRL,Transient,142.5,Resort,RTransient2017June6-26,6/6/2017
0,319,2,0,IRL,Transient,74.25,Resort,RTransient2017June3-70,6/3/2017
0,41,2,0,IRL,Transient-Party,172,Resort,RTransient-Party2017June3-12,6/3/2017
0,33,2,0,PRT,Transient,130,Resort,RTransient2017June10-25,6/10/2017
0,15,2,0,ARG,Transient,153.5,Resort,RTransient2017June9-35,6/9/2017
0,16,2,0,PRT,Transient,170,Resort,RTransient2017June9-38,6/9/2017
0,27,2,0,ITA,Transient,106.4,Resort,RTransient2017June14-28,6/14/2017
0,0,1,0,PRT,Transient,0,Resort,RTransient2017June15-30,6/15/2017
0,0,2,0,PRT,Transient,135,Resort,RTransient2017June16-31,6/16/2017
0,25,2,0,PRT,Transient,205.67,Resort,RTransient2017June15-34,6/15/2017
0,0,2,0,FIN,Transient,115,Resort,RTransient2017June18-29,6/18/2017
0,225,2,0,GBR,Transient,100.71,Resort,RTransient2017June14-42,6/14/2017
0,143,2,0,SWE,Transient,129,Resort,RTransient2017June21-17,6/21/2017
0,257,2,0,GBR,Transient,61.2,Resort,RTransient2017June10-52,6/10/2017
0,241,2,0,GBR,Transient,113.7,Resort,RTransient2017June16-47,6/16/2017
0,7,2,0,PRT,Transient,128.25,Resort,RTransient2017June23-25,6/23/2017
0,150,2,0,IRL,Transient,91.85,Resort,RTransient2017June13-38,6/13/2017
0,20,2,0,GBR,Transient,140,Resort,RTransient2017June22-39,6/22/2017
0,8,1,0,PRT,Transient-Party,120,Resort,RTransient-Party2017June29-1,6/29/2017
0,1,1,0,PRT,Transient,112.4,Resort,RTransient2017June30-27,6/30/2017
0,112,3,0,CN,Transient,166,Resort,RTransient2017June28-16,6/28/2017
0,44,2,0,GBR,Transient,108.97,Resort,RTransient2017June22-48,6/22/2017
0,289,2,0,GBR,Contract,100.2,Resort,RContract2017June23-6,6/23/2017
0,303,2,0,GBR,Contract,84.8,Resort,RContract2017June30-2,6/30/2017
0,62,2,0,ESP,Transient,216,Resort,RTransient2017July5-21,7/5/2017
0,172,2,0,PRT,Transient,110.94,Resort,RTransient2017June27-24,6/27/2017
0,244,2,0,GBR,Transient,101,Resort,RTransient2017July1-62,7/1/2017
0,288,2,0,PRT,Transient,115.68,Resort,RTransient2017July3-44,7/3/2017
0,1,2,0,PRT,Transient,123.6,Resort,RTransient2017July7-15,7/7/2017
0,8,3,0,IRL,Transient,193,Resort,RTransient2017July4-24,7/4/2017
0,1,3,1,PRT,Transient,257.6,Resort,RTransient2017July3-48,7/3/2017
0,8,2,0,ESP,Transient,199,Resort,RTransient2017July7-20,7/7/2017
0,272,2,0,IRL,Transient,135.9,Resort,RTransient2017July6-33,7/6/2017
0,130,2,0,TWN,Transient-Party,160,Resort,RTransient-Party2017July9-9,7/9/2017
0,5,2,2,NGA,Transient,260,Resort,RTransient2017July8-28,7/8/2017
0,12,1,0,PRT,Transient-Party,142,Resort,RTransient-Party2017July11-2,7/11/2017
0,2,2,1,FRA,Transient,154,Resort,RTransient2017July11-35,7/11/2017
0,183,2,0,IRL,Transient,139.78,Resort,RTransient2017July5-35,7/5/2017
0,164,2,0,PRT,Transient,140,Resort,RTransient2017July4-43,7/4/2017
0,0,2,2,PRT,Transient,230,Resort,RTransient2017July15-40,7/15/2017
0,139,2,0,GBR,Contract,107.71,Resort,RContract2017July10-3,7/10/2017
0,0,3,0,USA,Transient,160,Resort,RTransient2017July16-27,7/16/2017
0,90,1,1,PRT,Transient,224.16,Resort,RTransient2017July12-43,7/12/2017
0,0,2,0,CN,Transient,157.2,Resort,RTransient2017July18-22,7/18/2017
0,158,2,0,CN,Transient,118,Resort,RTransient2017July16-34,7/16/2017
0,152,2,0,UKR,Transient,130.05,Resort,RTransient2017July11-58,7/11/2017
0,113,2,0,PRT,Transient,171.69,Resort,RTransient2017July14-47,7/14/2017
0,111,2,0,SWE,Transient,137,Resort,RTransient2017July17-51,7/17/2017
0,58,2,0,ESP,Transient,220,Resort,RTransient2017July19-27,7/19/2017
0,8,2,2,PRT,Transient,248.33,Resort,RTransient2017July25-18,7/25/2017
0,43,2,0,CN,Transient,242,Resort,RTransient2017July24-44,7/24/2017
0,27,3,0,PRT,Transient,253.54,Resort,RTransient2017July25-24,7/25/2017
0,176,3,0,PRT,Transient,144,Resort,RTransient2017July23-40,7/23/2017
0,156,2,0,FRA,Transient,171,Resort,RTransient2017July16-53,7/16/2017
0,199,2,1,IRL,Transient,127.28,Resort,RTransient2017July25-31,7/25/2017
0,62,2,0,FRA,Transient,230,Resort,RTransient2017August2-19,8/2/2017
0,48,2,1,GBR,Transient,196.92,Resort,RTransient2017July30-32,7/30/2017
0,34,3,1,TUR,Transient,315,Resort,RTransient2017August4-33,8/4/2017
0,1,1,2,ESP,Transient,339.4,Resort,RTransient2017July31-53,7/31/2017
0,185,2,0,ESP,Transient,195.5,Resort,RTransient2017July30-46,7/30/2017
0,2,2,0,PRT,Transient,205,Resort,RTransient2017August10-19,8/10/2017
0,25,2,0,PRT,Transient,254.31,Resort,RTransient2017August6-53,8/6/2017
0,3,2,0,PRT,Transient,240,Resort,RTransient2017August10-24,8/10/2017
0,188,2,0,FRA,Transient,169,Resort,RTransient2017August3-43,8/3/2017
0,30,2,0,ESP,Transient,230,Resort,RTransient2017August8-28,8/8/2017
0,132,2,0,GBR,Contract,135,Resort,RContract2017August11-3,8/11/2017
0,191,2,0,CN,Transient,162,Resort,RTransient2017August9-20,8/9/2017
0,0,2,0,PRT,Transient,210,Resort,RTransient2017August13-30,8/13/2017
0,67,2,0,GBR,Contract,165,Resort,RContract2017August11-5,8/11/2017
0,26,2,0,GBR,Group,125.1,Resort,RGroup2017August7-3,8/7/2017
0,223,2,0,CHE,Transient,162.3,Resort,RTransient2017August13-38,8/13/2017
0,96,2,0,PRT,Transient-Party,217.1,Resort,RTransient-Party2017August12-1,8/12/2017
0,188,2,2,GEO,Transient,169.37,Resort,RTransient2017August7-68,8/7/2017
0,202,2,0,DEU,Transient-Party,151,Resort,RTransient-Party2017August19-8,8/19/2017
0,104,3,1,ESP,Transient,402,Resort,RTransient2017August17-63,8/17/2017
0,29,2,0,ESP,Transient,272.5,Resort,RTransient2017August16-34,8/16/2017
0,157,2,0,PRT,Transient-Party,198.17,Resort,RTransient-Party2017August19-11,8/19/2017
0,296,2,0,PRT,Transient,143.73,Resort,RTransient2017August20-46,8/20/2017
0,136,2,0,IRL,Contract,116.5,Resort,RContract2017August21-3,8/21/2017
0,220,2,0,PRT,Transient-Party,128.7,Resort,RTransient-Party2017August27-6,8/27/2017
0,30,2,0,USA,Transient,182,Resort,RTransient2017August26-33,8/26/2017
0,34,2,1,PRT,Transient,330.57,Resort,RTransient2017August22-31,8/22/2017
0,184,2,1,PRT,Transient,207.5,Resort,RTransient2017August20-51,8/20/2017
0,6,2,2,PRT,Transient,344.67,Resort,RTransient2017August27-31,8/27/2017
0,112,2,0,GBR,Contract,146.5,Resort,RContract2017August24-6,8/24/2017
0,50,2,0,CHE,Transient,241.75,Resort,RTransient2017August22-34,8/22/2017
0,193,2,0,PRT,Transient,205.7,Resort,RTransient2017August28-58,8/28/2017
0,111,2,0,GBR,Contract,148,Resort,RContract2017August27-1,8/27/2017
1,63,2,0,PRT,Transient-Party,45,City,CTransient-Party2015July7-6,7/7/2015
1,105,2,0,PRT,Transient,76.5,City,CTransient2015July8-1,7/8/2015
1,114,2,0,PRT,Transient,76.5,City,CTransient2015July11-9,7/11/2015
0,18,2,0,PRT,Transient-Party,75,City,CTransient-Party2015July18-12,7/18/2015
0,20,2,0,PRT,Transient-Party,62,City,CTransient-Party2015July22-29,7/22/2015
0,132,2,0,PRT,Transient-Party,90,City,CTransient-Party2015July23-17,7/23/2015
0,0,2,0,PRT,Transient,0,City,CTransient2015July24-2,7/24/2015
1,110,2,0,ITA,Transient-Party,94.5,City,CTransient-Party2015July25-8,7/25/2015
0,16,2,0,PRT,Transient-Party,86,City,CTransient-Party2015July25-27,7/25/2015
1,87,2,0,PRT,Transient,58.9,City,CTransient2015July26-5,7/26/2015
0,25,2,0,PRT,Transient-Party,62,City,CTransient-Party2015July27-16,7/27/2015
1,27,2,0,PRT,Transient-Party,62,City,CTransient-Party2015July27-19,7/27/2015
0,64,2,0,DEU,Transient,88.4,City,CTransient2015July28-8,7/28/2015
1,117,2,0,ITA,Transient-Party,94.5,City,CTransient-Party2015August1-17,8/1/2015
1,28,2,0,PRT,Transient-Party,62,City,CTransient-Party2015August3-15,8/3/2015
0,34,3,0,ESP,Transient,84,City,CTransient2015August5-1,8/5/2015
1,1,1,0,RUS,Transient-Party,6,City,CTransient-Party2015August5-6,8/5/2015
1,34,2,0,PRT,Transient-Party,62,City,CTransient-Party2015August5-21,8/5/2015
0,12,1,0,RUS,Transient-Party,60,City,CTransient-Party2015August5-34,8/5/2015
0,12,2,0,RUS,Transient-Party,65,City,CTransient-Party2015August5-43,8/5/2015
0,12,2,0,RUS,Transient-Party,65,City,CTransient-Party2015August5-46,8/5/2015
0,34,3,0,ESP,Transient-Party,84,City,CTransient-Party2015August5-72,8/5/2015
0,0,1,0,CHN,Transient,81,City,CTransient2015August6-3,8/6/2015
0,0,2,0,PRT,Contract,81,City,CContract2015August6-3,8/6/2015
0,0,2,0,PRT,Transient,0,City,CTransient2015August6-6,8/6/2015
0,1,1,0,PRT,Transient,60,City,CTransient2015August7-8,8/7/2015
0,0,2,0,PRT,Contract,90,City,CContract2015August7-9,8/7/2015
0,0,2,0,BRA,Transient,100,City,CTransient2015August8-11,8/8/2015
0,0,2,0,FRA,Contract,124,City,CContract2015August11-6,8/11/2015
1,89,2,0,PRT,Transient,76.5,City,CTransient2015August11-28,8/11/2015
0,0,1,0,PRT,Transient-Party,88,City,CTransient-Party2015August11-9,8/11/2015
0,5,2,0,DEU,Transient,75,City,CTransient2015August12-6,8/12/2015
0,41,2,0,PRT,Transient-Party,62,City,CTransient-Party2015August12-19,8/12/2015
0,39,1,0,PRT,Transient-Party,87,City,CTransient-Party2015August14-6,8/14/2015
1,39,2,0,PRT,Transient-Party,101.5,City,CTransient-Party2015August14-51,8/14/2015
0,39,1,0,PRT,Transient-Party,87,City,CTransient-Party2015August14-61,8/14/2015
1,39,2,0,PRT,Transient-Party,101.5,City,CTransient-Party2015August14-107,8/14/2015
0,39,2,0,PRT,Transient-Party,109,City,CTransient-Party2015August14-150,8/14/2015
0,10,2,0,FRA,Transient,75,City,CTransient2015August14-10,8/14/2015
0,8,2,0,NLD,Transient,75,City,CTransient2015August15-7,8/15/2015
1,131,2,0,ITA,Transient-Party,94.5,City,CTransient-Party2015August15-52,8/15/2015
0,1,3,0,ITA,Transient-Party,138.5,City,CTransient-Party2015August15-55,8/15/2015
0,0,2,0,PRT,Transient,124,City,CTransient2015August16-8,8/16/2015
1,3,2,0,PRT,Transient,130,City,CTransient2015August17-19,8/17/2015
1,3,2,0,PRT,Transient,119,City,CTransient2015August17-24,8/17/2015
0,47,1,0,DEU,Transient-Party,100,City,CTransient-Party2015August18-2,8/18/2015
0,6,2,0,BEL,Transient,79,City,CTransient2015August19-1,8/19/2015
0,5,1,0,PRT,Transient,67,City,CTransient2015August19-13,8/19/2015
0,10,2,2,ESP,Transient,153,City,CTransient2015August20-11,8/20/2015
0,10,2,0,PRT,Transient,106.5,City,CTransient2015August20-15,8/20/2015
1,0,2,0,PRT,Transient,124,City,CTransient2015August21-9,8/21/2015
0,0,2,2,PRT,Transient,130,City,CTransient2015August22-6,8/22/2015
0,3,1,0,ITA,Transient-Party,36.25,City,CTransient-Party2015August22-30,8/22/2015
0,13,2,0,ESP,Contract,153,City,CContract2015August24-1,8/24/2015
